area,topic,servicename,foruser,deptname,promiseday,wscs,ckcs,starprorepty
海沧区,准营准办,农业植物调运检疫,"个人,企业",海沧区农林水利局,5个工作日,,1.0,4
思明区,其他,低收入家庭认定,个人,思明区中华街道文安社区,10个工作日,2.0,2.0,3
海沧区,社会保障,临时救助（“救急难”救助审批工作）,个人,嵩屿街道便民服务中心东屿服务站,4个工作日,,2.0,3
海沧区,社会保障,海沧区残疾儿童康复护理补助申请,个人,嵩屿街道便民服务中心石塘服务站,10个工作日,,2.0,3
海沧区,准营准办,拖拉机（联合收割机）行驶证核发,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,1个工作日,,1.0,4
思明区,其他,扶残助学材料的初审,个人,思明区中华街道思南社区,30个工作日,1.0,1.0,3
海沧区,社会保障,厦门市残疾人和困难残疾人家庭子女就学补助申请,个人,东孚街道便民服务中心寨后服务站,16个工作日,,2.0,3
海沧区,准营准办,拖拉机（联合收割机）驾驶证核发,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,1个工作日,2.0,2.0,3
思明区,其他,精神残疾人服药补贴材料的初审,个人,思明区中华街道思南社区,5个工作日,1.0,1.0,3
海沧区,社会保障,民政部门管理的楼（院）门牌号发放,个人,嵩屿街道便民服务中心海林服务站,3个工作日,,1.0,4
海沧区,准营准办,种畜禽生产经营许可证核发,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,6个工作日,,1.0,4
思明区,其他,一户多残低保和低收入家庭生活补助,个人,思明区中华街道思南社区,3个工作日,1.0,1.0,3
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,嵩屿街道便民服务中心海达服务站,0个工作日,,2.0,3
海沧区,准营准办,森林植物及植物产品产地检疫许可,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,6个工作日,,1.0,4
思明区,其他,残疾人个体工商户两险补助申请,个人,思明区中华街道思南社区,30个工作日,1.0,1.0,3
海沧区,社会保障,查阅、记录、复制与社会救助事项有关的资料，询问与社会救助事项有关的单位、个人，要求其对相关情况作出说明,个人,新阳街道便民服务中心第一农场服务站,0个工作日,,1.0,4
海沧区,准营准办,省内调运植物和植物产品检疫证书核发（查核后核发）,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,0个工作日,,1.0,4
思明区,其他,思明区低保人员就业奖励,个人,思明区莲前街道金鸡亭社区,0个工作日,2.0,1.0,4
海沧区,社会保障,被征地退养人员社会化管理服务,个人,海沧街道便民服务中心渐美服务站,0个工作日,,1.0,5
海沧区,准营准办,入河排污口设置审核,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",海沧区农林水利局,6个工作日,,1.0,4
海沧区,准营准办,兽药经营许可,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,9个工作日,,1.0,4
思明区,其他,就业困难人员认定,个人,思明区莲前街道金鸡亭社区,25个工作日,2.0,2.0,3
海沧区,社会保障,困难残疾人生活补助审批,个人,嵩屿街道便民服务中心东屿服务站,10个工作日,,1.0,4
海沧区,准营准办,区级慈善组织登记,"个人,企业,事业单位,民办非企业单位,社团组织",海沧区民政局,7个工作日,,1.0,4
思明区,其他,创业场地补贴申请,个人,思明区莲前街道金鸡亭社区,0个,2.0,1.0,4
海沧区,社会保障,查阅、记录、复制与社会救助事项有关的资料，询问与社会救助事项有关的单位、个人，要求其对相关情况作出说明,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,1.0,4
海沧区,准营准办,区级社会组织开立临时存款账户申请,"个人,企业,事业单位,民办非企业单位,社团组织,其他组织",海沧区民政局,0个工作日,,1.0,4
思明区,其他,城镇部分计划生育家庭奖励扶助的初审,个人,思明区莲前街道龙山桥社区,0个工作日,2.0,1.0,4
海沧区,社会保障,城乡居民养老保险参保办理,个人,嵩屿街道便民服务中心未来海岸服务站,0个工作日,,2.0,3
海沧区,准营准办,在建水工程度汛方案审批,"个人,企业,事业单位,行政机关,社团组织,其他组织",海沧区农林水利局,6个工作日,,1.0,4
思明区,其他,城镇部分计划生育家庭奖励扶助的初审,个人,思明区莲前街道莲云社区,0个工作日,2.0,1.0,4
海沧区,社会保障,厦门市残疾人和困难残疾人家庭子女就学补助申请,个人,嵩屿街道便民服务中心未来海岸服务站,16个工作日,,2.0,3
海沧区,准营准办,省内调运植物和植物产品检疫证书核发（检验后核发）,"个人,企业,事业单位,行政机关",海沧区农林水利局,4个工作日,,1.0,4
思明区,其他,出具退休人员人事档案查询介绍信,个人,思明区莲前街道莲顺社区,0个,1.0,1.0,4
海沧区,社会保障,城乡居民养老保险待遇申领,个人,海沧街道便民服务中心囷瑶服务站,25个工作日,,2.0,3
海沧区,准营准办,取水许可证变更,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,3个工作日,,1.0,4
思明区,其他,思明区红十字人道救助申请,个人,思明区莲前街道莲怡社区,7个工作日,2.0,2.0,3
海沧区,社会保障,城乡低保边缘户办理,个人,新阳街道便民服务中心祥露服务站,10个工作日,,2.0,3
海沧区,准营准办,取水许可证延续,"个人,企业,事业单位,行政机关,其他组织",海沧区农林水利局,13个工作日,,1.0,4
思明区,其他,思明区户籍适龄儿童小学入学居住情况证明,个人,思明区莲前街道莲怡社区,0个工作日,1.0,1.0,4
海沧区,社会保障,申请自然灾害救助,个人,东孚街道便民服务中心寨后服务站,7个工作日,,1.0,4
海沧区,准营准办,危险化学品经营许可证新证申请,"个人,企业",海沧区安全生产监督管理局,10个工作日,1.0,1.0,4
思明区,其他,思明区困难残疾人帮扶“快车道”申请,个人,思明区莲前街道莲怡社区,5个工作日,2.0,1.0,4
海沧区,社会保障,厦门市残疾人和困难残疾人家庭子女就学补助申请,个人,嵩屿街道便民服务中心海翔服务站,16个工作日,,2.0,3
海沧区,准营准办,第三类非药品类易制毒化学品经营备案,"个人,企业",海沧区安全生产监督管理局,0个工作日,1.0,1.0,4
思明区,其他,农村籍退役士兵身份核查,个人,思明区莲前街道莲怡社区,0个工作日,2.0,1.0,4
海沧区,社会保障,重度残疾人居家护理补贴审核,个人,嵩屿街道便民服务中心海翔服务站,10个工作日,,1.0,4
海沧区,准营准办,危险化学品经营许可证变更申请,"个人,企业",海沧区安全生产监督管理局,3个工作日,1.0,1.0,4
思明区,其他,申请参保人员自付医疗费困难补助,个人,思明区莲前街道龙山桥社区,17个工作日,2.0,2.0,3
海沧区,社会保障,城乡居民养老保险参保办理,个人,嵩屿街道便民服务中心海达服务站,0个工作日,,2.0,3
海沧区,准营准办,危险化学品经营许可证延期申请,"个人,企业",海沧区安全生产监督管理局,10个工作日,1.0,1.0,4
思明区,其他,申请参保人员自付医疗费困难补助,个人,思明区莲前街道莲怡社区,17个工作日,2.0,2.0,3
海沧区,社会保障,申请城镇三无人员办理,个人,嵩屿街道便民服务中心海达服务站,10个工作日,,2.0,3
海沧区,准营准办,河道采砂许可,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",海沧区农林水利局,6个工作日,,1.0,4
思明区,其他,受理安康助学申请,个人,思明区中华街道文安社区,10个工作日,2.0,1.0,4
海沧区,社会保障,福建省老年人优待证,个人,新阳街道便民服务中心第一农场服务站,0个工作日,,1.0,4
海沧区,准营准办,占用农业灌溉水源、灌排工程设施审批,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",海沧区农林水利局,6个工作日,,1.0,4
思明区,其他,爱心老人餐桌服务,个人,思明区中华街道思南社区,6个工作日,1.0,1.0,4
海沧区,社会保障,基本医疗保险参保人员自付医疗费困难补助办理,个人,新阳街道便民服务中心第一农场服务站,25个工作日,,2.0,3
思明区,其他,思明区户籍适龄儿童小学入学居住情况证明,个人,思明区中华街道思南社区,0个工作日,1.0,1.0,4
海沧区,社会保障,申请自然灾害救助,个人,海沧街道便民服务中心后井服务站,7个工作日,,1.0,4
思明区,其他,一户多残低保和低收入家庭生活补助,个人,思明区莲前街道金鸡亭社区,3个工作日,1.0,1.0,4
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,海沧街道便民服务中心渐美服务站,0个工作日,,2.0,3
思明区,其他,大龄自闭症残疾人及其康复训练和照料服务机构补助,个人,思明区莲前街道金鸡亭社区,30个工作日,2.0,1.0,4
海沧区,社会保障,民政部门管理的楼（院）门牌号发放,个人,海沧街道便民服务中心渐美服务站,3个工作日,,1.0,4
思明区,其他,“四残儿童”抢救性康复补助,个人,思明区莲前街道金鸡亭社区,30个工作日,2.0,1.0,4
海沧区,社会保障,未安置就业上山下乡基本养老保险参保办理,个人,海沧街道便民服务中心渐美服务站,8个工作日,,2.0,3
思明区,其他,圆梦助学金的审批、发放,个人,思明区莲前街道金鸡亭社区,7个工作日,2.0,2.0,3
海沧区,社会保障,城镇家庭住房救助的审核,个人,海沧街道便民服务中心渐美服务站,0个工作日,,2.0,3
思明区,其他,思明区就业困难人员就业补贴,个人,思明区莲前街道金鸡亭社区,0个工作日,2.0,1.0,4
海沧区,社会保障,海沧区残疾人辅助器具配发申请,个人,海沧街道便民服务中心青礁服务站,16个工作日,,2.0,3
思明区,其他,申请参保人员自付医疗费困难补助,个人,思明区莲前街道金鸡亭社区,17个工作日,2.0,2.0,3
海沧区,社会保障,精神残疾人员住院治疗减免申请,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,1.0,4
思明区,其他,申请参保人员自付医疗费困难补助,个人,思明区莲前街道莲云社区,17个工作日,2.0,2.0,3
海沧区,社会保障,福建省老年人优待证,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,1.0,4
思明区,其他,扶持残疾人自主创业补贴材料的初审,个人,思明区中华街道文安社区,20个工作日,1.0,1.0,4
海沧区,社会保障,被征地退养人员社会化管理服务,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,1.0,5
思明区,其他,爱心老人餐桌服务,个人,思明区中华街道文安社区,6个工作日,1.0,1.0,4
海沧区,社会保障,被征地退养人员社会化管理服务,个人,海沧街道便民服务中心囷瑶服务站,0个工作日,,1.0,5
思明区,其他,特困老人就餐送餐服务,个人,思明区中华街道文安社区,3个工作日,1.0,1.0,4
海沧区,社会保障,查阅、记录、复制与社会救助事项有关的资料，询问与社会救助事项有关的单位、个人，要求其对相关情况作出说明,个人,新阳街道便民服务中心祥露服务站,0个工作日,,1.0,4
思明区,其他,小额医药补助申请,个人,思明区中华街道文安社区,6个工作日,1.0,1.0,4
海沧区,社会保障,低保户的慈善助学、助医材料的审核,个人,东孚街道便民服务中心寨后服务站,0个工作日,,2.0,3
思明区,其他,外地就读回思明区户籍地升初中社区证明,个人,思明区中华街道文安社区,0个工作日,1.0,1.0,4
海沧区,社会保障,福建省老年人优待证,个人,东孚街道便民服务中心寨后服务站,0个工作日,,1.0,4
思明区,其他,烈士子女（含建国前错杀后被平反人员的子女）身份核查,个人,思明区中华街道霞溪社区,0个工作日,1.0,1.0,4
海沧区,社会保障,申请城镇三无人员办理,个人,东孚街道便民服务中心寨后服务站,10个工作日,,2.0,3
思明区,其他,就业困难人员认定,个人,思明区中华街道霞溪社区,0个工作日,1.0,1.0,4
海沧区,社会保障,异地企业退休人员的协助认证,个人,嵩屿街道便民服务中心海翔服务站,0个工作日,,1.0,4
海沧区,社会保障,被征地养老保险参保,个人,嵩屿街道便民服务中心海翔服务站,18个工作日,,2.0,3
思明区,其他,特困人员供养的申请与审核,个人,思明区中华街道霞溪社区,10个工作日,,1.0,4
海沧区,社会保障,精神残疾人员住院治疗减免申请,个人,嵩屿街道便民服务中心海翔服务站,0个工作日,,1.0,4
海沧区,社会保障,未安置就业上山下乡基本养老保险参保办理,个人,新阳街道便民服务中心第一农场服务站,8个工作日,,2.0,3
思明区,其他,为重度视力听力残疾等特定群体购买出行陪护服务,个人,思明区莲前街道金鸡亭社区,0个工作日,2.0,1.0,4
海沧区,社会保障,重度残疾人居家护理补贴审核,个人,东孚街道便民服务中心寨后服务站,10个工作日,,1.0,4
思明区,其他,门（楼）牌编制,个人,思明区莲前街道金鸡亭社区,2个工作日,1.0,1.0,4
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,新阳街道便民服务中心第一农场服务站,0个工作日,,2.0,3
海沧区,社会保障,城乡居民养老保险参保办理,个人,海沧街道便民服务中心青礁服务站,0个工作日,,2.0,3
思明区,其他,困难残疾人危房修缮（改造）及无障碍进家庭,个人,思明区莲前街道金鸡亭社区,10个工作日,2.0,1.0,4
海沧区,社会保障,医疗救助,个人,海沧街道便民服务中心青礁服务站,5个工作日,,1.0,3
思明区,其他,病残儿初步医学鉴定的初审,个人,思明区中华街道镇海社区,20个工作日,1.0,1.0,3
思明区,其他,福建省老人优待证办理,个人,思明区莲前街道金鸡亭社区,0个工作日,2.0,1.0,4
海沧区,社会保障,异地企业退休人员的协助认证,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,1.0,4
思明区,其他,残疾人个体工商户两险补助申请,个人,思明区莲前街道金鸡亭社区,60个自然日,2.0,1.0,4
海沧区,社会保障,申领《困难家庭救助证》,个人,嵩屿街道便民服务中心未来海岸服务站,5个工作日,,2.0,3
思明区,其他,进城务工人员随迁子女申请就读思明区小学一年级积分入学相关信息登记,个人,思明区莲前街道金鸡亭社区,0个工作日,1.0,1.0,4
海沧区,社会保障,海沧区残疾儿童康复护理补助申请,个人,海沧街道便民服务中心囷瑶服务站,10个工作日,,2.0,3
思明区,其他,思明区就业困难人员就业补贴,个人,思明区中华街道文安社区,0个工作日,1.0,1.0,4
海沧区,社会保障,孤儿基本生活费补助办理,个人,嵩屿街道便民服务中心鳌冠服务站,10个工作日,,2.0,3
思明区,其他,困难残疾人危房修缮（改造）及无障碍进家庭,个人,思明区中华街道文安社区,10个工作日,1.0,1.0,4
海沧区,社会保障,城乡低保边缘户办理,个人,东孚街道便民服务中心寨后服务站,10个工作日,,2.0,3
思明区,其他,重度残疾人护理补贴初审,个人,思明区中华街道文安社区,8个工作日,1.0,1.0,4
海沧区,社会保障,农村五保办理,个人,嵩屿街道便民服务中心海翔服务站,10个工作日,,2.0,3
思明区,其他,进城务工人员随迁子女申请就读思明区小学一年级积分入学相关信息登记,个人,思明区中华街道霞溪社区,0个工作日,1.0,1.0,4
海沧区,社会保障,困难残疾人生活补助审批,个人,东孚街道便民服务中心鼎美服务站,10个工作日,,1.0,4
思明区,其他,扶残助学材料的初审,个人,思明区莲前街道龙山桥社区,60个自然日,2.0,2.0,3
海沧区,社会保障,医疗救助,个人,东孚街道便民服务中心凤山服务站,5个工作日,,1.0,3
思明区,其他,一户多残低保和低收入家庭生活补助,个人,思明区莲前街道龙山桥社区,3个工作日,1.0,1.0,4
海沧区,社会保障,外地参保人员医疗异地认证,个人,东孚街道便民服务中心后柯服务站,0个工作日,,2.0,3
思明区,其他,特困老人救助,个人,思明区莲前街道龙山桥社区,0个工作日,2.0,2.0,3
思明区,其他,普通高考社会考生报名表思想品德考核,个人,思明区莲前街道龙山桥社区,0个工作日,1.0,1.0,4
海沧区,社会保障,医疗救助,个人,东孚街道便民服务中心后柯服务站,5个工作日,,1.0,3
海沧区,规划建设,区级社会团体成立登记,"个人,企业,事业单位,民办非企业单位,社团组织,其他组织",海沧区民政局,7个工作日,1.0,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心东瑶服务站,10个工作日,,1.0,4
思明区,其他,困难家庭临时救助的审核和发放,个人,思明区莲前街道侨福社区,8个工作日,2.0,1.0,4
海沧区,社会保障,申领《困难家庭救助证》,个人,海沧街道便民服务中心青礁服务站,5个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心凤山服务站,10个工作日,,1.0,4
思明区,其他,思明区就业困难人员就业补贴,个人,思明区莲前街道莲云社区,0个工作日,2.0,1.0,4
海沧区,社会保障,精神残疾人员住院治疗减免申请,个人,海沧街道便民服务中心青礁服务站,0个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心贞岱服务站,10个工作日,,1.0,4
思明区,其他,计划生育特殊家庭紧急救助审核、发放,个人,思明区莲前街道莲云社区,25个工作日,1.0,1.0,4
思明区,其他,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区莲前街道莲云社区,0个工作日,3.0,2.0,3
海沧区,社会保障,孤儿基本生活费补助办理,个人,海沧街道便民服务中心青礁服务站,10个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,海兴服务站,10个工作日,,1.0,4
思明区,其他,最低生活保障对象认定,个人,思明区中华街道镇海社区,10个工作日,2.0,2.0,3
思明区,其他,思明区红十字人道救助申请,个人,思明区中华街道镇海社区,7个工作日,1.0,1.0,3
海沧区,社会保障,厦门市残疾儿童抢救性康复补助申请,个人,嵩屿街道便民服务中心东屿服务站,16个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,海沧农场服务站,10个工作日,,1.0,4
思明区,其他,义务教育起始年级学生免（缓）学社区意见,个人,思明区莲前街道金鸡亭社区,0个工作日,1.0,1.0,4
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,嵩屿街道便民服务中心东屿服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心山边服务站,10个工作日,,1.0,4
思明区,其他,思明区户籍适龄儿童小学入学居住情况证明,个人,思明区莲前街道金鸡亭社区,0个工作日,1.0,1.0,4
思明区,其他,思明区困难残疾人帮扶“快车道”申请,个人,思明区莲前街道金鸡亭社区,5个工作日,2.0,1.0,4
海沧区,社会保障,城乡居民养老保险待遇申领,个人,嵩屿街道便民服务中心东屿服务站,25个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,囷瑶服务站,10个工作日,,1.0,4
思明区,其他,残疾人社区康复治疗服务及辅助用具配发,个人,思明区莲前街道金鸡亭社区,5个工作日,2.0,1.0,4
思明区,其他,就业援助对象登记办理,个人,思明区中华街道霞溪社区,0个工作日,1.0,1.0,4
海沧区,社会保障,被征地养老保险参保,个人,嵩屿街道便民服务中心东屿服务站,18个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心鳌冠服务站,10个工作日,,1.0,4
思明区,其他,困难家庭临时救助,个人,思明区中华街道霞溪社区,0个工作日,1.0,1.0,3
海沧区,社会保障,城乡居民医疗保险参保办理,个人,嵩屿街道便民服务中心未来海岸服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,海沧服务站,10个工作日,,1.0,4
思明区,其他,计划生育特殊家庭紧急救助审核、发放,个人,思明区莲前街道莲怡社区,25个工作日,1.0,1.0,4
海沧区,社会保障,精神残疾人员住院治疗减免申请,个人,嵩屿街道便民服务中心未来海岸服务站,0个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心海翔服务站,10个工作日,,1.0,4
思明区,其他,进城务工人员随迁子女申请小学积分入学使用电子婚育证明,个人,思明区莲前街道莲怡社区,3个工作日,1.0,1.0,4
海沧区,社会保障,未安置就业上山下乡基本养老保险参保办理,个人,嵩屿街道便民服务中心鳌冠服务站,8个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心鼎美服务站,10个工作日,,1.0,4
思明区,其他,创业带动就业补贴申办,个人,思明区莲前街道莲顺社区,0个,2.0,1.0,4
海沧区,社会保障,城乡居民养老保险待遇申领,个人,东孚街道便民服务中心后柯服务站,25个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,古楼农场服务站,10个工作日,,1.0,4
思明区,其他,低收入家庭认定的初审,个人,思明区莲前街道莲顺社区,7个工作日,2.0,2.0,3
海沧区,社会保障,被征地养老保险参保,个人,东孚街道便民服务中心后柯服务站,18个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心海达服务站,10个工作日,,1.0,4
思明区,其他,一户多残低保和低收入家庭生活补助,个人,思明区莲前街道莲顺社区,3个工作日,1.0,1.0,4
海沧区,社会保障,厦门市残疾儿童抢救性康复补助申请,个人,东孚街道便民服务中心后柯服务站,16个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心海虹服务站,10个工作日,,1.0,4
思明区,其他,受理安康助学申请,个人,思明区中华街道镇海社区,10个工作日,2.0,1.0,4
海沧区,社会保障,外地参保人员医疗异地认证,个人,东孚街道便民服务中心鼎美服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心东屿服务站,10个工作日,,1.0,4
思明区,其他,精神残疾人服药补贴材料的初审,个人,思明区中华街道镇海社区,5个工作日,1.0,1.0,3
海沧区,社会保障,低保户的慈善助学、助医材料的审核,个人,东孚街道便民服务中心鼎美服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心过坂服务站,10个工作日,,1.0,4
思明区,其他,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区中华街道镇海社区,5个工作日,1.0,1.0,3
海沧区,社会保障,民政部门管理的楼（院）门牌号发放,个人,东孚街道便民服务中心后柯服务站,3个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心莲花服务站,10个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心石塘服务站,10个工作日,,1.0,4
思明区,其他,困难家庭临时救助的审核和发放,个人,思明区莲前街道莲成社区,8个工作日,2.0,1.0,4
海沧区,社会保障,海沧区残疾人辅助器具配发申请,个人,东孚街道便民服务中心后柯服务站,16个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心寨后服务站,10个工作日,,1.0,4
思明区,其他,特困人员供养的申请与审核,个人,思明区中华街道中山社区,10个工作日,2.0,1.0,4
海沧区,社会保障,海沧区残疾人辅助器具配发申请,个人,新阳街道便民服务中心第一农场服务站,16个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心海林服务站,10个工作日,,1.0,4
思明区,其他,思明区低保人员就业奖励,个人,思明区中华街道中山社区,0个工作日,2.0,1.0,4
海沧区,社会保障,厦门市重度残疾人托养服务申请,个人,新阳街道便民服务中心第一农场服务站,15个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,新阳街道便民服务中心第一农场服务站,10个工作日,,1.0,4
思明区,其他,扶残助学材料的初审,个人,思明区中华街道霞溪社区,30个工作日,1.0,1.0,3
海沧区,社会保障,城乡低保办理,个人,海沧街道便民服务中心青礁服务站,10个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心后柯服务站,10个工作日,,1.0,4
思明区,其他,四残儿童”抢救性康复补助,个人,思明区中华街道霞溪社区,30个工作日,1.0,1.0,3
海沧区,社会保障,被征地退养人员社会化管理服务,个人,海沧街道便民服务中心青礁服务站,0个工作日,,1.0,5
海沧区,规划建设,乡村建设规划许可证核发,个人,青礁服务站,10个工作日,,1.0,4
思明区,其他,扶持残疾人自主创业补贴材料的初审,个人,思明区中华街道霞溪社区,20个工作日,1.0,1.0,4
海沧区,社会保障,基本医疗保险参保人员自付医疗费困难补助办理,个人,东孚街道便民服务中心东瑶服务站,25个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,海沧街道便民服务中心渐美服务站,10个工作日,,1.0,4
思明区,其他,残疾人社区康复治疗服务及辅助用具配发,个人,思明区中华街道霞溪社区,5个工作日,1.0,1.0,4
海沧区,社会保障,申领《困难家庭救助证》,个人,东孚街道便民服务中心东瑶服务站,5个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,后井服务站,10个工作日,,1.0,4
思明区,其他,创业带动就业补贴申办,个人,思明区莲前街道金鸡亭社区,0个,2.0,1.0,4
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,东孚街道便民服务中心山边服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心海发服务站,10个工作日,,1.0,4
思明区,其他,低收入家庭认定的初审,个人,思明区莲前街道金鸡亭社区,7个工作日,2.0,2.0,3
海沧区,社会保障,农村五保办理,个人,东孚街道便民服务中心后柯服务站,10个工作日,,2.0,3
海沧区,社会保障,厦门市白内障患者复明手术救助申请,个人,嵩屿街道便民服务中心海翔服务站,0个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心未来海岸服务站,10个工作日,,1.0,4
思明区,其他,扶持残疾人自主创业补贴材料的初审,个人,思明区莲前街道金鸡亭社区,20个工作日,2.0,1.0,4
海沧区,社会保障,异地企业退休人员的协助认证,个人,嵩屿街道便民服务中心海林服务站,0个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心天竺服务站,10个工作日,,1.0,4
思明区,其他,“四残儿童”抢救性康复补助,个人,思明区莲前街道莲顺社区,30个工作日,2.0,1.0,4
海沧区,社会保障,被征地养老保险参保,个人,嵩屿街道便民服务中心海林服务站,18个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心北附小服务站,10个工作日,,1.0,4
思明区,其他,被征地人员基本养老保险,个人,思明区莲前街道莲云社区,0个工作日,1.0,1.0,4
海沧区,社会保障,医疗救助,个人,新阳街道便民服务中心第一农场服务站,5个工作日,,1.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,嵩屿街道便民服务中心钟山服务站,10个工作日,,1.0,4
思明区,其他,为重度视力听力残疾等特定群体购买出行陪护服务,个人,思明区莲前街道莲云社区,0个工作日,2.0,1.0,4
思明区,其他,困难家庭临时救助的审核和发放,个人,思明区莲前街道莲翔社区,8个工作日,2.0,1.0,4
海沧区,社会保障,申请城镇三无人员办理,个人,新阳街道便民服务中心第一农场服务站,10个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心芸美服务站,10个工作日,,1.0,4
思明区,其他,困难家庭临时救助的审核和发放,个人,思明区莲前街道前埔社区,8个工作日,2.0,1.0,4
海沧区,社会保障,申请自然灾害救助,个人,海沧街道便民服务中心青礁服务站,7个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,锦里服务站,10个工作日,,1.0,4
思明区,其他,特困人员供养的申请与审核,个人,思明区中华街道镇海社区,10个工作日,2.0,1.0,4
海沧区,社会保障,厦门市自然灾害公众及农村住房保险申请,个人,海沧街道便民服务中心青礁服务站,7个工作日,,1.0,4
海沧区,规划建设,乡村建设规划许可证核发,个人,东孚街道便民服务中心东埔服务站,10个工作日,,1.0,4
思明区,其他,创业带动就业奖励申办,个人,思明区中华街道镇海社区,0个工作日,2.0,1.0,4
海沧区,社会保障,申请城镇三无人员办理,个人,东孚街道便民服务中心东瑶服务站,10个工作日,,2.0,3
海沧区,规划建设,乡村建设规划许可证核发,个人,温厝服务站,10个工作日,,1.0,4
思明区,其他,思明区红十字人道救助申请,个人,思明区中华街道中山社区,7个工作日,1.0,1.0,3
海沧区,社会保障,厦门市残疾人和困难残疾人家庭子女就学补助申请,个人,海沧街道便民服务中心青礁服务站,16个工作日,,2.0,3
海沧区,规划建设,既有住宅增设电梯工程施工许可,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市海沧区建设局,2个工作日,,0.0,5
海沧区,证件办理,烟花爆竹经营（零售）许可证申请,"个人,企业",海沧区安全生产监督管理局,5个工作日,1.0,1.0,4
思明区,其他,特困老人就餐送餐服务,个人,思明区中华街道霞溪社区,3个工作日,1.0,1.0,4
海沧区,社会保障,异地企业退休人员的协助认证,个人,东孚街道便民服务中心寨后服务站,0个工作日,,1.0,4
