area,topic,servicename,foruser,deptname,promiseday,ckcs,wscs,starprorepty
厦门市,其他,建筑业企业资质核准,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,地质灾害防治单位资质审批,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,建设项目压覆重要矿产资源审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,危险废物经营许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,危险废物跨省转移审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,固体废物跨省转移审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,建设项目环境影响报告表许可,企业,厦门市自贸区管理委员会,22个工作日,0.0,0.0,5
厦门市,其他,房地产开发企业二级资质核定,企业,中国（福建）自由贸易试验区厦门片区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,建设项目环境影响报告书许可,企业,厦门市自贸区管理委员会,35个工作日,0.0,0.0,5
厦门市,其他,排放污染物许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,二级建造师执业注册,企业,中国（福建）自由贸易试验区厦门片区管理委员会,1个工作日,1.0,1.0,4
厦门市,其他,建筑施工特种作业人员操作资格证书考核发证,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,建筑施工企业安全生产管理人员岗位考核发证,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,公路水运工程监理企业资质复查（水运工程专业甲级、乙级、丙级、水运机电工程专项监理资质复查）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,公路水运工程监理企业资质许可（水运工程专业甲级、乙级、丙级、水运机电工程专项监理资质许可）,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,公路水运工程试验检测机构等级评定（水运工程材料类乙级、丙级及水运工程结构类乙级试验检测机构等级评定）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,公路水运工程试验检测机构换证复核（水运工程材料类乙级、丙级及水运工程结构类乙级试验检测机构换证复核）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,经营港口理货业务许可,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,高速公路服务区燃气汽车加气站经营许可,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,港口非深水岸线使用审批（3000吨级以上泊位）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,自贸试验区内外商投资企业经营国际船舶管理业务登记,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,经营水路运输及其辅助业的许可（三资企业除外）,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,船舶安全检验证书核发,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,港口、航道工程初步设计审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,航道工程竣工验收,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,港口工程竣工验收,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,外资企业、中外合资经营企业、中外合作经营企业经营中华人民共和国沿海、江河、湖泊及其他通航水域水路运输审批,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
厦门市,其他,危险化学品水路运输装卸管理人员资格认可,"个人,企业",厦门市自贸区管理委员会,10个工作日,1.0,1.0,4
厦门市,其他,农作物种子生产经营许可证核发,"个人,企业",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,食用菌菌种生产经营许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,种畜禽生产经营许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,兽药经营许可（含经营兽用生物制品）,企业,厦门市自贸区管理委员会,10个工作日,1.0,1.0,4
厦门市,其他,兽药生产许可,企业,厦门市自贸区管理委员会,10个工作日,1.0,1.0,4
厦门市,其他,新兽药临床试验审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,省际（除省际毗邻县外）客运班线经营许可,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,农业植物调运检疫,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,省际客运班线经营许可事项变更（除省际毗邻县和起讫站点、停靠站点变更外）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,从国外引种检疫审批,"企业,事业单位",厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
思明区,资质认证,第二类精神药品零售资格审批,企业,厦门市思明区市场监督管理局,7个工作日,1.0,1.0,4
厦门市,其他,饲料和饲料添加剂生产许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业药品经营质量管理规范认证证书变更,企业,厦门市思明区市场监督管理局,5个工作日,1.0,1.0,4
厦门市,其他,饲料添加剂、添加剂预混合饲料产品批准文号核发,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,从事城市生活垃圾经营性清扫、收集、运输服务许可,企业,厦门市思明区市政园林局,7个工作日,1.0,2.0,4
厦门市,其他,肥料变更登记,"企业,事业单位",厦门市自贸区管理委员会,4个工作日,1.0,1.0,4
厦门市,其他,肥料正式登记,"企业,事业单位",厦门市自贸区管理委员会,10个工作日,1.0,1.0,4
思明区,资质认证,第二类医疗器械经营备案,企业,厦门市思明区市场监督管理局,0个工作日,1.0,1.0,4
厦门市,其他,肥料续展登记,企业,厦门市自贸区管理委员会,4个工作日,1.0,1.0,4
思明区,资质认证,瓶装燃气供应站（点）设立许可,企业,厦门市思明区市政园林局,7个工作日,1.0,2.0,4
厦门市,其他,国家保护农业野生植物采集审批,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业药品经营质量管理规范认证证书注销,企业,思明区市场监督管理局,5个工作日,1.0,1.0,4
厦门市,其他,国家二级保护农业野生植物出售、收购审批,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,第二类医疗器械经营备案变更,企业,厦门市思明区市场监督管理局,0个工作日,1.0,1.0,4
厦门市,其他,运输高致病性动物病原微生物菌（毒）种或者样本审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业经营许可证核发,企业,厦门市思明区市场监督管理局,15个工作日,2.0,2.0,3
厦门市,其他,农业转基因生物生产、加工许可,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
思明区,资质认证,食品经营许可证核发,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市思明区市场监督管理局,7个工作日,2.0,2.0,3
厦门市,其他,培育新的畜禽品种、配套系进行中间试验的批准,"企业,事业单位",厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
思明区,资质认证,第二类医疗器械经营备案注销,企业,厦门市思明区市场监督管理局,0个工作日,1.0,1.0,4
厦门市,其他,食用菌菌种质量检验机构资格认定,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
思明区,资质认证,医疗用毒性药品零售企业审批,企业,厦门市思明区市场监督管理局,7个工作日,1.0,1.0,4
思明区,资质认证,第三类医疗器械经营许可变更,企业,厦门市思明区市场监督管理局,10个工作日,1.0,1.0,4
厦门市,其他,农产品质量安全检测机构资格认定,企业,厦门市自贸区管理委员会,9个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业药品经营质量管理规范认证证书核发,企业,厦门市思明区市场监督管理局,27个工作日,2.0,2.0,3
厦门市,其他,农作物种子质量检验机构资格认定,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
思明区,资质认证,食品经营许可证补办,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市思明区市场监督管理局,7个工作日,1.0,1.0,4
厦门市,其他,食用菌菌种进出口审批,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,食品经营许可证注销,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市思明区市场监督管理局,7个工作日,1.0,1.0,4
厦门市,其他,草种进出口审批,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,区级慈善组织认定,"民办非企业单位,社团组织,其他组织",思明区民政局,7个工作日,1.0,1.0,4
厦门市,其他,生产建设项目水土保持方案报告书审批,"企业,事业单位",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,三级运动员等级审批,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
厦门市,其他,生产建设项目水土保持方案报告表（或登记表）审批,企业,厦门市自贸区管理委员会,0个工作日,1.0,1.0,4
思明区,资质认证,区级慈善组织公开募捐资格审查,"民办非企业单位,社团组织,其他组织",思明区民政局,7个工作日,1.0,1.0,4
厦门市,其他,取水申请,企业,厦门市自贸区管理委员会,16个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业经营许可证换发,企业,厦门市思明区市场监督管理局,7个工作日,1.0,1.0,4
厦门市,其他,国家二级保护陆生野生动物驯养繁殖许可证核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,中介机构从事会计代理记账业务审批,企业,思明区财政局,7个工作日,1.0,1.0,4
厦门市,其他,国家二级保护陆生野生动物特许猎捕证核发,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
思明区,资质认证,药品零售企业药品经营质量管理规范认证证书补办,企业,厦门市思明区市场监督管理局,5个工作日,1.0,1.0,4
厦门市,其他,出售、收购、利用、运输、携带国家二级保护陆生野生动物或其产品审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
思明区,资质认证,第三类医疗器械经营许可延续,企业,厦门市思明区市场监督管理局,10个工作日,1.0,1.0,4
厦门市,其他,采集林业部门管理的国家二级保护野生植物审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,出售、收购国家二级保护野生植物审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,林木良种种子或实行选育生产经营相结合的种子企业的生产经营许可证核发,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,林木种子生产经营许可证延续、补发和变更,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,珍贵树木（含名木古树）采伐审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,在省级林业自然保护区内建设机构或设施审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,建设项目使用林地省级审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,省际间调运植物和植物产品检疫证书核发,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
厦门市,其他,省际间调运植物和植物产品检疫证书核发（检验后核发）,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
厦门市,其他,采集或者采伐国家重点保护的天然种质资源审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,森林防火期内进入森林防火区进行实弹演习、爆破等活动审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,成品油零售经营批准证书的变更,企业,厦门市自贸区管理委员会,5个工作日,0.0,0.0,5
厦门市,其他,成品油零售经营资格审批,企业,厦门市自贸区管理委员会,5个工作日,0.0,0.0,5
厦门市,其他,非跨设区市行政区域海洋工程建设项目海洋环境影响报告书审查批准,企业,厦门市自贸区管理委员会,37个工作日,1.0,1.0,4
厦门市,其他,国家二级保护水生野生动物驯养繁殖许可证的核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,国家二级保护水生野生动物经营利用许可证的核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,国家二级保护水生野生动物特许猎捕证的核发,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,纳税人延期缴纳税款审批,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,省管水生生物苗种进出口审批,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,商事主体名称预先核准,企业,厦门市自贸区管理委员会,0个工作日,1.0,1.0,4
厦门市,其他,渔业船舶船用产品检验,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,制造、改造渔业船舶设计图纸、技术文件审批（按业务核定范围）,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,无居民海岛开发利用审查,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,渔业船网工具指标的审批,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,1个工作日,1.0,1.0,4
厦门市,其他,工业产品生产许可证核发（省局发证部分）,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,计量标准器具核准,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,专项捕捞许可证核发,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,近海作业的捕捞许可证（省级权限）,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,海洋大型拖网、围网作业的渔业捕捞许可证核发（不含涉外渔业）,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,检验检测机构资质认定,企业,中国（福建）自由贸易试验区厦门片区管理委员会,18个工作日,1.0,1.0,4
厦门市,其他,进入渔业部门管理的国家级自然保护区核心区从事科学研究、调查活动审批,"个人,企业,事业单位,行政机关,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,非跨设区市行政区域海域使用权的审核,"个人,企业,其他组织",厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,计量器具型式批准,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,D级压力容器设计单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,压力容器安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,客运索道改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,大型游乐设施修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,锅炉安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,大型游乐设施安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,起重机械改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,B、C级起重机械制造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,D级压力容器制造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,电梯制造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,电梯修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,D级锅炉制造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,锅炉改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,起重机械修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,GB类、GC2、GC3、GD2级压力管道设计单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,压力容器修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,客运索道修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,大型游乐设施改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,电梯安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,电梯改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,B级压力管道元件制造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,锅炉修理单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,远洋渔业船舶国籍登记（含2子项）,企业,厦门市自贸区管理委员会,7个工作日,1.0,1.0,4
厦门市,其他,起重机械安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,压力管道安装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,压力容器改造单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,安全阀校验机构核准,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,气瓶检验机构核准,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,移动式压力容器充装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,气瓶充装单位资格许可,企业,中国（福建）自由贸易试验区厦门片区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,机动车安全技术检验机构资质认定,企业,中国（福建）自由贸易试验区厦门片区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,非煤矿矿山企业安全生产许可证申请,企业,厦门市自贸区管理委员会,15个工作日,1.0,1.0,4
厦门市,其他,导游证核发,企业,厦门市自贸区管理委员会,5个工作日,0.0,0.0,5
厦门市,其他,水利水电工程移民搬迁安置有关事项的审批（含安置规划、库底清理、移民安置验收）,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,水利水电工程移民后期扶持有关事项的审批（含扶持规划、项目规划、开发项目、年度计划、人口核定）,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,境外机构和团体拍摄考古发掘现场审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,外国公民、组织和国际组织参观未开放的文物点和考古发掘现场审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,演出经纪机构变更办理,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,演出经纪机构设立审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,举办外国文艺表演团体、个人参加的营业性演出事项变更审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,举办外国文艺表演团体、个人参加的营业性演出审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,举办外国文艺表演团体、个人参加的营业性演出增加演出地备案,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,举办港澳台地区文艺表演团体、个人参加的营业性演出事项变更审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,举办港澳台地区文艺表演团体、个人参加的营业性演出审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,艺术品进出口经营活动审批,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
厦门市,其他,涉外商业性艺术品展览活动审批,企业,厦门市自贸区管理委员会,6个工作日,1.0,1.0,4
厦门市,其他,安防工程,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,设立文物商店审批,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,市、县级文物保护单位保护范围内的土地征收（用）审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,经营性互联网文化单位设立审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,经营性互联网文化单位变更办理,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,经营性互联网文化单位《网络文化经营许可证》延续、注销、补证,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,设置社会艺术水平考级机构审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,中外合资、合作电影院电影放映经营许可证核发,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,香港、澳门服务提供者投资的电影院电影放映经营许可证核发,企业,厦门市自贸区管理委员会,12个工作日,1.0,1.0,4
厦门市,其他,宗教内容连续性内部资料性出版物准印证核发,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,宗教内容一次性内部资料性出版物准印证核发,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,省级一次性内部资料性出版物准印证核发,企业,厦门市自贸区管理委员会,8个,1.0,1.0,4
厦门市,其他,省级连续性内部资料出版物准印证核发,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,音像制作单位设立审批,企业,厦门市自贸区管理委员会,24个工作日,1.0,1.0,4
厦门市,其他,音像制作单位变更名称、业务范围审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,音像制作单位兼并、合并、分立审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,出版物批发单位设立审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,出版物批发单位兼并、合并、分立审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,出版物批发单位变更出版物经营许可证登记事项审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,报纸变更开版审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,报纸变更刊期审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,报纸增期审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,连续型电子出版物变更刊期审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,期刊变更刊期审批,企业,厦门市自贸区管理委员会,5个工作日,1.0,1.0,4
厦门市,其他,加工贸易项下光盘进出口审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,馆藏文物调拨、交换、取样审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,非国有文物收藏单位借用省级国有文物收藏单位馆藏文物（一级除外）审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,国有文物收藏单位之间借用馆藏一级文物,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,博物馆处理不够入藏标准、无保存价值的文物或标本审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,修复、复制、拓印、馆藏文物审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,拓印古代石刻文物审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,测绘单位乙、丙、丁级测绘资质审批,企业,厦门市自贸区管理委员会,8个工作日,0.0,0.0,5
厦门市,其他,建立相对独立的平面坐标系统审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,拆迁永久性测量标志审批,企业,厦门市自贸区管理委员会,8个工作日,0.0,0.0,5
厦门市,其他,对外提供我国测绘成果资料审批,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,本省行政区域范围内的地方性地图审核,企业,厦门市自贸区管理委员会,8个工作日,1.0,1.0,4
厦门市,其他,利用属于国家秘密基础测绘成果审批,企业,厦门市自贸区管理委员会,8个工作日,0.0,0.0,5
思明区,司法公证,公证机构负责人变更核准,事业单位,思明区司法局,7个工作日,1.0,1.0,4
思明区,司法公证,公证机构变更审核,事业单位,思明区司法局,7个工作日,1.0,1.0,4
思明区,司法公证,公证机构执业证书损毁或遗失的换发或补发转报,事业单位,思明区司法局,7个工作日,1.0,1.0,4
思明区,建设管理,申报建设工程质量安全监督,企业,厦门市思明区建设工程质量安全监督站,0个工作日,1.0,1.0,4
思明区,建设管理,申报建设工程质量安全监督(告知承诺制）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",思明区建设工程质量安全监督站,0个工作日,1.0,1.0,4
思明区,建设管理,厦门市既有住宅增设电梯工程施工许可,"个人,企业",思明区建设局,0个工作日,1.0,1.0,4
思明区,建设管理,采用协议方式选聘前期物业管理企业审批,企业,思明区建设局,0个工作日,1.0,1.0,4
思明区,建设管理,厦门市既有住宅增设电梯工程质量安全监督申报,"个人,企业",厦门市思明区建设工程质量安全监督站,0个工作日,1.0,1.0,4
思明区,建设管理,经营性机动车停车场备案（受委托）,企业,思明区建设局,0个工作日,1.0,1.0,4
思明区,建设管理,建设工程材料备案,企业,思明区建设局,0个工作日,1.0,1.0,4
思明区,建设管理,房屋建筑工程和市政基础设施工程竣工验收备案,企业,思明区建设局,5个工作日,1.0,2.0,4
思明区,建设管理,建设工程项目开工备案（报告）,企业,厦门市思明区建设工程质量安全监督站,0个工作日,1.0,1.0,4
思明区,建设管理,建设工程质量竣工验收监督申报,企业,厦门市思明区建设工程质量安全监督站,4个工作日,1.0,2.0,4
思明区,建设管理,征占用林地许可审批,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市思明区市政园林局,7个工作日,1.0,2.0,4
思明区,建设管理,挖掘城市道路许可,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市思明区市政园林局,5个工作日,1.0,2.0,4
思明区,建设管理,建筑工程施工许可证核发,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",思明区建设局,2个工作日,1.0,2.0,4
思明区,建设管理,物业服务合同备案,企业,思明区建设局,0个工作日,0.0,,5
思明区,建设管理,拆除工程施工备案,企业,思明区建设局,0个工作日,1.0,1.0,4
思明区,建设管理,建筑工程施工许可证核发(告知承诺制),"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",思明区建设局,2个工作日,1.0,2.0,4
思明区,建设管理,厦门市既有住宅增设电梯工程竣工验收备案,"个人,企业",思明区建设局,0个工作日,1.0,1.0,4
思明区,社会保障,企业实行不定时工作制和综合计算工时工作制审批,企业,厦门市思明区人力资源和社会保障局,7个工作日,1.0,2.0,4
思明区,社会保障,工伤认定,"个人,企业,事业单位,其他组织",厦门市人力资源和社会保障局,60个自然日,3.0,3.0,3
