department,submit_t,style,title,content,situation,limit_t,reply_t,reply_c
教育局,2014-08-14 14:53:53,咨询,虎仔山庄幼儿园分派哪里?,"我是虎仔山庄的住户,因为何厝社区没有公办的幼儿园,所以想问下我们是否可以报名读第四幼儿园塔埔分园或者思明实验幼儿园岭兜分园,何厝的其他地段都有分派了,但是虎仔山庄是新的小区,所以现在都没有具体分派,但是小孩子今年都要读幼儿园了.麻烦是否可以解决一下.",请区教育局在规定时限内处理并反馈,2014-08-20,2014-08-15 17:26:19,您好，根据《思明区2014年秋季幼儿园招生工作意见的通知》，虎仔山庄没有划到公办幼儿园的招生片区。对郭女士反映的问题我们会反馈给政府相关部门。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-25 09:01:42,咨询,请问住宅楼的一楼民房，能够办理营业执照吗？,请问，很多住宅楼的一楼都变成店铺了，不知这种类型的住宅性质，能否办理个体营业执照，或者是企业营业执照？,请区工商局在规定时限内处理并反馈,2014-07-31,2014-07-29 17:36:12,您好，我市今年实行商事登记制度改革后，住宅可以作为公司/个体户的住所（法律文书送达地），但应以可以经营、办公的地址作为经营场所。根据厦门市政府的有关规定，住宅不适合作为经营办公场所；根据物权法的相关规定，住宅改变用途为商业使用的，应当取得利害关系业主的同意。建议在设立时可仅以住所登记，暂不办理经营场所备案，待找到合适的经营场所后，再办理备案，开展相应的经营活动。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-25 15:30:26,咨询,"未满16周岁要求办身份证,人像采集地点在哪？",由监护人陪同，持户口簿到指定的办证点采集人像信息。请问指定的办证地点在哪?,请分局在规定时限内处理并反馈,2014-07-31,2014-07-29 17:35:51,您好，户籍地在思明区（大学路派出所除外）的在七星路106号思明服务办证大厅采集人像办证。如您有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-25 19:30:05,咨询,新生儿跨年落户,小孩已满两岁，父亲为单位集体户，母亲为人才集体户，1.孩子出生地在外地，是否需要提供出生地的未落户证明。2.父亲所在集体户不接受小孩落户，是否可以直接落人才集体户？,请分局在规定时限内处理并反馈,2014-08-01,2014-07-29 17:34:25,您好，监护人持父母双方身份证、户口本（包括首页及个人单页）、结婚证及小孩出生证申请办理，要落户父亲所在集体户，不能落户人才集体户。如您有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-07-27 22:44:22,咨询,我外甥女可以在哪里读书,教育局领导：请问我和我女儿、外甥女户口在集美区，我女儿2010年在洪莲中路292-294号买有写字楼，实际是当住宅住在哪里，有房产证为据，房产证是我女的名字，因为我女儿、女婿【女婿户口还在老家】都在岛内思明区金融、财务部门上班，而且是上了好几年了，这样情况我外甥女能不能在瑞景公立幼儿园、小学读书呢？,请区教育局在规定内处理并反馈,2014-08-04,2014-07-31 15:24:54,您好，区教育局答复如下：根据《思明区2014年秋季幼儿园招生工作意见的通知》，公办幼儿园的招生对象为本区常住户籍或暂住在本区符合政策要求的年满3周岁的幼儿。您外甥女的户口在集美，不属于思明区公办幼儿园的招生对象。（已与当事人电话联系）
教育局,2014-07-28 15:10:27,咨询,小孩生育地方问题,您好，请问下，男方是台湾户口，女方是厦门户口，已经生育一子跟母亲户口在厦门，现在要生育第二个，但是不落厦门户口，可以在厦门生育后，再把小孩户口落到台湾吗,请区教育局在规定时限内处理并反馈,2014-08-01,2014-08-01 16:09:28,您好，户口要落台湾请咨询当地的户政部门，不需要通过思明户政大厅办理。如您有未尽事宜，请拨打5302922进行，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-28 15:56:02,咨询,公司法人变更,你好，我想咨询一下关于法人变更的问题，我们公司的情况是这样的，总公司在浙江，厦门是分公司，变更厦门分公司的法人有一份任职合法性声明要写，其中股东，董事，经理等的签字是浙江总部的签字还是厦门公司的签字？麻烦您能尽快回复，感激不尽！,请区工商局在规定时限内处理并反馈,2014-08-01,2014-07-30 15:25:59,您好，分公司负责人变更无须提交《任职合法性声明》。所需提交的材料如下：1、公司法定代表人签署的《分公司变更登记、备案申请书》（公司加盖公章）；2、公司签署的《指定代表或者共同委托代理人的证明》（公司加盖公章）及指定代表或委托代理人的身份证件复印件；应标明指定代表或者共同委托代理人的办理事项、权限、授权期限。3、分公司变更住所的，提交住所使用权证明文件及承诺书；根据《厦门经济特区商事登记条例》规定，商事主体以其住所作为法律文书送达地址。商事主体经营场所与住所不一致的，还应当办理经营场所备案。下列材料可以作为住所使用权证明文件：（1）属于自有房屋的，提交产权证复印件或者经房产管理部门备案的购房合同复印件；（2）属于使用他人房屋的，提交租赁协议或无偿使用证明；（3）属于租赁军队空余房地产的，提交《军队房地产租赁许可证》或军队房管部门出具的有效证明；（4）无法提交前三项所列文件的，应当提交由所在地开发区管委会、镇人民政府(街道办事处)等出具同意的证明。4、因公司名称变更而申请变更分公司名称的，提交公司登记机关出具公司《准予变更登记通知书》复印件、变更后公司《企业法人营业执照》副本复印件；5、分公司变更负责人的，提交公司出具的原任分公司负责人的免职文件和新任负责人的任职文件；填写《负责人信息》；6、分公司因隶属公司变更类型相应变更分公司类型的，提交公司登记机关出具公司《准予变更登记通知书》复印件、变更后公司《企业法人营业执照》副本复印件；7、分公司因合并、分立变更隶属公司的，提交变更隶属关系的证明文件及变更后隶属公司《企业法人营业执照》副本复印件；8、分公司办理经营范围备案的，提交公司《企业法人营业执照》副本复印件；9、分公司办理经营场所备案的，提交变更后经营场所的使用权证明文件及承诺书；下列材料可以作为经营场所的使用权证明文件：（1）属于自有房屋的，提交产权证复印件或者经房产管理部门备案的购房合同复印件；（2）属于使用他人房屋的，提交租赁协议或无偿使用证明；（3）属于租赁军队空余房地产的，提交《军队房地产租赁许可证》或军队房管部门出具的有效证明；（4）无法提交前三项所列文件的，应当提交由所在地开发区管委会、镇人民政府(街道办事处)等出具同意的证明。10、分公司办理联络人备案的，提交《联络人信息表》；11、涉及厦门市人民政府公布的商事登记前置行政审批许可事项的，提交有关的批准文件或者许可证书复印件；12、分公司营业执照正、副本（仅办理分公司备案事项的，提交分公司营业执照副本复印件）。相关文书可以通过厦门市商事主体登记及信用信息公示平台（www.xiamencredit.gov.cn）→“商事登记”下载或者到工商行政管理机关领取。
公安分局,2014-07-29 15:37:53,咨询,复婚户口迁入,女方是厦门户口，结婚的时候夫妻投靠男方戶口迁入厦门，离婚后男方户口迁回原籍，后复婚了男方是否还可以以夫妻投靠的方式迁入厦门呢？,请分局在规定时限内处理并反馈,2014-08-04,2014-08-01 16:08:33,您好，因该业务在市政服务中心申请，请联系市政中心具体办理。如您有未尽事宜，请拨打5302922进行，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-07-30 15:28:03,咨询,可以读哪所公办幼儿园,我妻子和小孩是2014年3月入的厦门思明区塔埔社区的厦门集体户口，我自己是外地户口，现小孩已3周岁了，请问小孩可满足读厦门公办幼儿园的条件，如满足可读哪所幼儿园。望回复，谢谢！！！！,请区教育局在规定时限内处理并反馈,2014-08-06,2014-08-01 16:13:02,您好，根据《思明区2014年秋季幼儿园招生工作意见的通知》及您所提供的信息，您妻子和孩子的户口挂靠在社区集体户，属于挂户，您的孩子不属于公办幼儿园的招生对象，可就近就读合法的民办幼儿园。谢谢！
计生局,2014-07-31 11:08:00,咨询,关于计划外二胎政策,请问在思明区计划外二胎现在要罚款多少？如果罚款了，二孩是否就可以正常在片区内的公办学校上学？另外，如果在外地罚完了款，再迁回来，是否影响上学,请区计生局、教育局在规定时限内处理并反馈,2014-08-07,2014-08-01 16:11:33,"您好，根据《福建省人口与计划生育条例》第四十六条规定：违反本条例规定生育的，由县（市、区）人民政府人口和计划生育行政部门按当事人违法行为被查出的上一年县（市、区）城镇居民人均可支配收入或者农民人均纯收入的以下倍数征收社会抚养费：（二）多生育一个子女的，按二倍至三倍征收。个人年实际收入高于当地城镇居民人均可支配收入或者农民人均纯收入的，以个人年实际收入为基数，按照前款规定征收社会抚养费。由于您未提供具体个人信息，可自行参照上述条例规定。另，区教育局回复如下：因您提供的信息不清楚，难以有针对性地回答。请您拨打2684510,2684509,5862707,5862720咨询。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）"
公安分局,2014-07-31 13:30:37,咨询,房屋变卖户口挂靠,你好，我是金鸡亭西林西里的居民，我离婚已十几年，但前夫的户口一直没迁走，现在我想将该唯一住房卖掉，但我们在这里没有亲友可以投靠，户口不知道怎么办，现在想问一下：1.我是否可以将前夫的户口办理投靠到莲前派出所？需要哪些手续及资料？他本人可不可以不用到场？因为他目前在湖北不太愿意来办。2.另外，我本人的户口可不可以也投靠到莲前派出所？需要哪些手续及资料？此致！,请分局在规定时限内处理并反馈,2014-08-07,2014-08-04 17:22:31,您好，王女士！您的前夫办理户口须本人到场填表申请，并拍照摄像。若申请落户莲前派出所集体户须本人亲自到场申请，提供以下材料：1、离婚证与离婚协议书原件与复印件；2、户口簿与身份证原件；3、当事人需到厦门市政务中心房管局的窗口开具无房证明，即厦门市城镇房屋权属登记查询结果证明。开具的无房证明的内容包含当事人的子女与当事人拥有本市户口的父母都需开具。4、到咨询台填写挂靠派出所集体户责任书。如您有未尽事宜，请拨打思明分局户籍办证大厅的咨询电话：5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
民政局,2014-08-01 11:27:11,咨询,办理未婚证明,“当事人需亲自到思明区婚育登记服务中心办理，如当事人因故无法亲自前往办理的，可以到公证机关办理公证委托，受托人持委托公证书、委托人户口页身份证原件及受托人本人身份证原件前往办理。”请问公证机关是哪里？谢谢,请区民政局在规定时限内处理并反馈,2014-08-07,2014-08-04 17:23:34,您好，受托人只要持有委托人所需提交证件的原件，委托书由委托人手写即可，受托人带上以上证件原件、委托书及自己的身份证原件即可办理；如果受托人没有委托人的证件原件，就必须由委托人到现住地的公证处办理公证委托，然后将所需证件的复印件及公证委托书原件寄到受托人手中，受托人再带上自己的身份证原件前来办理即可。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-08-03 21:01:32,咨询,学生,回原地读高中要什么手续,请区教育局在规定时限内处理并反馈,2014-08-08,2014-08-05 16:36:52,您好，根据《厦门市普通高级中学学籍管理办法》规定，转学办理流程如下：1.与转入校联系，合格者领取并如实填写转学申请表，转入学校在转学申请表上盖章同意；2.带转学申请表到教育主管部门审核确认；3.到转出学校和转出学校教育主管部门盖章；4.将转出学校提供的学籍材料交给转入学校；5.转入学校统一到教育主管部门办理学籍转入核准手续。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-08-04 10:46:55,咨询,小孩教育问题,小孩是今年3月份通过投靠母亲入的厦门思明塔埔社区的集体户口，现小孩3周岁，要读幼儿园，请问小孩是否满足读公办幼儿园的条件，然后具体可读哪所幼儿园。谢谢！！！,请区教育局在规定时限内处理并反馈,2014-08-08,2014-08-06 16:38:43,您好，根据《思明区2014年秋季幼儿园招生工作意见的通知》，公办幼儿园的招生对象要符合户口所在地、实际居住地“两一致”的原则，根据您提供的信息，您和孩子的户口挂靠在社区集体户，属于挂户，您的孩子不属于公办幼儿园的招生对象。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-08-04 14:16:58,咨询,幼儿园入学,您好，小孩户口厦门思明区厦港街道鸿山社区，父母无房，祖父母的产权为单位自管房，已经住了接近三十年，有租赁合同。请问这样的情况，小孩能不能就读片区内的幼儿园？能就读的话，还需要提供什么证明吗？谢谢~,请区教育局在规定时限内处理并反馈,2014-08-08,2014-08-06 16:37:54,您好，根据《思明区2014年秋季幼儿园招生工作意见的通知》及您提供的信息，您还需提供无房证明。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
卫生局,2014-08-04 15:08:48,咨询,餐饮服务许可证,你好，请问如何查询餐饮服务许可证的真伪？,请区卫生局在规定时限内处理并反馈,2014-08-08,2014-08-12 17:06:13,您好，请您登陆厦门市思明区卫生监督信息网-网上审批-许可证查询，可输入店名或证号。谢谢!（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
计生局,2014-08-04 17:39:36,咨询,未生育证明,你好，我想咨询下未生育证明怎么办理，未婚证明和未生证明是一样的吗？还是分开开的？,请区计生局在规定时限内处理并反馈,2014-08-08,2014-08-12 10:44:46,您好，未婚证明和未生证明是分开的。开具未生证明，您可携带本人身份证、户口簿及结婚证前往户籍所在地居委会及街道计生办开具婚育情况证明。无婚姻登记记录证明办理条件是：男方须年满22周岁，女方须年满20周岁；户口在思明辖区；本人现在是单身的状态。若您可以提供身份证和户口本的原件，请代办人带上身份证，将您本人的上述两者证件和代办人的身份证合并复印在A4纸的复印件一张，并且附上委托书原件（写清原因，委托人姓名，身份证号，日期，签字），即可来办理。以上不适用离异或其他原因恢复单身的情况。如果您还有不明白之处，可咨询电话968180，办理地址：思明东路56号婚育登记服务中心。
财政局,2014-07-18 08:36:48,咨询,关于会计从业资格证的领取问题,您好！想咨询下如果户口在厦门思明区，人上学和居住等都在泉州，是否领会计从业资格证也必须到厦门？,请区财政局在固定时限内处理并反馈,2014-07-24,2014-07-22 15:49:56,您好，请问您合格证是哪颁发的，方便留下您的联系电话了解具体情况吗？或者可打会计证窗口咨询电话：5896773、5896774。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-18 10:15:32,咨询,应届毕业生落户问题,“凭有关材料到厦门市政务服务中心二楼D厅签发户口准迁证”从龙岩转入厦门，也要办理准迁证吗？需要什么材料呢？,请分局在规定时限内处理并反馈,2014-07-24,2014-07-25 17:46:40,"您好，请咨询市政服务中心市公安局办证大厅,电话2034304。如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）"
公安分局,2014-07-18 11:05:45,咨询,身份证问题,您好！1.我不慎丢失了身份证，但是人暂时无法回到厦门办理挂失补办，也无法找到委托人，请问有什么办法减少丢失身份证的危险吗？2.请问我要坐飞机的话，是需要办理临时身份证吗?我可以当天取到临时身份证吗？期待您的回复。非常感谢！！！,请分局在规定时限内处理并反馈,2014-07-24,2014-07-25 17:47:05,您好，如果要坐飞机可以咨询当地的机场派出所出具相关的证明。如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-18 17:08:40,咨询,变更户口信息,1.变更户口内容是否要本人亲自办理？2.周六日是否有办理3.电话人工无法接通,请分局在规定时限内处理并反馈,2014-07-24,2014-07-25 17:46:53,您好，思明分局已电话联系您，如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-07-19 14:19:34,咨询,"深圳市户籍的孩子现在外地上初二,2015年能否参加异地的中考后再回厦门上高中呢","市招生办的领导你好，我的孩子现在福清读初二成绩不错我孩子是2000年出生因父母在福清做生意小学到初中都在福清读因教材不同不想回厦门参加中考怕考得不理想上不了高中。能否在福清参加完中考毕业后再来厦门上高中，到时要怎么上,,能否上公立的高中呢.",请区教育局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:47:38,您好，根据《厦门市普通高级中学学籍管理办法》规定：学生因家庭居住地由外省、市、县迁入我市，且户籍已迁入居住地确须转学的，由学生本人及其家长提出申请，经转出学校和转入学校同意，并报双方学校教育行政部门批准后，方可办理转学手续。跨省、市、县普通高中之间的转学执行同级互转的原则。办理转学手续须提供以下有关证明材料：1.转学申请表（附表8）一式四份或一式五份（转出、转入学校、双方教育行政部门及市教育局各一份）;2.我市常住户籍本原件和复印件;3.转出学校开具的转学证明（附表9）;4.学生学籍卡片(含已学模块学分证明);5.经教育行政部门或招生机构盖章确认的高中新生入学录取登记表;6.学生就学期间重读、休学等情况的证明材料（须由转出学校所在地的教育行政部门确认）。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-21 09:20:27,咨询,户口转移,你好，我于2011年毕业后根据当时政策落户到公司所在地育秀里社区。现从原单位离职。请问我的户口需要从原社区转移出来吗，可以转移到现单位的社区集体户吗？,请分局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:46:20,您好，思明分局已电话联系您，如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-21 09:50:29,咨询,集体户口迁移,我现在户口挂在公司集体户，在思明区。现在我买了房子也在思明区。我想把户口从公司集体户转到我自己买的房子那可以吗？要怎么操作？是不是要重新立户，要哪些手续，到哪里办理？房子买在仙岳路537号宝嘉誉峰，属于西郭社区管辖。,请分局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:45:29,您好，请持产权证原件（及复印件）、户口本、身份证到思明公安分局办证大厅申请办理。如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-21 12:54:18,咨询,户口迁移,请问我要办户口迁移证以及户口注销证明能否请人代办？,请分局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:46:04,您好，请持您的身份证、户口本、准迁证、委托书、受托人的身份证到思明公安分局办证大厅申请办理，如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-21 12:56:27,咨询,内资企业设立申请,我在厦门红盾网申请的“公司名称预先核准”已经通过，不知道在申请设立的时候总是出现名字和通知文书号与预核准不符合的提示。我输入的文书通知号是MC开头的流水号。请问这里是有什么问题？,请区工商局在规定时限内处理并反馈,2014-07-25,2014-07-24 17:04:28,您好，您输入的通知书文号有误，是导致您无法进入网上设立登记申请操作的原因。网上名称预先核准申请通过后，应按系统提示，打印材料到名称窗口领取《名称预先核准通知书》，并将该通知书的文号输入网上设立登记操作系统，进行网上设立登记申请。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-21 16:47:04,咨询,新生儿落户资料咨询,您好，新生儿落户说需要父母的户口本，但是父亲的户口正在办理迁移，没有原件了。是否可以只提供复印件？或者提供迁移证？请帮忙尽快回复，谢谢！,请分局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:45:44,您好，建议父亲落户后再办理新生儿落户，如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
人劳社保局,2014-07-21 17:48:11,咨询,社保迁出,我在厦门交医社保两年，先离开厦门，档案调到了长沙，请问医社保公积金等能一起调回长沙吗？,请区人劳局在规定时限内处理并反馈,2014-07-25,2014-07-22 15:52:08,您好，社保要迁出厦门，可在离开厦门时先到地税部门办理停保，并于次月10日后到社保经办机构打印缴费凭证，后到接受地社保机构申请转入。如您有未尽事宜，请拨打12333进行咨询，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-22 16:06:34,咨询,更换身份证,因为脸部做过微整，所以想更换身份证，需要如何办理，是要拿着医院证明一先去做人像采集，再去综合服务办证中心办理换证手续吗,请分局在规定时限内处理并反馈,2014-07-25,2014-07-25 17:44:00,您好，户口在思明分局辖区，（大学路派出所除外）提供医院证明、户口本、原身份证到思明分局服务办证中心办理。如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-23 00:39:16,咨询,集体户口转为居民户口,因为本人是建设银行集体户口，现买入二手房，但是户主是我本人，可以从集体户口转为居民户口吗，如果可以要做哪一些手续和准备哪一些资料，同时具体要经过哪几个流程是，感谢。,请分局在规定时限内处理并反馈,2014-07-29,2014-07-25 17:43:48,您好，请本人持户口页、身份证，产权证原件及复印件到思明分局服务办证中心办理。如有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-23 16:39:57,咨询,周末可以领取身份证吗？,你好，请问思明分局周末可以领取新办身份证吗？节假日有上班吗,请分局在规定时限内处理并反馈,2014-07-29,2014-07-23 16:52:27,您好，思明公安分局办证大厅周六周日均有上班，法定节假日除外。咨询电话：5302922。（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
财政局,2014-07-23 18:19:24,咨询,注销记账代理许可证,思明区政府网站哪里找注销记账代理许可证所需的材料及表格？就是注销许可证须知？,请区财政局时限内处理并反馈,2014-07-30,2014-07-24 08:54:03,您好，关于您所咨询的注销记账代理许可证，请您查看区政府网站http://202.109.244.108:8086/xmkjzc/dljz/，所需的材料有：1.代理记账注销（停业）登记申请表；2.申请报告；3.企业法人营业执照；4.申请人或委托人身份证明；5.财政部门批准文件；6.代理记账许可证书。谢谢！
公安分局,2014-07-24 06:30:09,咨询,出生申报跨年度,我和我老公户口在思明区员当街道的家庭户，我们家小孩现在1周半，现在要做出生申报，还需要提供别的资料吗？资料齐全可以当场办理吗？,请分局在规定时限内处理并反馈,2014-07-30,2014-07-29 17:35:15,您好，监护人持父母双方身份证、户口本、结婚证及小孩出生证申请办理。正常情况当场办理。如您有未尽事宜，请拨打5302922，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
区工商局,2014-07-10 09:22:50,咨询,分公司的负责人变更需要到哪里办理,我司是在福建凤凰山装饰工程有限公司厦门分公司，注册地址在厦门市思明区台南路77号汇金国际中心25f，现我分公司的负责人变更需要到哪个部门办理，地址在哪里呢？,请区工商局在规定时限内处理并反馈,2014-07-16,2014-07-11 17:02:00,您好，您应到思明区行政服务中心工商企业服务厅办理，地址：厦门市思明区湖滨东路54号思明区工商局二楼。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-10 11:57:14,咨询,毕业生,毕业生落户时需要的单位营业执照及复印件是营业执照的副本可以吗？,请贵单位处理并反馈,2014-07-16,2014-07-14 11:52:49,您好，使用营业执照的副本是可以的。如您有未尽事宜，请拨打5302922进行咨询，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-10 12:35:15,咨询,毕业生落户手续需要的公司营业执照用复印件可以吗,毕业生落户手续需要的公司营业执照用复印件可以吗，还是一定要用原件。,请分局在规定时限内处理并反馈,2014-07-17,2014-07-14 11:53:46,您好，营业执照原件复印件都要。如您有未尽事宜，请拨打5302922进行咨询，谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-07-12 09:07:52,咨询,关于教师招考的问题,你好，我今年教师招考面试没通过，但是明年想在考，待就业报到证是不是不能更改成就业证？,请区教育局在规定时限内处理并反馈,2014-07-18,2014-07-15 18:16:04,您好，如果您未就业，原有报到证不变；如果您已正式就业，市公务员局将在报到证上签注“以就业”。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-12 09:25:30,咨询,户口挂靠,我是非厦门生源的毕业生，我可以把户口挂靠在有厦门户口的舅舅家吗,请分局在规定时限内处理并反馈,2014-07-18,2014-07-16 17:50:04,您好，思明分局工作人员已电话告知您如何办理。如您有未尽事宜，请咨询5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-12 09:34:10,咨询,毕业生落户咨询,你好，我是厦门大学应届毕业生，户口现在为厦门大学集体户口，我已在在海沧区长庚医院找到工作，签订了工作合同。我的爱人在思明区有购房，我想请问我能不能将户口从学校集体户直接迁到我现在住房所在地？谢谢！,请分局在规定时限内处理并反馈,2014-07-18,2014-07-16 17:49:38,您好，不可以，如您有未尽事宜，请咨询5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-13 15:19:49,咨询,身份证遗失,本人山东威海人，在厦工作多年，昨日不慎遗失身份证，想问一下能否在厦门补办身份证件,请分局在规定时限内处理并反馈,2014-07-18,2014-07-16 17:49:53,您好，不可以。补办身份证件要到户口所在地办理。如您有未尽事宜，请咨询5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-14 13:55:19,咨询,户口转移,您好！我是2011届毕业生，当年通过落户企业所在社区获得厦门户口。日前，我已从原企业离职，请问我的户口能够继续挂靠在原社区吗？或者选择挂靠到现公司所在社区？烦请详细回复，非常感谢！,请分局在规定时限内处理并反馈,2014-07-18,2014-07-22 17:49:12,您好，您可以将您的户口继续挂靠在原社区。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-15 09:17:45,咨询,毕业生落户,我是今年的本科应届毕业生，在软件园二期内工作，公司在软件园的办公场所是租的，请问我可以落户社区集体户吗？如果可以，应该落户哪里？,请分局在规定时限内处理并反馈,2014-07-21,2014-07-22 17:45:34,您好，先到市公务员局报到。可以落户到公司所在地的派出所集体户。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-15 12:03:37,咨询,户口转移,您好！我是2012年毕业生，毕业后落户到集美区的一家公司，但我即将从目前的公司离职，户口需要从公司迁出。我在厦门有亲戚，我叔我婶在思明区有住房，请问我的户口是否可以挂靠到他们那里。感谢您的回复！,请分局在规定时限内处理并反馈,2014-07-21,2014-07-22 17:46:05,根据您的情况，是不可以转移户口的。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-15 12:16:38,咨询,户口转移挂靠,您好！很抱歉我之前忘记了查询密码。我重新咨询一遍。我是2012年毕业生。毕业后我户口落在集美区一家公司，但我即将从目前的公司离职，户口要迁出。我在厦门有亲戚--我叔我婶家在思明区有住房，他们是厦门户口。请问我的户口是否可以挂靠在他们家？感谢您的答复。,请分局在规定时限内处理并反馈,2014-07-21,2014-07-22 17:45:50,根据您的情况，是不可以转移户口的。如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
民政局,2014-07-15 21:00:14,咨询,申请住房,请问目前在厦申请住房是保障房和经济适用房这二种吗？具体需要哪些条件可申请？,请区民政局在规定时限内处理并反馈,2014-07-22,2014-07-16 17:50:14,您好，非常感谢您对保障性租赁房政策的关注。我市保障性租赁房申请于2014年2月12日暂停申请，目前尚未开通申请，新政策目前也尚未公布。待新政策公布后，请您积极关注厦门市住房保障管理中心官网，或拨打厦门市住房保障管理中心业务咨询服务电话：5106000。（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
公安分局,2014-07-15 21:38:47,咨询,毕业生户口挂靠,我是今年毕业的本科毕业生，想在亲友家户口挂靠。那我需要提供什么材料，还有亲友家（房子在天湖苑那）需要提供什么，，需要户主陪同还是自己带齐材料就可以。。。目前，我已到市行政服务中心办理报到证，并有公司可以挂靠档案，且已办理好。烦请回复，谢谢！,请分局在规定时限内处理并反馈,2014-07-22,2014-07-22 17:46:55,您好，思明分局工作人员已电话联系您，如您有未尽事宜，请拨打5302922。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
教育局,2014-07-16 11:05:38,咨询,关于小孩报名读书事宜,您好：我小孩是思明区户口，小孩户口和我的户口是挂靠在我表哥家里，户口所在片区有名校，我请问一下那我小孩可以读么？还是另外区教育局到时候统一安排就读公立小学？请求帮助，谢谢！,请区教育局在规定时限内处理并反馈,2014-07-22,2014-07-25 17:47:53,您好，因您的孩子是挂户，属于人户分离，不符合学校片内生的条件。请您于8月3日或4日带孩子及户口本等材料到户籍所在地的片区小学报名，学校会受理并上报区招生领导小组统筹安排至周边有能力接收的公办小学。谢谢！（欢迎您通过思明区政府微信“美丽思明”与我们沟通交流）
