click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
29,2014/11/3,给公民合法的户籍,尊*的领导你好，我多次前往龙岩永定下洋派出所为新生儿入户无果，我提供合法有效的准生证，户口本，结婚证还有出生证明，为什么还要到计生部门开什么证明。纯属刁难群众。新生儿叫胡**，出生于2013年12月，出生证编号N3######78，望领导给新生儿胡**一个合法的的身份，谢谢！本人联系方式15#######36胡育明,永定县局,2014/10/15,胡育明同志：您好，您反映“给公民合法的户籍”的来邮收悉，经调查，现答复如下：根据《福建省公安机关户口管理规范（试行）》规定，申报出生户口登记是公民的法定权益。正常合法出生以及非婚生育、超计划生育的婴儿、弃婴，只要相关入户材料齐全都应当及时予以办理户口登记。经查，您儿子胡翔秀户口已于2014年11月3日落户。感谢您对公安工作的支持。,,,
39,2014/11/3,川妹子烧烤店倒塌压到我大腿至今没有解决,"尊敬的信访办您们好！7月13号因城管抓捕违章占用公用通道。川妹子烧烤店（21-1）的大型帐篷移到双浦路21-17店面门口，违章放在公用通道中间没有任何固定，没有工作人员看护，堵住我的车子只差40cm我的车子出不来，我想给移动一点，手轻轻一碰就倒了下来压到我的大腿。朋友（18#######38）拨打110报警,110及时通知120救护车，120救护车提前2分钟到达现场接送我到174解放军医院。经检查是髌骨骨折。民警到达现场只观察了一下，没有做现场笔录和备案就走人，也没有回访我的情况，有人报警没有结案。直到我出院还是没有得到对方和我谈医疗费用。7月29号再次拨打110咨询为我办案的民警，得到的消息是我发生事情是属金山派出所管辖。我又拨通了金山派出所的电话，警察说查不到我报警的信息，要我通知对方一起去派出所调解。由于我脚疼痛没法出门，我说你们可以过来帮我们调解吗？警察回答我们很忙没办法去，只能你们过来。直到8月6号我拿着拐杖，通知川妹子老板10点到派出所调解，可惜的是非常没想到到了派出所得到的答案是查不到你的报警信息，你们自己私了，不能解决去找法院处理，这事不属于刑事案件不属于我们管辖。至今都没有得到赔偿医疗费用。司法已定十级残疾。我要法院起诉没备案没办法起诉。希望信访办能为我做公证。民警为什么不备案，不受理。",,,您好，您所反映的问题我们已经给过答复，该事件属意外事故，不属公安机关管辖。,不满意,2014-23-04 08:23:34,0+0=0.1+0=0.2+0=0.
28,2014/11/6,长乐市公安局请立刻停止非法审批炸药,"尊敬的领导：您好，我们是松下镇午山村村民，福建上瑞集团松下码头有限公司最近两年借口建码头，在我村海域后方山体非法爆破，非法采矿，我们村民房屋震裂，无奈之下怒而举报，但是长乐市公安局一再我行我素，为非法企业盗采国家矿石资源提供方便。现在我们向领导反应，希望领导百忙之中介入调查，敦促长乐市局停止供应炸药，避免国家林业资源，矿石资源的进一步损失，保护我们村民的合法权益。1，长乐市长国土资[201#]422号信访事项答复意见书明确答复：“经测量核实，发现南北两侧部分超出红线，超出面积44.97亩”而今年9月份我村又请测量公司实地核实测量，发现已经超出2#0亩。这两个测量结果都出自同一家公司。长乐市公安局于今年10月14日回复：“2011年松下码头有限公司委托福建高能建设工程有限公司对2###区域进行爆破施工，我局受理申请后，根据福建高能建设工程有限公司提供的材料及现场实地查看，符合《民用爆炸物品安全管理条例》、《福建省公安机关民用爆炸物品行政审批管理工作规范》相关规定，予以报备并批供民爆品。监管中，201#年6月委托福州闽地勘测规划有限公司对现爆破开挖区域进行勘测，经勘测开挖的区域确认在2###征地线内，没有超范围爆破。由于目前该区域尚未平整到位，福建高能建设工程有限公司继续向我局申请民用爆炸物品，我局根据实际情况继续审批供应民爆物品直到工程平整结束。”根据去年6月的勘测结果来断定松下码头没有超范围，是没有调查，敷衍了事，还是故意隐瞒欺骗，愚弄群众？2，长松信答[201#]4#号信访事项处理答复意见书告知：“福建高能已于201#年5月16日向长乐市公安局递交了‘关于福州港松下码头六期陆域平整爆破工程追加爆破方量的延期报告’，长乐市公安局批准将此爆破工程延期至201#年12月#1日”，而这次松下镇回复2014年#月26又再次申请延期，那么2014年1月1日到#月26日的爆破炸药从哪里来呢？按照去年五月松下码头炸药用量96吨来算，这三个月是#00吨左右的炸药！长乐市局是不是存在监管不力的责任？#，我们一再举报松下码头有限公司盗采矿石。但长乐市局只字不提松下码头有限公司非法生产石子的事实，这是为什么呢？0-##泊位已经建设完成，目前没有在建项目，根据海洋渔业局关于福州12#45[FZ###90####90]诉求回复：“我局已于201#年对上瑞集团有限公司（松下码头有限公司）##泊位附近海域未取得海域使用权非法填海进行立案调查，并于2014年#月19日作出处以人民币壹仟捌佰叁拾柒万玖仟叁佰伍拾元整的罚款。在后期用海项目监察跟踪过程中，我执法人员又发现4#-10#泊位现场存在填海施工行为，经初步查明，以上行为仍系上瑞集团有限公司组织实施。2014年8月5日，我局执法人员已对其制作《现场笔录》，发出《责令停止违法行为通知书》并多次到现场制止。现我局执法人员正会同省、市海监执法机构开展相关调查取证工作，并将依法依规予以查处。同时，诉求件中涉及治安管理及买卖石子行为建议转公安、国土部门调查。”既然不存在建设项目，松下码头有限公司又存在非法填海，红线外毁林2#0亩，且盗采国家矿石资源，那么长乐市公安局应该立刻依法停止供应炸药，避免助纣为虐被人误解成为隐形保护伞。4,#月26日松下码头申请延期至今年10月#1，但目前松下码头还在大肆爆破，请问长乐市局到底想干什么？",,,你好，松下码头2#3#区域通过规划许可（规划许可证号：地字第35018220110058号）并取得土地证【土地证号：闽航国用（2012）第02353号】，根据规划山体需平整，2011年松下码头有限公司委托福建高能建设工程有限公司对2#3#区域进行爆破施工，我局受理申请后，根据福建高能建设工程有限公司提供的材料及现场实地查看，符合《民用爆炸物品安全管理条例》、《福建省公安机关民用爆炸物品行政审批管理工作规范》相关规定，予以报备并批供民爆品。监管中，2013年6月委托福州闽地勘测规划有限公司对现爆破开挖区域进行勘测，经勘测开挖的区域确认在2#3#征地线内，没有超范围爆破。由于目前该区域尚未平整到位，福建高能建设工程有限公司继续向我局申请民用爆炸物品，长乐市局根据实际情况继续审批供应民爆物品直到工程平整结束。谢谢。,,,
11,2014/9/9,无户口无身份证怎么办？,"我是云南省红河市金平县七公里人,父母不和.母亲在我九岁的时候带我改嫁福建省南平市浦城县富领镇象鼻头村叶光发,从此生活在富领直至成年,我母亲离开云南10多年户口已被云南当地取消了户籍.现在也没有户口了.由于当年他们没有什么法律意识没有办理结婚证.我现在急需办理户口,我该怎么办?",浦城县局,2014/9/1,您好！您的来邮已收悉。现将回复如下：您母亲的户口应到原户籍地恢复户口。感谢您对公安工作的支持与理解！,,,
5,2014/9/9,关于已满16周岁更改姓氏的问题,8月8日向您反映关于“已满16周岁更改姓氏”问题，本人对答复不满意。根据：一、《中华人民共和国户口登记条例》第十八条规定：未满十八周岁的人需要变更姓名的时候，由本人或者父母、收养人向户口登记机关申请变更登记；二、《中华人民共和国民法通则》第二章第十二条规定：十周岁以上的未成年人是限制民事行为能力人，可以进行与他的年龄、智力相适应的民事活动；第四章第五十五条规定：民事法律行为应当具备下列条件：1.行为人具有相应的民事行为能力；2.意思表示真实；3.不违反法律或者社会公共利益。三、《婚姻法》第十六条规定：“子女可以随父姓，也可以随母姓。王钰泉现已具备申请改姓的法律条件，不必经其亲生父亲同意。而你们根据《福建省公安机关户口管理规范》第一百二十三条规定“王钰泉欲申请更改姓氏，必须经其亲生父亲同意，否则要等年满18周岁后才能由其本人提出申请办理”显然是与法律相抵触，给群众设置无形的门槛。法律的效力是高于行政法规、地方性法规、规章、部门规范性文件，故提请厅长您组织清理修改《福建省公安机关户口管理规范》中与法律相抵触的部分，让更多王钰泉这样的人申请更改姓氏不再是问题。,泉州市公安局,2014/9/3,潘凯鸣同志：您好！您反映的信访事项来邮已收悉，现答复如下：《福建省公安机关户口管理规范(试行)》（闽公综〔2014〕311号）是福建省公安厅为进一步规范全省户口管理，保障公民合法权益，维护社会秩序，根据《中华人民共和国户口登记条例》和有关法律、法规、规章及政策规定，结合本省实际，制定的。根据《福建省公安机关户口管理规范(试行)》第一百二十三条规定：未满18周岁的公民申请变更姓名的，须由亲生父母协商一致并持双方书面申请、《居民身份证》、《结婚证》或者《离婚证》，同时到户籍所在地公安派出所办理姓名变更手续。感谢您对公安工作的理解和支持！,,,
7,2014/9/9,户口姓名,尊敬的厅长您好：户口本姓名不是我的真实姓名（因为电脑输入有误），本人于今年3月份去户政问民警：更改户口姓名需要哪些证明？民警回答：你是学生吗？我说：是。民警说：先去更改学籍上的姓名，然后去开有无刑事处罚证明，这样肯定就能改了。于今年4月份证明全部弄好了，去户政找民警办理，可是民警说：因为你是职业中专的学生，如果你是初中或普高生就能改。可是我上初中时民警却告诉我不能改。可是我现在学籍上的名字已经改掉了，学校教务处的老师说不能在改了。那我现在该怎么办？即将高三了没剩多久就要参加中职高考了，可是我的身份证名字与学籍名字不一样怎么办？,福鼎市局,2014/9/2,"夏阿爱同志：您好！您的来邮已收悉,现答复如下：收到您的来邮后，福鼎市公安局领导对您反映的问题十分重视，夏阿爱，男，户籍地为福建省福鼎市桐城街道。根据《福建省公安机关户口管理规范（试行）》（闽公综（2014）311号）文件第六章第一百二十四条,公民符合下列情形之一的，可以申请办理名字变更登记：（一）名字的谐音或者含义容易被误解、歧视的；（二）在同一村居（社区）、单位、中小学校或者近亲属中名字相同的；（三）因收养关系要求变更名字的；（四）名字中含有不规范汉字的；（五）本人学籍或者人事档案使用同一名字超过10年以上，且与公安机关登记不一致的；（六）公民出家或者僧人、道士还俗的。佛教、道教出家人员本人要求世俗姓名变更为法号的，公安机关凭宗教事务管理部门出具的证明材料给予办理变更手续，并在户口簿册“曾用名”项目内登记世俗姓名。佛教、道教出家人员还俗的，凭还俗证明材料，将姓名变更为“曾用名”项目内登记的世俗姓名。你条件不符合规定所以无法办理更改户口名字业务。如有疑问请致电0593-2195175。感谢您对公安工作的支持！",,,
62,2014/9/10,警方办案进度询问,本人于今年3月18日至4月24日被传销组织非法控制在福建省泉州市安溪县凤城镇东北社区居委会对面七楼的一家民房内、在此期间传销组织以暴力、敲诈、恐吓我向家里要了3万元钱、在4月24日家人来到安溪县凤城镇报案、随后我被救出、警方并抓获3名传销组织人员、我想问一下这三名曾经打我的是否受到法律的惩罚、我那3万元钱、什么时候退给我、请给我个答复。,安溪县局,2014/9/10,汪兵兵：您好！你的来邮已收悉，现答复如下：经查，你于2014年3月18日至4月24日在安溪凤城镇东北社区居委会对面楼层被迫参加传销组织，期间你为取得传销组织领导的信任，主动上交你银行卡并说出密码，后传销组织便从卡中多次取走现金共计27200元用于购买所谓的产品（无实物），后你家人报警，安溪县公安局于2014年4月24日将你解救出，同时解救出陈建龙、刘贯杰、宋蒙恩等人，并抓获一名犯罪嫌疑人刘鑫，刘鑫到案后拒不交代犯罪事实，又由于你、陈建龙、刘贯杰、宋蒙恩无法说出其他嫌疑人具体身份，故现尚无法确定拿走你27200元的犯罪嫌疑人。目前，犯罪嫌疑人刘鑫已于2014年4月25日被刑事拘留，后经安溪县人民检察院批准，于2014年5月31日对刘鑫执行逮捕。2014年7月25日该案依法移送审查起诉。感谢您对公安工作的理解与支持！,,,
14,2014/9/11,关于一般爆破作业审批工作复杂的问题,厅长你好：关于在福建申请爆破作业审批工作的问题，针对没有等级的爆破作业，没有相应的指导文件，导致在申请爆破作业时，在公安局都是按照复杂环境爆破的审批流程进行。大大增加了工作量以及投入在这方面的成本。或许福建公安厅下发有关于一般爆破的审批流程，但是地方公安局未能充分理解者方面的思想。希望能下发一个关于一般爆破作业审批流程的公告，针对爆破审批工作人员进行相应的培训及指导。,治安总队,2014/9/11,廖亥网友：您好！您的来邮收悉，现答复如下：根据《行政许可法》、《民爆物品安全管理条例》有关规定，只有在城市、风景名胜区和重要工程附近实施爆破作业的（统称复杂环境爆破），才应向作业所在地设区市公安机关申请，并取得爆破作业许可。目前，《福建省公安机关民用爆炸物品行政审批管理工作规范》已涵盖所有涉及公安机关的民爆物品相关行政审批许可事项，明确申请条件、审批主体、时限、流程等具体事宜。对于您反映的情况，我们将通报泉州市公安局作进一步核实，如属实，则要求立即纠正。欢迎跟踪监督，省公安厅治安总队联系电话：0591-87093301。感谢您对公安工作的支持！,满意,2014/9/14 7:09,Al##################sh################ndin################nswh################tely################emen############le.th################ouni################usev################aine################ehttp://www.te##-x.com/i##ges/nike-air-##x-mesh/th################to-you-nike-air-##x-97-hy################red-################lear#########ne.html
33,2014/9/22,督促相关部门取消公安系统中一直处于“强制隔离戒毒状态”,本人李杰，男，身份证号码为35#######6070###17，家住福安市赛岐镇赛里村，2011年2月28日因吸食毒品被福安市公安局送到宁德强制隔离戒毒所强制戒毒，2011年7月5日被转到福建省司法强制隔离戒毒所，2013年2月27日被释放出所。现本人已回归社会，不再吸食毒品，从事正当的职业。为了生活方便，想去培训驾驶证，可是到福安交警部门去申请培训驾驶证时，交警部门的人告诉我，公安的电脑系统中，我还是处于强制隔离戒毒状态。为此我到福安禁毒大队去咨询此事，禁毒大队的民警帮我联系了福建省司法强制隔离戒毒所、宁德市公安局禁毒支队和宁德强制隔离戒毒所，均被告知不知道怎么办。我成了一个永远被“强制隔离戒毒状态”人瘾君子，永远办不了驾驶证。难道我一个回归正途人公民就这样被强制剥夺了培训驾驶证的权利，而且以后还涉及其他各方面的社会生活。请求厅长大人督促有关部门将我在公安相关系统中“强制隔离戒毒状态”解除，还我自由之身，让我真正的回归社会，成为一个对社会有用之人。,福安市局,2014/9/4,李杰：您好！您的来邮已收悉，现给您反馈如下：福安市公安局及时与宁德市戒毒所、福州强戒所进行沟通后，已于2014年9月15日将您的管控现状为“强制隔离戒毒”修改为“强制隔离解除”，您可以到福安市公安局交管大队申请培训驾驶证。2014年9月22日，福安市公安局信访中队民警已通过电话与您取的联系，并告知您相关情况，您表示满意与感谢。谢谢您对公安工作的理解与支持。,,,
191,2014/9/25,我有2张相同地点的违法信息，请予以更正，谢谢,我有2张相同地点的违法信息具体地点是君竹环岛路口，一张是电子拍照，另一张是手工单：35#######0607613，我在2014.9.9已经复议至今没有回音，特此报告希望及时予以更正，谢谢,马尾区局,2014/9/23,吴定卫：您好！您的来邮已收悉，现答复如下：福州市马尾区公安局已依法上报市交巡警支队进行更正。对您造成不便，非常抱歉，您如还有问题请拨咨询电话：0591-83972007感谢您对公安工作的支持！,,,
11,2014/10/16,关于烟花烟花爆竹经营（批发）许可的时间,申请人古田县慈兴贸易有限公司于2013年4月9日经古田县工商局批准依法设立，同时申请人开始拟建设于古田县黄田镇黄田村马蹄坑的烟花爆竹储存仓库，为建设该仓库，申请人于2013年5月完成北京国泰民康安全技术中心安全预评价，符合国家法律、法规与技术标准在安全上的要求，后由福建省沿海建筑设计院（福建省国防工业设计院）设计。于2013年6月份开始施工建设该烟花爆竹储存仓库，期间严格按照设计要求建设消防设施，以及先后建设了防雷、防爆、、防静电设施，该仓库于2014年2月份建设完成。2014年4月该烟花爆竹储存仓库由江西赣华安全科技有限公司验收，仓库监控、消防、防雷、防爆、防静电等各项安全指标均合格。2014年4月底申请人按照相关主管部门的要求将全套材料提交古田县烟花办申请办理烟花爆竹经营（批发）许可证，古田县烟花办给予受理。2014年7月15日古田县烟花办告知申请人2014年6月16日福建省人民政府安全生产委员会下达了闽安委办2014年50号关于贯彻落实《烟花爆竹经营许可实施办法》有关事项的通知，依据该通知的规定，对申请人的申请不予许可。综上所述，申请人的所有材料均在新文件下来之前的一个半月前交给了古田县的烟花办，古田县的烟花办4月底也受理了，受理完，也没有给我们作任何的回复。我们老百姓不容易，大家合伙投资了300多万元，大部分人都是通过贷款获得资金后投入了公司，公司目前已培训员工十几人。在这里，我们只能恳请领导主持，请古田县烟花办对申请人的行政许可申请予以重新审核，并依法准予申请人的请求。,古田县局,2014/10/11,李祥：您好！你的来邮已收悉，现答复如下：经查，你申请办理的烟花爆竹批发经营许可证发证单位为宁德市烟管办，古田县级烟管办只负责材料审核，2014年4月份你公司（古田慈兴贸易有限公司）工作人员向古田县烟管办口头咨询申请烟花爆竹批发经营许可证事项，古田县烟管办有答复说烟花爆竹仓储用地要取得当地政府书面同意文件，以示该仓储建筑的合法性，否则与当前古田县开展清理违章建筑精神相违背。你与当地政府协调仓储用地问题后于2014年6月底向古田县烟管办正式提出申请办理烟花爆竹经营（批发）许可证，此时你公司仓储设施用地问题仍未协调下来。2014年6月16日，福建省安委会下发闽安委办【2014】50号文件，明确规定：1、烟花爆竹批发企业仓储用地要取得县级以上土地部门用地规划许可；2、全省烟花爆竹批发企业按规划布点，文件中明确了古田县批发企业为2家，你公司系第三家申请单位。综上情况，古田县烟管办故无法审核上报古田慈兴贸易有限公司烟花爆竹经营（批发）许可证。感谢您对公安工作的理解与支持！,不满意,2014/11/17 10:11,申请人的烟花烟花爆竹储存仓库设计建设完成于该闽安委办（2014）50号文件之前，即2014年2月份建设完成，并于4月份已完成了综合验收。2014年4月25日星期五申请人就已经将全部材料上次相关主管部门，2014年4月28日星期一主管部门需要召开会议，负责人要求申请人第二天再来办理相关申请事项。申请人开2014年4月29日星期二到公安部门请求领导审阅材料。公安部门领导审阅过申请材料后表示申请材料已经全部到位，要求申请人将材料转交到安监部门请求审核，由于五一节放假三天，安监部门于2014年5月份节日之后通知申请人申请材料符合规定，要求申请人将材料转交给古田县烟花办，组织烟花办成员前去申请人仓库所在在对仓库的各项设施进行质量审查。但是烟花办至今也未派过人员前来申请人仓库所在地进行质量审查。2014年6月期间，古田县烟花办的领导对申请人向黄田镇承租的土地提出异议。此外，2014年2月份古田县庆丰平烟花爆竹有限公司的所有手续都已经经过相关主管部门的审批，并且已经开始正常经营。古田县庆丰平烟花爆竹有限公司进行建设烟花爆竹储存仓库的土地为设施农业用地，此土地的用用途系用于种植农作物或者种植菇类农产品，但是却被古田县庆丰平烟花爆竹有限公司私自改变土地用途，将农用地改为建造烟花爆竹储存仓库都可以经过相关部门的许可，但是申请人承租土地专门进行建造烟花爆竹储存仓库却反而得不到许可？再者而言，经过申请人多方了解，宁德地区绝大多数用于建设烟花爆竹储存仓库的土地都是承租而来的，为何其他公司承租土地进行建造烟花爆竹储存仓库都可以得到许可，唯独申请人的申请得不到相关主管部门的许可？同时，申请人于2014年4月底就已经按照相关主管部门的要求将全套申请材料完整提交申请办理烟花爆竹经营批发许可证，因此申请人的申请系于闽安委（2014）50号文件出来之前就已经全部完成，依法不应适用闽安委办（2014）50号文件的规定，申请人的行政许可依法应当根据旧
122,2014/10/16,交警这样查车的,交警查货车只查货车超载罚款，不管货车改装加高栏板，要是这样治理货车超限超载的话，请问哪年到头？,连城县局,2014/9/19,罗炎：您好，您的来邮已收悉，现答复如下：民警在查纠交通违法过程中，都应遵守相关法律法规的规定，严厉查纠各种交通违法行为。我们将组织民警加强对交通执法业务的培训，提升民警的业务水平。感谢您对公安工作的监督与支持。,,,
5,2014/8/12,孩子落户如此难！,尊敬的厅长您好，07年大学毕业后，我和妻子户口长期放在福州人才市场，结婚孩子落户都耽搁了，今年7月回来办理孩子落户事宜。因为孩子没有出生证明，到南安市英都派出所办理了做亲子鉴定的介绍信，户政民警给我了四家福建省做司法鉴定的联系方式。7月30号我和妻子带着孩子去做了亲子鉴定，8月5号拿到司法鉴定报告书，当天就去南安市英都派出所办理落户，却被告知接上级通知必须拿报告书去南安市妇幼保健院换领孩子出生证明，查询了妇幼保健院电话，打电话过去又被告知这个不属于他们管，直接到孩子出生的医院（南安市英都医院）办理出生证明即可，，到了英都医院，又说得查到记录才给开，如此反复，在减政透明化的当下，彼此推脱是为哪般？是否真的，上面爱民政策，下面也有一套政策？谢谢厅长！万福！,南安市局,2014/8/6,何阳金同志：您好！您反映的信访事项来邮已收悉，现答复如下：根据《福建省公安机关户口管理规范》的要求，公民出生后应由其监护人凭《出生医学证明》、父母双方户口簿、身份证、结婚证等材料，向父亲或母亲户籍所在地派出所申报出生户口登记。您女儿因无《出生医学证明》，因此需做亲子鉴定并补办《出生医学证明》才能落户。现您女儿已补办了出生证明，并已在南安市公安局英都派出所办理了落户。感谢您对公安工作的支持！,,,
7,2014/8/18,更改出生月年（政府如何为民办实事）,本人于7月18日反映更改我母亲高桂娘的出生年月，县局户政部门经办人员从未与本人见面就回复（详见8月1日）：为什么当事人在，原籍户口底册不存在（我的爷爷去世48年档案还在）？在当时的年代哪有什么《出生医学证明》？现提供档案局资料确确是1951年出生，并提供当时原始结婚证也确确是1951年出生（难道当是的毛泽东语录结婚证都无法律效力？），涂岭派出所无法提供原籍户口资料，出具证明1951年出生也无效？这是谁的责任？难道政府出错，老百姓的出生年月有错就无法更改？请领导多多关注此事进展！,泉州市公安局,2014/8/14,潘志峰同志：您好！您反映的信访事项来邮已收悉，现答复如下：根据：《福建省公安机关户口管理规范（试行）》（闽公综〔2014〕311号）文件规定：第一百三十条公民的出生日期属于不可变更项目。确因申报错误或者工作失误等原因造成出生日期有误的，公安机关应当核实原始资料后，本着实事求是的原则予以更正。公民更正出生日期的，应当同时更正公民身份号码，原先无公民身份号码的应当重新编制。第一百三十一条公民申请更正出生日期，可以凭下列材料，经户籍所在地公安派出所调查核实，报县级公安机关户政管理部门核准后办理：（一）本人或者监护人书面申请；（二）本人《居民户口簿》和《居民身份证》；（三）证明出生日期错误的材料，包括：《户籍证明》、原始的《出生医学证明》或者接生医院出具可以佐证出生日期的母亲分娩病案档案；省外迁入的提供《户口迁移证》或者原籍地公安派出所出具的户口底册复印件。监护人代为申请的，应当提供监护人与申请人的关系证明。年满16周岁申请更正出生日期的，公安派出所受理后，应当逐级上报至设区市公安机关户政管理部门，经核查福建警务综合应用平台确认申请人无刑事犯罪记录后办理。根据您反映的情况，惠安县公安局相关工作人员已经电话与您取得联系，告知您带上材料到惠安县公安局户政部门申请。感谢您对公安工作的理解和支持！,不满意,2014-13-10 04:13:11,提供原出生地涂岭派出所的户籍证明、当时年代的结婚证、第二次全国人口普查登记表[1964年6月30日]以及户籍所在地公安派出所调查核实资料（2012.12.21辋川派出所办理户口身份证责任书），到至今经办人员不能给予办理，造成本人家庭负担。
5,2014/8/19,关于6月23日的户籍管理试行导致的,尊敬的厅长，我于6月前往厦门户籍处办理未婚子女投靠父母落户，在办理相关证明的过程中公安厅出的户籍管理试行将未婚成年子女投靠父母改成未达法定婚龄子女投靠父母而导致厦门集美区行政服务中心户籍窗口不予受理我的落户事宜，在我们办理相关证明期间，也没有任何通知办理期限之类的，所以我们在办理相关证明后按照流程前往提交材料，才被告知说不予办理了，我们外地办理相关证明一来二往的本来就挺劳民伤财的，又得知突然不给办理了，真的是极为无助，多次咨询民警后大答复是也觉得类似与我们这种情况，在原来符合政策办理过程中，因出来新的试行通知而导致不予办理的情况实属冤枉，所以恳请厅长及相关部门了解像类似我们这种情况的民众予以解决，盼回复，谢谢！,集美分局,2014/8/15,王雪君：您好！你的来邮已收悉，现答复如下：根据反映情况，集美分局经请示，同意按原有政策办理，请你到集美区行政服务中心提交申请材料。感谢您对公安工作的理解与支持！,,,
10,2014/8/22,办理户口分户为何那么难,您好，本人户口本上户主是我奶奶。现在我奶奶，我父母，我和妻子，我儿子6个人户口全部在一户内，给工作生活造成了很多不便，今年6月份我到福州城门镇派出所申请分户，派出所要求结婚证、身份证、户口本、片区民警调查证明等材料，我回去收集整理。因本人经常在外地，7月份，我整理好材料到城门派出所找片警开证明，片警说我不符合分户条件，我问他什么理由不符合，他说要我去问分管户口的副所长，我从片警那要到副所长的电话，电话一直无人接听（事后我了解到的户口政策一户内成员超过6人或者成家立业有独立经济生活条件可以申请分户，而且听说今年省厅里新的福建户口管理试行通知内说只有结婚成家立业，携带身份证、结婚证就可以申请分户）。今天我再次到城门派出所，户籍民警（林菊莺）还是要求片区民警证明，我说省厅不是有新的政策只需要结婚证、身份证、户口本就可以么，她说那只是有的派出所试点，在试行，她没有接到通知。一边是户籍窗口推给片区民警，一边是片区民警说不符合分户条件，不给开，我不知道这算不算刁难群众，来来回回跑了3、4趟。7月份单独可以办二胎准生证，就因为户主是我奶奶造成了诸多麻烦，现在我儿子4周岁，马上要念幼儿园，因为户口的问题肯定又有很多不便，希望领导能够解决，能够真正为民办实事。,仓山分局,2014/8/19,您好！您所反映的问题已经收悉。现答复如下：经查，王时汝长期在外地市工作，其妻子、儿子居住在前锦村仙岐14号。王时汝要求分户，其提供的房契所有人为王猷成，而经民警查询户籍底册显示原户主为王依妹（王时汝祖父），而电脑系统查询显示原户主为王优成（王时汝祖父）。因房契所有人姓名与户籍底册及系统内户主姓名均不一致，故此无法办理分户。感谢您对公安机关工作的支持和理解。,,,
8,2014/8/22,儿童户口,本人马三妹，丈夫潘仁新，祖居福建省福州市仓山区城门镇潘墩村山前18号，膝下生育三女，无男子，我们计划将大女作为男丁，期望日后添了男孙随我潘性，开枝散叶！后来大女成婚，两家约定生儿姓潘，却遭背信，夫妻不睦，二人于2010年3月19日完成离婚手续，法院判女方拥有孩子的抚养权及监护权，孩子随母姓“潘”。但是，本人于2010年3月20日到城门镇派出所办理孙子的转户手续时，当地派出所却以户口冻结为由，拒绝为我们办理。后来又将我孙的户口放到“集体户”中。我们在不知道“集体户是什么“的情况下，被设下圈套。自2010年5月17号，仓山区城门镇潘墩村严重违法强拆起，我们一家无家可归，孙儿户口流落在外，我们心急如焚。现在，2014年8月份，我孙已经7岁到了上小学报名的时候了，马三妹跑了居住地周围好几所小学咨询，都遭到老师以“儿童没有户口”为由拒绝让我孙入学。我先后到了仓山分局信访，市公安局反映情况，省信访办，都没有人为我们解决问题，他们实在无计可施。至此，我们一家恳请上级领导和公安领导以长辈的心来帮助这个无辜的孩子，让他的户口迁入到其母亲的户籍中，让他能够尽快到学校念书，我们一家感激不尽！,仓山分局,2014/8/19,同志您好！您所反映的问题已经收悉。经查，1、诉求人孙子户口落在集体户符合相关规定；2、经了解，城门集体户可划入城门中心小学，诉求人小孩入学问题应向城门中心小学联系处理。感谢您对公安机关工作的理解和支持！,,,
6,2014/8/22,对上次问题再次咨询(迁移户口后身份证在银行办业务为何没照片）,首先对你们的答复表示感谢！但回复内容并没能解决我的实际问题，我到银行办业务他们要我出示身份证及户口本，否则没法办业务。咨询过银行，他们告知说是公安网络没更新或在迁移户口中公安局那个环节没办好。现能否解决我的身份证在银行身份认证系统上能有照片显示。,南平市公安局,2014/8/22,张耀华同志：您好！您的来邮已收悉，现答复如下：银行工作人员核对办理金融业务群众的公民身份号码不存在、身份号码存在但与姓名不匹配或反馈照片不相符等问题时（含您反映的相片不显示问题），公民可出示居民户口簿、护照、机动车驾驶证等其他有效证件佐证身份，银行必须根据规定受理业务。否则，可登陆互联网www.pbc.gov.cn网站查询各省人民银行相关联系方式，向银行的主管部门投诉反映解决。感谢您对公安工作的理解和支持！,,,
