title,time,content,repcontent,reply_p,reply_ta
大学生户口迁入,2015/8/25 0:00,我司有一名员工，今年刚毕业（大学生）原户籍是泉州，现想把户口迁到厦门可以吗。如果可以的话需要哪些条件或是准备哪些资料？,已电话回复。,,2015/9/2 0:00
组织机构代码证的办理,2015/8/25 0:00,新申请的营业执照后，组织机构代码要怎么办理，需携带什么材料？,已作邮件回复。,,2015/9/2 0:00
公司在银行开设基本户,2015/9/6 0:00,公司营业执照已经拿到，需在多久去银行开设基本户，有没有硬性相关规定？,已回复。,,2015/10/8 0:00
小孩落户,2015/9/6 0:00,1.小孩的父亲系外籍，母亲户口在岛内。购买商品房在岛外。是否可以直接让孩子落户在岛外自购房。还是必须先与母亲落户岛内再迁到岛外？2.小孩是否可以当户主？3.出生证上小孩的名字为英文，是否可以办理？,已回复。,,2015/9/21 0:00
父母投靠子女,2015/9/7 0:00,我是独生子女，在岛外有房子。本人的户口在岛内亲戚家，请问我父母是否可以投靠我，把户口转过来？如果可以，我是否需要先把户口转到岛外房子上，才能让他们转过来呢？,已回复。,,2015/9/21 0:00
户籍,2015/9/7 0:00,受理人员：您好!我是岛外户口，在一家在厦门岛内央企上班已经满10年，请问我能把户口从岛外迁到岛内么？如果行如何办理？需要什么手续？谢谢,已回复。,,2015/9/21 0:00
暂住证使用情况,2015/9/7 0:00,2007年开始办的暂住证至今是否有中段过？,已回复。,,2015/9/21 0:00
毕业三年在厦工作本科毕业生如何落户,2015/9/7 0:00,之前有通过大学生毕业落户申请，但是因为错过半年内要去办理落户的时间，因而没有办理成功。目前想要落户到厦门，已经工作有3年多了，并没有办理暂住证，已经缴交社医保2年多。不知道能通过什么途径和方式办理落户呢？,已回复。,,2015/9/21 0:00
分公司变更营业饭范围,2015/9/7 0:00,您好，我司为货代企业，是分公司。现在领取到了《无船承运业务经营资格登记证》，要求我们变更营业执照的经营范围，请问办理时需要携带什么资料。,已回复。,,2015/10/8 0:00
新景海韵园可否落户口,2015/9/7 0:00,请问，新景海韵园是商住两用性质的楼盘，现在买二手房可否把已经在厦门的户口迁移到该处落户？谢谢！,已回复。,,2015/9/21 0:00
备案,2015/9/7 0:00,你好想咨询下如果说要备案嘛现在网上要怎么申报呢在哪里操作,您好！请上厦门市网上审批服务中心，市经信局上申报，具体内容已答复当事人。,,2015/9/21 0:00
2010年购房现在可以迁移户口吗？,2015/9/7 0:00,您好！父母2010年思明区购买超过150平米的房子，产权人是父母的名字，但是父母的户口都没有转到厦门，请问：1.现在父母是否还可以落户到该房子下？有没有时间期限？2.子女能否落户到该房子下？有没有时间期限？3.孙子或外孙能否落户到该房子下？有没有时间期限？,已回复。,,2015/9/21 0:00
购房落户问题,2015/9/8 0:00,1、拟购思明区一套二手房面积80多平方带2个户口指标，房屋共有产权人为母亲、儿子和女儿，其中母亲占40%产权、儿子占35%产权、女儿占25%产权，由于共有产权人中母亲和女儿已有厦门户口，儿子为三明户口，如购买该二手房，是否可以给儿子和儿子的孩子落户厦门。2、购房落实政策是在2016年1月1日截止么？,已回复。,,2015/9/21 0:00
干部户口迁入问题,2015/9/8 0:00,您好！我是一名外省来厦工作并在厦成家定居的常住人口，来厦后进入厦门大学成人夜大的教学方式取得的大学毕业证，这种情况我是否可以用毕业生落户呢？我们是有厦门岛内的房产的。老公来自漳州，2006年考入厦门大学机电系，2009年毕业。可以说是真正生活在厦门约有20年的时间了。在刻苦学习中并取得国家颁发的中级经济师的资格证。在单位的工作中兢兢业业，尽职尽责赢得了老板的信赖及重用。个人也取得了好几项专利权。只是因为老公的单位是岛外集美，所以我们多么渴望能把户口落户到厦门岛内的房子中，这样就可以解决孩子读书的问题，只是今年上半老公跑了3-4月落实“干部迁户”事情，给我们的答复是只能落在集美，这样户口不在房子里，也是解决不了孩子上学的问题。所以本次恳求市领导您能争对我们这种情况如何才能将户口迁入呢？解决我们孩子的读书问题呢？期待着您的回复，非常感谢！,已回复。,,2015/9/21 0:00
关于应届毕业生集体户,2015/9/8 0:00,我是应届毕业生，想问下档案被打回原籍。9月3号去把档案调回厦门市人才中心了。目前还没到厦门市人才中心。想问下应届毕业生调集体户有时间限制吗？如果档案还没到厦门人才中心可以办理户籍准迁手续吗？,已回复。,,2015/9/21 0:00
购房落户政策咨询,2015/9/8 0:00,2013年12月购买观音山片区（万泰东方2009P03）楼盘备案时间是2014年1月，还能有购房100平以上送2个户口，能办理购房落户吗？,已回复。,,2015/9/21 0:00
毕业生落户,2015/8/26 0:00,你好，我是2015年的应届毕业生，我的报到证已经在之前的公司报到并申请落户，但是还没有完成落户，然后我现在要在新公司落户要怎么做？都需要准备什么材料？,已电话回复。,,2015/9/2 0:00
您好，我想咨询下，施工劳务企业资质和模板脚手架专业承包资质办理流程,2015/8/26 0:00,我公司是一家新办的建筑劳务公司，我想咨询下。目前我们已经把资料准备好了，办理这些资质的流程是？？还有在哪里办，哪个部门受理。。谢谢！！！,办理施工劳务企业资质，请详细参阅《建筑业企业资质管理规定》（住房和城乡建设部第22号令）、《建筑业企业资质标准》（建市【2014】159号）、《建筑业企业资质管理规定和资质标准实施意见》（建市【2015】20号）等有关文件规定办理，受理单位为厦门市建设局，咨询电话77###15.,,2015/9/14 0:00
岛内集体户口迁移到岛外自购房,2015/8/26 0:00,小孩随我都挂靠岛内公司集体户口，现在两人要落户到岛外自购房（100平米），请问需要哪些材料？可否提供具体申办流程？,已电话回复。,,2015/9/2 0:00
关于变更名称换章,2015/8/26 0:00,你好。我想咨询关于刻章的事宜，我们公司现在要变更公司名称，那就要更换公章，我是要等营业执照办下来了再在网上申请，还是可以先申请，我已经把变更的材料交到工商局了。还有我要准备什么材料？谢谢！,提供以下资料：1、http://www.xmyz.com.cn网上打印“厦门市公安局网络公章刻制申请表”一份，表格盖原企业公章。2、法人代表本人持身份证原件和复印件各一份。3、工商《营业执照》副本原件和复印件一份。4、工商局核发的“企业名称变更通知书”原件和复印件一份。5、行政公章和财务章须一并变更，取新章时上缴旧章。,,2015/9/2 0:00
食品流通许可证,2015/8/26 0:00,请问申请食品流通许可证需要什么资料？,食品流通许可证由各区市场监督管理局办理。,,2015/9/2 0:00
跨越角美到集美的交通问题,2015/8/26 0:00,你好，我是厦门人，但是在角美新城区那里买了房子，工作还在厦门集美区，之前咨询过漳州台商投资区建设局，他们说之前和集美区达成协议，已经购置了公交车，两条线路分别是角美-厦门北站，角美-集美，但是后来集美区运管所提出了各种原因并不想开通这两条线路，麻烦问一下这个问题该怎么帮我们处理呢，是否会开通公交线路。因为现在角美新城区真的有很多厦门本地的在那购房，但是工作在厦门的人，希望能提供一个方案帮助我们解决交通上的问题，谢谢了！,按照属地管理原则，请留言人直接咨询集美区交通局。,,2015/9/14 0:00
公司信息备案变更,2015/8/27 0:00,法人变更和公司地址变更、公司名称变更如何办理,已作邮件回复。,,2015/9/2 0:00
户口投靠问题,2015/8/27 0:00,您好！想咨询一下，关于户口投靠的问题，我们一家三口户口投靠在思明区亲戚家，现在亲戚要卖房子，我们户口得迁出来，户口要挂靠在派出所集体户需要提供哪些材料？如何办理？谢谢！,已电话回复。,,2015/9/2 0:00
组织机构代码证,2015/8/27 0:00,工会的法人变更完了，忘记去换组织机构代码证了。请问可以现在直接去换么。要准备什么资料带过去？还有申请表在哪里下载呢？麻烦请告知谢谢,已作邮件回复。,,2015/9/2 0:00
关于新建设影院环境影响评价文件许可,2015/8/27 0:00,您好，我们影城正在筹备开业，请问影城项目是否只要办理环境影响登记表即可？因公司在厦门市工商局登记注册是否相关环保审批只能在市环保局办理？另外授权委托书网站上没有相关委托书的电子文档，可否发一份到我邮箱？十分感谢！,1、影剧院项目占地面积3万平方米及以上的应编制环评报告表，其它的填写登记表。2、未在市里立项和填写登记表的项目，报辖区所在环保分局进行环评审批。3、委任书范本反供参考，没有统一模版。,,2015/10/16 0:00
《边境地区通行证》到哪办理,2015/8/27 0:00,填写完《边境管理区通行证申请表》单位盖完章后要到那办理,已电话回复。,,2015/9/2 0:00
新单位申请刻章,2015/8/27 0:00,按网上提示，我已安装了打印控件，可是刷新后还是提示我未安装。是不是一定要进入后才能打印申请表,这属于你的电脑软件问题，申请表你可以在各个政务中心的刻章窗口直接打印，或是直接来电咨询：77###73.,,2015/9/2 0:00
太湖新城与市政宿舍楼之间小路(良峰酒家厨房和意佳酒店前）的污水就溢满到路面，臭气熏天,2015/8/27 0:00,太湖新城与市政宿舍楼之间小路(良峰酒家厨房和意佳酒店前）的下水道常年堵塞，每到下暴雨，水道下的污水就溢满到路面，臭气熏天，附近居民的空气严重污染，酒店住宿的游客也抱怨厦门的污染，请问有关部门如何解决,水务已派人去现场勘察，没有发现水务的管线在里面，所以已交给110，由110安排给管理单位。,,2015/9/14 0:00
木质的公章可以改成铜的吗？,2015/8/28 0:00,我公司系国有企业，原公章为木质的，因长期使用，现公章已经有点变形，偶尔出现银行验证不过的现象，请问：木质的章可以改成铜质的吗？,可以。,,2015/10/8 0:00
岛外户口如何迁入岛内二手房,2015/9/2 0:00,我岛外海沧户口。在厦门思明区有一个二手房，如果要迁入，需要什么文件证明或要求！,二手房不能迁入。,,2015/9/21 0:00
应届毕业生落户,2015/9/2 0:00,我是应届毕业生，现在我已经在派出所拿了落户资料，然后派出所说要到服务中心，请问我要准备什资料？,已回复。,,2015/9/21 0:00
离厦工作，集体户口能留厦吗,2015/9/4 0:00,毕业来厦工作，户口一起落在厦门单位集体户。离厦到异地工作的话，户口能继续留在厦门吗？要留在厦门需要什么材料、怎么办理？请帮忙，谢谢！,可以继续留在厦门。,,2015/9/21 0:00
毕业生户口挂靠,2015/9/5 0:00,你好，如果我要办理毕业生户口挂靠亲友，朋友的房子，因为开发商原因房产证还没拿到，已经买了好几年，仅持有购房合同，但是他们的户口就落在这套房子里（一手房）。那么这样的户主符合被挂靠条件吗（购房合同和户口户主同一人，且地址一致），这样的情况可以签户口挂靠责任书吗？,已回复。,,2015/9/21 0:00
户籍投靠,2015/9/5 0:00,您好，我的户口现在在厦门，如果转回老家，什么时候还能转回厦门？有时间年限吗？夫妻投靠要五年年限，是指结婚五年？还是转回老家，再转回厦门中间间隔五年呢？,已回复。,,2015/9/21 0:00
请问分公司场所变更如何申请,2015/9/5 0:00,是否按照此链接公示信息来办理，谢谢http://www.xmas.gov.cn/bs##hn/wbj/delc/Cq/gshj/31##22.htm#bgxz,已回复。,,2015/10/8 0:00
取消迁户口,2015/9/6 0:00,我是2015年应届毕业生，现在转公司集体户口，已经剩下最后一步：去思明公安局办理户口。目前自己想不迁户口了，可以取消迁户口吗,已回复。,,2015/9/21 0:00
三级园林企业工程技术人员变更在哪办理,2015/9/6 0:00,三级园林企业工程技术人员变更在哪办理,三级园林企业管理证书上的人员变更在市政务中心三楼C厅建设局窗口办理，其余人员变更事宜详细咨询我局业务电话：77###15.,,2015/9/21 0:00
户口问题,2015/9/6 0:00,本人在2006年3月24日在厦门市嘉禾路SM附近的福园公寓全款购买了，产权面积121.2平方的套房。现在孩子要上中学了要转户口来厦门却被告之不符合条件。开发商也找不到了希望政府给与帮助。另,按购房落户政策办理。,,2015/9/21 0:00
回墨印章加墨,2015/9/6 0:00,你好，公章是回墨印章，墨用完了，是到市政务服务中心加墨吗？需要准备什么材料吗？,带上印章到市行政服务中心二楼C厅办理就可以。,,2015/10/8 0:00
购房后，办产权有没有期限,2015/9/6 0:00,购房合同签的时间是2010年，可是产权证还没办理，房子是在思明区，请问办理产权有没有说多久以后就不能办了，，等以后办好产权后，会影响户口落户么？,办理产权没有规定时间，是否影响落户咨询户政处。,,2015/10/8 0:00
暂住证问题,2015/9/6 0:00,本人暂住证显示2013年09月09日来厦门，发证日期为2013-09-09，期限一年；第二年办理时间即发证日期为2014-09-03，同时备注2013年09月09日来厦门，期限一年。因工作繁忙，导致2015年09月02日前忘记续期，2015年09月03日逢抗战纪念日放假而无法办理，请问放假后办理会超出期限或产生间隔吗？有效期一年是指发证日期开始计算或者是来厦门时间开始计算的？,已回复。,,2015/9/21 0:00
买房落户，需要什么资料，第一步从哪里办起呢？,2015/9/6 0:00,户口在外地，买房在翔安半岛祥湾，现在需要迁入户口，请问落户需要哪些手续？第一步从哪里开始办呢？,已回复。,,2015/9/21 0:00
厦门市质安站,2015/9/18 0:00,厦门市质安站在哪个受理指南能找到申报所需材料,我站所有事项申报所需材料，均在我站公布的办事指南上有明确说明。我站电子版办事指南在厦门市建设局官网和厦门市行政服务中心官网上均有发布，同时可以在我站驻市政务中心窗口（3楼B厅26号窗口）直接领取纸质办事指南。,,2015/10/16 0:00
寨上二组2184号房东把垃圾直接从楼上倒下来,2015/9/20 0:00,寨上二组2184号房，房东经常直接把垃圾倒下来，厦门是文明城市，这是非常不好，希望有关部门严惩，,该业务不在中心办理，请拨打96##23办理。,,2015/10/8 0:00
厦门经济适用房和保障性租赁房的区别、申请条件及材料,2015/9/21 0:00,您好！请给予解释一下厦门经济适用房和保障性租赁房的区别、申请条件及材料，谢谢！！！,该业务不在中心办理，请详询建设局住房保障部门办理。,,2015/10/8 0:00
八层旧办公楼加装电梯需要哪些部门审批,2015/9/22 0:00,我们公司八层旧办公楼想加装一部电梯，招标已经完成，需要哪些部门审批完成后才能施工。,需到规划委，建设局报批。,,2015/10/16 0:00
铺面能否经营餐饮,2015/9/22 0:00,你好，现有一铺面，想盘下来经营餐饮，以面食为主，无大油烟。请问如何知道该店面能否经营餐饮？该店面旁边有一家面馆，一家韩国料理。,到辖区所在环保分局办理环评审批手续，经批准后方可装修经营。,,2015/10/16 0:00
企业主要人员信息变更所需材料,2015/9/23 0:00,企业需要变更“企业经理”、“分管安全生产副经理”、“安全管理机构负责人”以上三项人员资料，需要准备那些材料？,1、申请企业提交变更人员申请报告。2、变更人员的安全生产考核证书，身份证，劳动合同，社保。,,2015/10/16 0:00
毕业生报到,2015/9/23 0:00,2015年应届毕业生报到时间是到什么时候？,本科及以上学历报到，应届专科岛内载至6月10日，岛外至9月30日。,,2015/10/16 0:00
房地产建设项目雨污水口,2015/9/23 0:00,房地产建设项目设计时；1.需要雨污水口的标高和座标。要在中心可以办理吗？2.高压用电进线位置在中心可以办理吗、哪个窗口？,1、已建成的项目需要雨污水的标高和座标需要到城建档案馆调，未建成的项目需要到规划部门调相关资料。,,2015/10/16 0:00
办理毕业生报到的问题,2015/9/24 0:00,请问一下，我今年刚大学毕业，想要办理毕业生报到，需要带哪些证件？周末可以办理吗？,请单位先网上申报审核通过后带毕业证和报到证到前台报到，正常工作日可办理业务，周未不办理。,,2015/10/16 0:00
未办理就业报到的毕业三年的师范生报到证,2015/9/24 0:00,您好！请问已毕业三年的师范生（毕业后未在企业上班），报到证仍是未报到状态，但档案已调到厦门。请问，如何报到？,我局办理的是就业报到，如未就业，则不通过我局办理。,,2015/10/16 0:00
咨询本人是否符合工程类职称确认的条件,2015/9/24 0:00,你好！我2011年从厦门大学硕士毕业后在外省工作3年多，目前在厦门一家企业刚工作2个月，都有交医社保且是从事本专业技术工作。请问我可以申请工程类中级职称确认吗？需要提交哪些材料？谢谢！,好，若你人事关系已正式调入我市，可以办理中级职称确认手续，全日制院校学历学位的硕士研究生、博士研究生确认中级职称所需材料办理流程见“厦门人事网-专技人才”栏目中的《高中级专业技术职务任职资格确认办事指南》，“表格下载”栏目提供审批表格空表、样表下载。,,2015/10/16 0:00
道路运输经营许可证普通货运到期如何在网上申请,2015/9/24 0:00,道路运输经营许可证普通货运到期烦请提供网址和详细操作步骤，还有需要提交的材料,道路运输经营许可证换发申请至http://222.76.243.89:8888/wx/道路运输企业管理信息系统，左上角有到期换发先项，填写完整保存。审核通过后，提交旧许可证正副本到窗口换发。,,2015/10/16 0:00
工业废水排放市政管道相关事宜,2015/9/25 0:00,我公司为2000年投产至今，工业废水都是经过污水处理后直接排放。但对于日渐严苛的环保要求，我们暂时无法做到总磷0.5mg/l以内的标准。我公司位于同安区同盛北2路129号。1：是否具备申请排水道市政管道的条件？2：申请排水许可有哪些要求和费用？3：申请排水许可期间可能涉及的哪方面改造费用（如：管道接通）？,需要办理接管接口项目，无需收费，具体办理程序请市行政服务中心市政园林局网站。如有疑问，详询51###76参照。,,2015/10/16 0:00
保洁公司的资质,2015/9/28 0:00,您好，保洁公司申请乙级资质在哪里申请？申请需要什么材料？谢谢！！！,在环卫协会办理，咨询电话：22###48.,,2015/10/16 0:00
咨询自助预约考驾照,2015/8/29 0:00,请问为什么我在福建省公安交通综合服务平台上预约考驾照，预约不了，账户注册不了，现在网站也打不开了,该业务不在中心办理，请洋询车管所办理。,,2015/9/14 0:00
咨询房产有关事宜,2015/8/29 0:00,你好！请问一下网上输入国土房证号，可以查询得到权利人姓名。还是要到中心去产调。谢谢,网上无法查询到，产调咨询档案馆77###07.,,2015/10/8 0:00
想请问下有关土地证及房产证补办的相关问题,2015/8/29 0:00,您好，由于个人原因导致土地证丢失，然后在翔安区新店镇查不到档案，问下市局这边的话能查得到么？找不到档案的话无法挂失，造成很多困扰。谢谢~,查档案请咨询档案馆77###07,,2015/10/8 0:00
身份证换新异地办理,2015/8/31 0:00,身份证即将失效，能否异地办理换新，安徽省户口,已回复。,,2015/9/21 0:00
应届大中专毕业生落户厦门需要办理什么手续,2015/8/31 0:00,您好，本人是一名应届大专毕业生，现在厦门工作，希望将户口迁至厦门，不知道需要准备哪些资料及办理什么手续，希望得到您额回复。谢谢。,已回复。,,2015/9/21 0:00
如何申请产地证申领员培训及考试,2015/9/1 0:00,如何申请产地证申领员培训。是否有统一考试及培训？培训时间是什么时候？,已电话答复。,,2015/10/8 0:00
大学生落户,2015/9/1 0:00,您好，我司有一名员工原户籍是泉州的，今年刚毕业，现到我司上班，我司地址是象屿保税区内，现想把户口迁到厦门，需要什么条件或准备什么资料？如果不是本人办理的需要准备什么证件？,已回复。,,2015/9/21 0:00
外来人口在海沧落户,2015/9/1 0:00,你好！请问一下本人在海沧区购买一套二手房，在思明区工作和暂住证已经四年了，我想落户在本住宅，如果我现在搬到海沧住需要继续办理暂住证吗？这样影响岛外五年的落户政策吗？,已回复。,,2015/9/21 0:00
房屋赠与,2015/9/1 0:00,为什么我母亲的百分之五十的房产要赠与给我，还要交八万多块钱呢？是什么计算的。〈房屋在湖里区江浦北里2号之18>,权籍登记中心赠与收取的费用为住宅工本费180元，转让费6元每平方，税收问题咨询地税12#66.,,2015/10/8 0:00
变更登记/自然人更名,2015/9/1 0:00,收件号:2015#######375何时可以取件?,可登陆厦门网上房地产网，业务速查输入取件号，查询进度。,,2015/10/8 0:00
购房入户问题,2015/9/1 0:00,"本人外地户口,2012年在五缘湾购房,赠送两个户口,产权在母亲名下,房产证刚办好.为了孩子就近入学,将房子产权51%赠送给我,是否可以办理入户我和我女儿的.是否会被按二手房不能入户.",已回复。,,2015/9/21 0:00
无产权证可以落户吗,2015/9/2 0:00,"您好:我于2013年买了湖里区140多平米的房子,带有两个户口.但房屋产权证都还没做出来,是银行按揭的.现在想在厦门落户,请问要在厦门落户：1、没有产权证可以用其他证明材料吗?如果房管中心开具的产权证明?2、房地产开发商说是买房带两个户口，这两个户口可以都同时上吗？",已回复。,,2015/9/21 0:00
有关进出口贸易权,2015/9/2 0:00,你好！我的总公司是天津钦浩国际贸易有限公司，在厦门登记了分公司，我想问厦门分公司如何才能做进出口贸易，需要哪些手续？谢谢,已回复。,,2015/10/8 0:00
9月3日市行政中心有放三天假吗？,2015/9/2 0:00,我想要去办报到证，不知道有没有放假,我中心与国家法定节日同步。,,2015/9/14 0:00
实收资本备案,2015/9/8 0:00,你好，我想请问下，现在实收资本备案需要验资证明吗？如果不需要第三方出具的验资证明，需要什么证明材料呢？,已回复。,,2015/10/8 0:00
抵押登记里面的一个日期有误,2015/9/8 0:00,抵押登记是才发现有个日期有误，但已经贴上条码了，，请问，我到那评估公司盖校队彰可以吗？,抵押日期有误是哪边有误？具体体现在哪一份表格上，请致电77###65咨询。,,2015/10/8 0:00
急,2015/9/9 0:00,可以在贵局开那个资料验收和环保许可证吗？,1、已和当事人沟通2、该业务在同安环保分局受理。,,2015/10/16 0:00
荣华路(金尚路-蔡坑路)一期工程施工许可证,2015/9/9 0:00,您好，我想咨询一下“荣华路(金尚路-蔡坑路)一期工程“的施工许可证办理了没?,经查询施工许可审批系统，该项目施工许可证未在我局办理。建议到区建设局查询，进一步落实。,,2015/9/21 0:00
道路施工,2015/9/9 0:00,居民用电需开挖道路如何申请？,先确认开挖道中物管辖单位，若是市管辖的道路需办理《挖掘城市道路许可》，办事指南及表格可在厦门市行政服务中心网站下载，备齐材料至行政服务中心三楼B厅14号窗口办理，咨询电话：26###78、77###05,,2015/10/8 0:00
岛外集体户迁岛内,2015/9/9 0:00,岛外集体户口，购买了岛内二手房，可以将岛外集体户口迁移到所购买的房子吗？,已回复。,,2015/9/21 0:00
厂房可以分期建设吗？,2015/9/9 0:00,同一个项目的厂房可以分期建设吗？如果可以需要怎么申请？有什么条件？,厂房分为工业及厂储两类，岛内基本上是不允许建设厂房，如果是岛外项目，请具体咨询岛外窗口，联系方式：海沧区65###08；集美区62###68；同安区75###71；翔安区78###15.具体办事指南均在规划委员会网站上查询。,,2015/9/21 0:00
保障性租赁房申请,2015/9/9 0:00,您好，请问现在厦门还可以申请保障性租赁房吗，申请条件是什么,该业务不在中心办理，请与建设局住房保障部门联系办理。,,2015/9/14 0:00
私章损坏，如何更换？,2015/9/9 0:00,私章缺了一角，如要换新章，需要带哪些材料？,1、http://www.xmyz.com.cn网上打印“厦门市公安局网络公章刻制申请表”一份，表格盖企业公章。2、需要刻制私章本人身份证复印件一份。3、工商《营业执照》副本原件及复印件一份。4、经办人身份证原件和复印件一份。,,2015/10/8 0:00
进口木制品（树桩和板材）国内销售要办理哪些手续,2015/9/9 0:00,你好我司拟接受国内个人委托，从国外代其购买贝壳杉树桩和板材，请问要办理哪些手续？谢谢,从国外代购入境，要去出入境检验检疫局办理《入境货物检疫证明》及提供单，具体办理流程详询各区检验检疫局。如木材入境到国内要转运到其他市区，要到市行政服务中心市政园林局窗口办理检疫证及运输证，办理流程详见市政园林局网站办事指南。（因有部分事项已下放各区办理，详细办理条件请咨询77###05）,,2015/10/8 0:00
园林绿化三级资质申报人员咨询,2015/9/9 0:00,1、申报所要求的人员中的“企业法人”和“企业经理”可以是同一个人吗？2、申报所要求的人员中的“经营负责人”具体是指什么职务？他的职称专业一定要管理专业的吗？还是可以是其它的？,1、三级园林企业的“企业法人”和“企业经理”可以是同一人。2、企业经营负责人是企业的主要人员之一，一般职称专业为工程管理类或者工程经济类。,,2015/9/21 0:00
园林绿化三级资质申报人员咨询,2015/9/10 0:00,咨询:园林绿化三级企业资质申报中的“法定代表人”、“企业经理”及“经营负责人”如果条件符合可以是同一个人吗？他们的职务一般是指哪些？请告之，谢谢！,城市园林绿化企业三级资质“法人代表”、“企业经理”、“经营负责人”，这三个职务条件符合可以是同一个人。,,2015/10/16 0:00
应届毕业生报到落户问题,2015/9/10 0:00,基本情况：我是2015应届毕业生，户口是漳州，上学时没有迁到学校。毕业档案打回原籍，原籍的公务员局在我的报到证上面写了待就业，现在报到证在我手上。我现在在厦门找到工作，还未报到。请问1.我现在的报到证算还未使用吗？2.到厦门就业报到的期限是多久，有时间限制吗？3.落户的话是从报到后起半年之内吗？之后不再办理落户吗？4.现在公司没有集体户口，如果落户过来是落到哪里呢？5.落为厦门集体户之后，要如何才能成为个人户口？请务必尽快回复我以上所有咨询，电话或者邮件都可以，务必，谢谢！！！！！18#######53li###72@126.com,1、未使用2、以单位申请为准，没有时间限制3、报到后起算4、5、户籍问题请咨询公安局。,,2015/10/16 0:00
组织机构代码换证,2015/5/28 0:00,您好！我司组织机构代码证快要到期了，请问换证需要带什么资料？如果不是法人去的是否授权书，有没有授权书格式。,已作邮件回复。,,2015/7/22 0:00
"网上年检如何年检,在哪个网站，在哪个栏目进入或在哪边点击进入等",2015/5/25 0:00,"网上年检如何年检,在哪个网站，在哪个栏目进入或在哪边点击进入等",已作邮件回复。,,2015/7/22 0:00
外商投资企业分支机构变更经营范围,2015/5/21 0:00,因公司为货代企业，今年办理并领取到了无船承运证书，现在需要变更营业执照经营范围，请问办理流程和需要提交的资料有哪些？变更申请书哪里可以下载到？谢谢,已电话回复。,,2015/7/22 0:00
申请组织机构代码证延期,2015/5/19 0:00,市质监局：您好！我司的组织机构代码证将在2015-9-19到期，请问是否可以申请组织机构代码证延期？需要提交什么材料？,已作邮件回复。,,2015/7/22 0:00
投资落户的合法固定住所,2015/5/15 0:00,投资落户中的合法固定住所是指什么？我们公司是湖里区的，员工有的房产在岛外，有的是在岛内租住的，或者在亲友家借住的，是否可以算？,合法固定住所，是指居民依法拥有所有权的房屋，或居民按规定以租赁或其他方式取得使用权的直管公房、自管公房，或居民使用的所在单位自建住房或所在单位拥有产权的住房。,,2015/7/22 0:00
营业执照遗失补领，登报,2015/5/12 0:00,你好，请问营业执照遗失补领，登报，在厦门哪几家报纸登可以呢？谢谢,电话回复当事人，当事人表示满意。,,2015/5/27 0:00
公司二手房过户事宜,2015/5/11 0:00,"我公司购买了一栋办公楼,在集美北站附近，想咨询，我司现在要办理过户，流程是什么？要先从哪里办起？现不清楚原来持有公司有没有把房产证抵押贷款，我司办理过户需提供什么资料？谢谢！",卖方公司：1）公司营业执照（副本）或组织机构代码原件、复印件，法人身份证复印件，授权委托书，经办身份证原件、复印件，所有复印件盖上公司公章，公司公章和法人章。2）土地房屋权属证书#）公司章程从工商局调出盖工商局章4）股东会或董事会决议5）地税申报土地增值税6）划拨用地、限制性出让用地，提交补签的土地合同和出让金缴清证明及完税凭证7）符合减免税条件的，提交减免税申请表及证明8）房屋限制性转让的，提交主管部门同意转让的证明材料。买方公司：公司营业执照（副本）或组织机构代码原件、复印件，法人身份证复印件，授权委托书，经办身份证原件、复印件，所有复印件盖上公司公章，公司公章和法人章。若有房产抵押，需先征求抵押权人的同意，借出产权证原件，并且还要一起到场办理。税收详询：12#66,,2015/6/11 0:00
关于外资注册公司的疑问,2015/5/8 0:00,您好！我司（拟成立）中的股东有2各香港籍和几个大陆籍，想问下注册公司的话，要按哪种商事主体的登记方式注册？,电话回复当事人。,,2015/5/27 0:00
毕业生档案接收和户籍迁移,2015/5/6 0:00,我是漳州人，在福州读书，是应届本科毕业生，现在在厦门工作。请问我要在哪里办理档案接收，我可以把户籍转到厦门吗？还有我要先办理档案接收还是先办理户籍迁移呢？,。毕业生毕业后在厦门落实就业单位的，请在厦就业单位登录厦门人事网在毕业生专栏中查看《接收毕业生业务指南》，并按此流程进行申请。届时可通过办理毕业生就业手续迁移其户口。,,2015/5/27 0:00
货运证。从业资格证，,2015/5/4 0:00,外地驾驶证，可以在厦门办理货车从业资格证吗,办理普通货物运输驾驶员从业资格证，请先到车管所转成厦门驾驶证。,,2015/5/14 0:00
自住商品房要转给我母亲，怎么处理？谢谢,2015/4/28 0:00,你好。我在湖里区有自住商品房(四十几平方米)，本人未婚、厦门户口。想把房子转给我泉州户口的母亲(父亲健在)，请问要怎么处理？如果走赠与方法的话，是怎么申请的？如果是买卖合同方法的话，又是怎么处理?麻烦帮忙回复一下，谢谢。,1）可以通过买卖或赠与的方式办理。2）赠与的带赠与合同公证书、产权证、当事人身份证件：买卖参考二手房买卖须知。(如有抵押，则需抵押权人到场一起办理）需要缴交工本、手续费、参考二手房买卖须知税收问题请详询12#66地税局。,,2015/6/10 0:00
毕业生落户,2015/4/27 0:00,您好！我是今年的应届硕士毕业生，已在厦门落实接收单位，单位可以解决户口，应该是集体户口。我父母在厦门有一套二手房，没有厦门户口，我可以直接把户口落在我父母的房子里么？谢谢,可以。办理落户时需出具父母与子女关系证明和房产证。,,2015/6/25 0:00
