style,section,deliver_t,title,content,reply_c,reply_t
建议,"建设局,公安分局",2015/2/4 21:59,关于在金龙路划定停车位的建议,建议政府在灌口金龙路划定停车位。现有金龙路和深青路宽敞，车流量少，可设立停车位规范管理。现在因没有停车位，周边工厂停放车位随意，不便于充分利用道路的效能。望政府实地调研，真心为百姓做实事！,上级部门已经组织人员实地进行走访调研，目前金龙公司已将相关申请材料上报上级部门，相关情况将根据具体实际情况及需求，由上级部门进一步研究落实。,2015/2/12 16:40
建议,公路分局,2015/2/4 22:08,杏锦路（海翔大道到杏林湾段）辅路开通问题的建议,杏锦路（海翔大道到杏林湾段）辅路已开始铺设，但从海翔大道到杏林湾路一侧的辅路，立有很多电线杆，这样即使辅路修好后，也没法启用。请政府加快清理阻碍道路通行的电线杆。同时此段路计划什么时候开通？辅路在杏锦路主路通行后，已经1年多无明显进度，请政府加快集美新城的路网建设，为民办实事，谢谢！,该件所述涉及杏锦路道路改造工程，业主单位为厦门百城建设投资有限公司，据该公司反馈，目前杏锦路辅道施工受电力杆线迁改影响部分路段无法实施，建议电力部门加快迁改进度。百城公司将于电力部门完成电力迁改并提交施工用地后尽快完成剩余工程量施工。,2015/2/12 16:39
建议,教育局,2014/12/9 8:28,杏东学校安装隔音栅的建议,杏东学校紧临杏林大桥，大桥过往车辆多，噪声严重影响杏东学校师生的工作、学习与生活，建议装隔音栅，给学校一个良好的环境，谢谢！,经了解，根据规划布局，该校与杏林大桥距离符合环保要求。关于在桥上安装隔音栅栏的建议，请向大桥管理方反映。,2014/12/18 16:22
建议,建设局,2014/12/10 16:15,孙厝公交车站改善的建议,建议将孙厝公交车站改善,孙厝公交站位于同集路孙厝村村口旁，现设有“孙厝站”公交站点。目前该站点周边道路通行环境较差，机动车、摩托车、小摊小贩占据道路，致使公交车辆无法正常停靠公交站点。建议相关执法部门加大对该路段的巡查和处罚力度，确保公交车辆能正常停靠站点。,2014/12/18 16:06
建议,侨英中队,2014/12/10 16:18,孙厝小摊改善事宜的建议,孙厝路口一条街上的小摊很多，经常导致交通堵塞，建议划线将小摊限制在一定范围，不要超出，或者禁止摆摊，集中设置一个小摊处，方便居民出行的同时也可以避免到处都是垃圾的现象。,经查，孙厝路口小摊占道经营，我局侨英中队执法人员己加强日常巡查，并对此路段的占道经营行为进行劝导与取缔。,2014/12/19 17:00
建议,杏林街道,2014/12/10 16:54,杏林东方牡丹园环境差问题的投诉,牡丹园一期（建行正对面）1#、2#楼楼下居民公共空间存在以下严重问题（多次向物业及此平台反映过但基本上没有结果）1、餐饮店脏水任意排放致使老鼠、蟑螂、蚊虫特别多严重影响卫生环境2、收破烂在楼梯处推放破烂、杂物等严重影响环境卫生及给老鼠多个生活空间，也容易造成火灾安全隐患3、公共空间被店家围隔占用致使公共空间变成私有化，居民自行车、摩托车停放困难及影响美观，原来有店家隔成房间后来被城管拆了一小部门（不知当时为什么不全拆除），现在整个空间照样被围隔占用，二幢楼的公共空间一二百平方米被各店家一一占为自己的私有用地，不仅环境脏乱、也会容易带来水灾隐患。对以上问题物业根本不会去管，居民反映强烈只能借助此平台希望居委会、城管带头把店家占用空间还给我们，还居民一个干净整洁生活空间，方能有个和谐生活空间。,投诉件所反映餐饮店脏水问题，社区工作人员已会同牡丹园物业工作人员清理完毕，并对餐饮店主进行环境卫生的劝导。关于楼梯处堆放杂物问题，社区居委会与牡丹园物业工作人员曾多次上门对店面业主进行劝说，但收效甚微。社区已把此情况上报集美区城市综合管理执法局，请执法部门进行处理，还给居民整洁的公共空间。,2014/12/24 16:33
建议,,2014/12/19 12:59,杏东路延伸段交通,"杏东路延伸段4个大的楼盘(万科,中海,联发,禹洲)陆续交房入住,945路和947路上下班高峰期人多挤不上去,建议增加班次或线路",,
建议,建设局,2014/12/22 13:42,945公交增加班次的建议,早晚高峰期的945车子实在是太少了，人多，挤不上，班次少，是不是可以高峰期发车的密度频繁一点，主要是早上7：00-8：00晚上5:30-6:30哪怕只增加两班也不会挤成现在这个样子.盼回复,945路目前有9部运营车辆，高峰期10分钟发一班车，早晚高峰期是民众出行集中时段，路面车流量大，对班次的正常运营造成较大影响，是乘客乘坐拥挤的根本原因。公司已在进行客源调查，适时增加运营车辆数，加密班次。,2014/12/30 16:17
建议,"路灯所,集美城发,灌口镇,集美城发,建设局,灌口镇",2014/12/24 14:10,提早亮灯时间,灌口镇双岭村墩仔到上、下寮沿线的路灯现在亮灯时间为18:30。因天色暗的比较早，而路灯时间没有修改。这样对行人造成不便，也给上学的孩子造成了安全隐患。希望提早亮灯时间！,经了解，路灯已经调试完毕，现在双岭村墩仔到上、下寮沿线的路灯已经从18：:0调至到17:30亮灯。,2015/1/23 11:33
建议,建设局,2014/12/24 16:16,902车次太少的投诉,交通局的领导们，能否在上下班高峰期（早上7~9点，下午5点至7点间）增加902公交车车次呢，每次等公交都需要半个小时以上，每天大家都在说着岛内外一体化，可上下班高峰期等个公交都需要半个多小时，您说能一体化的了吗？？,902路目前有4部运营车辆，每20分钟发一班车，为了更好的方便乘客出行，公司已在申请购车，将根据实际情况，适时增加车辆，加密高峰班次。,2014/12/31 15:22
建议,杏林中队,2014/12/24 18:39,请适当给失地农民退养渔民一条生路的建议,杏林村，一个四五千人的大的渔村。几年前靠着一个人三分地种水稻维持口粮。因为靠海才能多点其他的收入！园博园征用的整个杏林村的稻田旱地，水塘，整个杏林村失去了这口本来就吃不饱的口粮，西海域整治，我们上岸了，这点经济收入也断了！化工学校轻工学校化工机械厂，北溪饮水渠，两个部队营地，公路铁路（这些都是无偿奉献的），那个不是占用了杏林村的土地？政府拿过多少补偿杏林村村民呢?园博苑经过层层提留到每个村民补偿一万多，够买多久的口粮？西海域补偿也落入了很少部分人的腰包。政府给的两块地一块温泉一块金包银！温泉那块原本以一年八百万出租，现在变成四百万（说是经过村代表通过，村代表早被买通了）金包银八年了没有音讯，地块政府建地铁正好经过又被无偿占用？杏林村村民怕苦，不怕累，自己筹措资金（有的贷款，亲朋好友四处借，有的甚至借高利贷）在原有的宅基地上多建几层出租房，好收点租金，改善生活。杏林村村民没给政府填麻烦，自己想办法解决出路收入问题！然而现在连建房子都不让建！有钱的五六七层甚至八层都建好了!没钱人等现在资金到位却不让建了！整天城管威胁拆拆拆！穷苦老百姓就是这样无助！不敢给政府添麻烦，却得到政府的为难！整个杏林村百分五十已经建到五层以上了！剩下的百分五十怎么办？要我们饿死？政府的选择性执法让我们这些没关系的，没后门的怎么活？求给失地退养农渔民（这些没文化，政府解决的安排出路的都被有后门的抢先，如环卫工）一条生路吧！给我们一条自己养活自己的道路！,我局杏林中队根据“集美区委、区政府关于开展‘两违’综合治理专项行动的实施意见”和“集美区查处非法占地违法建设工作网格管理和督查办法”的文件精神，对辖区内杏林社区的非法占地违法建设和违反规定的高层建设，依法依规进行了严厉打击，希望辖区内正在进行旧房翻改建的居民给予理解和配合。,2015/1/22 15:14
建议,城管办,2014/12/25 10:15,集美祥和雅筑小区安装夜景工程的建议,祥和雅筑位于天安路，人文景观逐年变化很大，人流量也很大，整个小区的建筑形式都富有嘉庚式建筑群，再加上这一带的夜间显得太黑暗，路口多，很不安全，如有夜景工程的话，这一带会更显得有人文氛围，也是集美另一个闪光点，请领导们考虑，也衷心希望这里的环境能越来越美，让居住在这里的人们能更加热爱这片热土。,,
建议,规划分局,2014/12/25 13:41,杏林大型综合体规划的建议,杏林人口也不少，怎么没有规划一处大型综合体？,感谢您对城市规划的关心。您的建议很好，在杏林杏锦路与杏林湾路交叉口规划定位为现代服务业区，现代服务业区是一个大型综合体。,2014/12/29 11:26
建议,集美街道,2015/1/2 17:34,集美城区建筑外墙景观改造的建议,近段时间，集美区掀起了大规模、彻底式的沿街沿路、老旧小区建筑景观改造，相信将进一步营造集美温馨、整洁的城市氛围。希望有关部门注意细节（如争取嘉庚风格屋檐，或清理屋顶违章搭盖，或规整外墙有关管线，或配套夜景工程），把景观提升最大化。另外位于集源路的丽海清庭小区在第一轮的景观改造中对沿集源路第一排建筑进行外墙粉刷，未对小区内靠炮兵部队建筑外墙进行粉刷，两处风格极不协调，建议有关部门在第二轮改造中完善小区内仅剩下的一排建筑外墙。,经了解：根据厦集委办【2014】55号文（美丽厦门?人文集美“道路整治提升百日行动”）的通知，兹有我街道石鼓路、印斗路等5条道路整治提升，因时间紧、任务重，本次施工只针对沿路两侧的房屋进行外立面整治，对于后续要进行改造的居民楼，我街道会根据实际情况安排时间实施。,2015/1/29 15:53
建议,集美街道,2015/1/4 14:53,盛光居委会沿街外墙粉刷的建议,集美石鼓路沿街旧墙粉刷一新很漂亮，但盛光居委会沿街外墙在集美菜市场公交站点正对面及肯德基旁都可一目了然地看到，又脏又旧有碍市容却没粉刷，游客看了很不美观严重影响美丽集美这厦门旅游面窗口形象，希望有关部门关注！,经了解：根据厦集委办【2014】55号文（美丽厦门人文集美“道路整治提升百日行动”）的通知，兹有我街道石鼓路、印斗路等5条道路整治提升，因时间紧、任务重，本次施工只针对沿路两侧的房屋进行外立面整治，对于后续要进行改造的居民楼，我街道会根据实际情况安排时间实施。,2015/1/26 15:40
建议,集美街道,2015/1/4 23:47,银江路122号外墙改造问题的建议,尊敬的领导你们好，我是银江路122号（坂头水库宿舍楼）的住户。上个月区里面组织人员对我们这栋楼外墙进行翻修改造，现在已经完工，很感谢政府的举措，现在楼面焕然一新，我们居民看着也很高兴。但是，既然政府有心为我们这样的老旧居民楼做点事情，真的需要好好多动脑筋，我们这栋楼比较老旧，楼下的污水池已经破烂，污水横流，施工队员外墙结束后，直接撤走，对楼下的污水视而不见，希望领导们看到这条信息能多照顾我们这样的老旧居民楼，帮忙在多加强管理。,经了解：银江路122号楼下污水外溢问题，是因该处管道狭小且老旧，我办已联系管道维修公司到现场进行查勘，并出改造方案，待资金审核到位，将马上进行管道维修。,2015/2/9 15:10
建议,,2015/1/5 9:11,关于L22链接线恢复到原来路线的建议,以前浔江路在修路，所以L22链接线改道了，可现在路都修好了，为什么还不走浔江路呢?浔江路交通相对没那么拥挤，现往返路线经大学湾、农贸市场、古龙明珠，都是小区、市场的出口，人流车流大，在高峰期时有堵车、刮擦现象发生，为何还要加塞呢？改到浔江路只是线路的微调，还是可以方便附近的居民出行，再者原先路线的规划应该也是经过科学的论证的。,您好，该问题建议您直接拨打公交集团客服部968828反映，谢谢！,2015/1/5 11:19
建议,侨英中队,2015/1/6 11:51,孙厝路口小摊占道经营问题的投诉,之前提过的孙厝路口小摊占道经营的问题，据回复侨英中队执法人员己加强日常巡查，并对此路段的占道经营行为进行劝导与取缔。但事实并未看到巡查人员，小摊依然猖獗，垃圾堵车常有发生，还请有关部门加大整治力度。请为百姓办点实在的事情。,经查，集美孙厝路口占道经营问题的投诉，我局侨英中队执法人员经常在日常巡查中针对此路段的占道经营行为进行劝导与取缔，并对占道经营者进行教育，但往往收效甚少。因为孙厝路口存在多方面问题，一、来往的士违章乱停放，摩托车非法载客占道，二、流动摊贩占道经营问题严重，才会产生如此乱象局面，鉴于此，中队执法人员已安排人员定人定岗，加强对占道经营者的宣传劝导，至于的士违章乱停放，摩托车非法载客问题，建议向相关部门进行反映。今后，中队将加大对该路段占道摆摊行为的日常巡查与劝导。,2015/1/20 16:04
建议,建设局,2015/1/6 13:48,关于开通到同安工业集中区公交路线的建议,您好，建议开通同安工业集中区内梧侣站点直达孙厝的公交车辆，在工业区内工作的人每次回家都需要乘坐工业区里面的小三轮车，再到同安集中区站搭公交车，不安全且耗钱，而之前新开通的652不经过孙厝，而是在霞梧靠站后转到嘉庚体育馆，若我们再下车换乘，经常等不到可以回孙厝的公交车，梧侣到孙厝的路程遥远，建议开通公车。,1、跨区线路审批权在市运输管理处。,2015/1/13 16:34
建议,公安分局,2015/1/8 17:26,拆除杏林湾路禁止货车通行牌的建议,编号：MD###2316发表人：游客发表时间：2014/12/2617:29:01主题：杏林湾路大货车通行问题内容：杏林湾路禁止大货车通行，标识牌挂的清清楚楚，可大货车通行无阻，请问这种情况要什么部门管理？为何处于无管理状态？转办意见：办理单位：公安分局转办时间：2014-12-2911:01办理期限：2015-01-06答复意见：杏林湾路禁止大货车通行标识的设置是按照市政规划设置。杏林湾路是城区道路，应当禁止大货车通行。但目前，杏林湾路周边城区都是施工工地，处在建设阶段，并非成熟完善城区。杏林派出所2015年1月5日答复时间：2015-01-0515:25既然现在允许货车通行，就应该将禁止标志拆除，不然你让司机如何行驶？鼓励司机违法？货车在这路上行驶就觉得交通设施牌形同虚设，是不是连其它的标志也可以不遵守？,我所已请示交警大队，按交警大队指示，按目前设置标志执行，我所会在杏林湾路加大这方面执法力度。,2015/1/21 15:52
建议,公安分局,2015/1/9 9:16,杏林大桥头（杏东路与杏滨路十字路口）红绿灯坏的投诉,杏东路与杏滨路十字路口往四个楼盘方向的人行道红绿灯故障日久，给过往行人带来诸多不便，该红灯时，红绿灯同时亮，该绿灯时，一个都不亮，行人都不知怎么走了。建议有关部门尽快修复，谢谢！,该红绿灯归属厦门市公安局交警支队管养和维护。我队已经协调交警支队派员予与修复。,2015/1/16 16:59
建议,集美城发,2014/11/8 13:40,关于永祥新城地下车库事宜的建议,之前有反映过永祥新城地下车库事宜，虽然不是修补得很好，但是至少目前有看到在修补，现在扬尘情况好了很多，感谢建设局及集美城发的关注！但现在施工修补后很多原来地板上的水泥块及车位位置大量的积尘都没有清理，物业从来就没有清理过地下室，这样用不了多久，整理过的过道还是会跟以前一样，建议物业用水冲洗一次，并定期清洗，这样才能保证施工效果，希望相关部门监督执行，谢谢！,永祥新城地下车库地面处理工程11月8日结束，9日正式移交物业公司，即日起物业公司组织人员开始对地下室进行全面清洁，12日已完成。,2014/11/12 16:10
建议,民政局,2014/11/12 17:01,关于错开社区及街道服务窗口工作时间的建议,现在都在提倡朝九晚五的工作时间，可惜作为政府底下的基层办事窗口反倒做不到这一点。现在厦门的行政服务中心为了更好的服务办事群众，方便群众办事，都更改了以往的办公时间，效果也不错。是不是居委会和街道的便民服务窗口也可以改下时间。现有集美区行政服务中心的办公时间是早上9：00-12：00，下午2：00-5：00，为了保证居民办事的可接续性，又因许多行政事务都必须先至居委会及街道先办理，因此建议将居委会的工作时间更改为８：30－11：30，下午1：30——4：30。请相关部门给予考虑，调研实施。,请说明具体镇街。,2014/11/18 16:25
建议,,2014/11/14 15:16,杏林大桥万科方向引桥设隔音栅的建议,杏林大桥万科金域华府方向，车流大，噪音影响严重，本楼盘住户苦不堪言，早先金海湾方向设置隔音设备，降噪隔音效果明显，建议有关部门在万科这边也设置相应隔音设备，谢谢！,1、2004年6月国家发改委正式批准了杏林大桥立项，而周边的小区于2011年初才陆续交付使用。在杏林大桥已建成通车的事实条件下，房地产开发商应充分考虑到通行的车辆会对居民带来噪声污染，并责无旁贷的解决好噪声防治的问题。,2014/11/17 11:05
建议,建设局,2014/11/14 16:01,有关景观工程的建议,景观环形路要以自行车道或步行道和主要的居民区或街区进行无缝对接，以方便居民出行。,我局会充分考虑广大群众的意见，并将意见反馈至规划部门。,2014/11/24 15:58
建议,公安分局,2014/11/14 20:14,关于三社路口设置人行道或减速带的建议,MD###0740上次建议是9月16号，现在快两个月过去了，路口还是一样，车辆到路口都不会减速！每到上下班（学）高峰期大车，小车，自行车，行人，学生；左拐，右拐，直行全部都挤在一起。就在今天11月14号早上五点10分左右，一辆小车不知道什么原因撞在路口中间的绿化带上，前盖和驾驶室己经严重变形！请问，这样的交通只会给行人和学生带来安全隐患！！！！！请领导为附近的学生和村民考虑，尽快设置减速警告和人行道标志。。。。。。。,有关来信提出对三社路口设置人行道或减速带的建议，我队已经上报集美区道交办协调公路产权单位厦门市公路局做进一步完善和落实。,2014/11/26 16:24
建议,灌口中队,2014/11/16 22:06,灌口凤泉广场步行街违建及占道经营的投诉,集美灌口凤泉广场步行街店门口乱搭帐篷，不仅影响了市容而且占用了一些停车位，请有关部门及时清除这些占道经营。,接交办单后，我局灌口中队执法人员已联系凤泉广场小区物业对该店家进行沟通解决。下步执法人员将加强巡查，一旦发现有店门口乱搭帐篷的，立即进行纠正。,2014/12/3 16:10
建议,机关事务局,2014/11/18 13:21,集美区劳动局一楼、二楼人才市场卫生间脏乱差的投诉,集美区劳动局一楼、二楼人才市场的卫生间可以重新装修一下了吧，厕所门板上写满了乱七八糟的东西，人流量多建议定期安排清洗，每天都是恶臭，地板经常湿漉漉的，落脚的地都没有，人才市场的人很多都是第一次来厦门找工作的，给大家一个好印象。,经我局工作人员11月19日现场勘察，投诉件所反映的情况基本属实，为此，现已安排施工队进场整改，并责成物业管理人员今后加强巡察保洁力度。,2014/11/28 16:16
建议,集美街道,2014/11/20 9:10,集美石鼓路126号之二楼下老鼠成患的投诉,集美石鼓路126号之二楼下老鼠成患，影响居民的生活卫生环境，希望有关部门给予灭鼠及填堵鼠洞。为居民创造好的卫生环境。,关于集美石鼓路126号之二楼下老鼠成患的投诉，首先感谢居民对集美街道社区管理的关心。经了解：目前“除四害”工作集美区“PCO”服务模式由政府购买，可能会出现“PCO”施工不到位，我们会抓紧督促社区工作人员进行补漏。,2014/11/28 17:02
建议,综合科,2014/11/24 20:43,城管部门周末也要有人值班的建议,周末城市一样要管起来，建议城管部门周末也要有人值班，还有城管执法热线到底多少，12#19？,您好，我局周末均有安排值班人员值班，如有问题要咨询或投诉可拨打市执法局投诉热线12319或我局投诉热线6258993。,2014/11/26 16:25
建议,"公安分局,建设局,建设局",2014/11/25 9:11,建议在有货车禁行的小区路上假装限高门,厦门岛外最大保障房滨水一里二号地块和三号地块之间的小区路段有明确的禁止货车双向通行标准。可是大货车、拖车、水泥泵车以及土方车根本不管禁行标志。白天、夜晚、凌晨3点都通过。由于道路两侧都停有车辆。这些大车过幼儿园门口不减速，长时间鸣笛，加塞。威胁着行人和幼儿园小朋友的安全。由于执法困难，故建议区职能政府能协调相关单位在此路段设立禁止货车通过的限高门来遏制此种危险和不良行为。,,
建议,教育局,2014/11/25 18:46,侨英小学放学问题的建议,侨英小学下午放学后学生有时被老师留得很晚，而且有时候是整班留到快六点了，家长要在校门口等将近两小时。家长大部分是外来务工人员，让孩子自己回家怕出意外，可是有时一等就是一两小时，实在没法，希望尽量能让学生按时放学,感谢家长对我区教育事业的关心！经了解，就学生安全问题和家长的建议，侨英小学平时能按照作息时间及时组织学生路队离校、按时清校。近期学校举行系列全校性的班级比赛，个别班级因比赛训练较晚，又未及时与家长做好沟通工作，因此耽误了家长的时间，让家长担心。学校要求在清校时间就须组织路队离校。今后该校会根据家长的建议，继续及时做好放学清校工作，并加强与家校沟通，共同促进学生安全健康成长。,2014/12/3 15:47
建议,集美街道,2014/11/25 20:26,丽海清庭小区美化提升的建议,集源路附近的丽海清庭小区什么时候考虑美化提升？,关于丽海清庭小区美化提升的建议，经了解：目前银亭社区把丽海清庭对面脏乱差的海光花园列入“美丽厦门”的环境整治改造项目之一。而丽海清庭小区早期社区已进行环境整治，因社区经费有限，目前尚未计划该小区进行进一步的美化提升。,2014/12/5 15:53
建议,"公路分局,公安分局",2014/11/25 22:26,同集路两边辅道通行问题的建议,现在同集路两边辅道怎么大车轿车公交车也可以走啊，请问我们这些农民走哪里？自行车摩托车走在辅道上都在跟那些大车轿车公交车辆拥挤!太危险了啊！特别是高峰期。。。。哎。。。为何中国的车祸率会那么高，想想谁的错！,近期，区政府拓宽改造了同集路两侧辅道，主要目的是作为公交专用道，以提高同集路机动车辆通行率。目前，同集路两侧辅道没有限制大车、小轿车、公交车、摩托车通行，属于机动车与非机动车混行车道。,2014/12/3 15:47
建议,"灌口镇,建设局,灌口镇",2014/11/26 1:26,关于对灌口新亭洪茂一带美丽乡村建设的建议,如题，集美新城灌口片区及城市学院就在新亭边上，右手边又是大片的绿地未开发。是否可以考虑将新亭这一代列入村庄宜居环境整治，乃至美丽乡村建设呢？这样才不会让人感觉灌口片区孤零零的突兀不堪。比如新亭，现在连路灯都没有，一个十多年前建设的垃圾池已经满足不了现状需求，而且设在村口既不合理。还有公厕也该改造了。现在周边许多山区县城都搞的有声有色，希望灌口政府下点心思！谢谢,关于没有路灯，建议向村委会反映，由村委会统一上报。关于垃圾池问题建议像环卫站咨询，电话：0592-6096616,2014/12/11 15:20
建议,建设局,2014/11/26 11:29,厦门十中到化工学校道路安装隔音栏的建议,厦门十中到化工学校这条路靠铁路路段可以装隔音栏吗，火车，汽车声严重影响学生学习、休息。,我局将认真研究市民建议，现场勘查后制定可靠方案。,2014/12/2 16:46
建议,规划分局,2014/12/1 11:14,集美中心花园旁边110万伏变电站设置不合理的建议,尊敬的集美区区委李书记：这是一个大居民区，建议政府重新规划新地点，如海边汗水处理厂旁边较合理。,110K浔江变电站项目所有审批手续都已办理完毕，均符合技术规范要求，该变电站的建设就是为了服务周边用户。,2014/12/3 15:42
建议,环保分局,2014/12/2 14:49,企业排污管理的建议,想问一下，企业有毒的废水，废气乱排现象，什么时候也可以按照机动车规一样罚分。总分12分，废水废气乱排一次性6分或者12分，安全事故一次3分或6分，大事故6分或12分。这些都是影响可持续发展的重要因素。和以人为本，绿色地球的口号相违背。分数无法用钱抵扣。分数扣完由法院强制执行关闭。法人及相关董事无法申请公司。请问政府是否有相关的类似政策执行呢？,目前，企业污染处理、污染物排放均有相关法律法规及规章制度，环保部门依据此对企业进行监督管理，目前的有关法律法规、规章制度均无以上建议内容。,2014/12/19 17:09
建议,"行政服务中心,机关事务局",2014/12/2 15:59,关于对集美行政中心物业管理人员的建议,印象中服务接待行业应该随时保持微笑状态，不管面对群众还是领导。但是这一次给我感觉她们脸都臭臭的，这真心影响到了行政中心的形象。希望行政中心能定期给她们一些培训，日常多监督她们的行为举止，提升物业管理人员的整体质量。,首先感谢“游客”同志提出的诚恳建议，事情发生后，管理局和物业公司对此事非常重视，也进行了相应的调查，并对此事作出以下处理：1、对当事人进行批评教育；2、对物业公司相对应的岗位人员进行培训，提升服务意识，提高服务质量；3、管理局和物业公司有关部门加强日常巡查和督导，确保此类事件不再发生。,2014/12/15 16:06
建议,公安分局,2014/12/2 17:13,杏林东路与杏滨路十字路口红绿灯设置不合理的建议,杏林东路与杏滨路十字路口红绿灯设置非常不合理，往联发杏林湾一号方向左拐红灯时间过长（约3分钟），绿灯时间过短（约15秒），导致常常堵车，希望政府有关部门能尽快调整下，谢谢！！,一、调研情况。我队多次对杏林大桥往杏滨路与杏林杏东路交叉的红绿灯路口的交通流进行调研，根据高峰期、平峰期机动车辆流量情况多次对红绿灯路口四个方向的灯控时间做了调整，目前，该路口红绿灯配时能够较好地解决以往该路口交通滞留问题。同时，与厦门地铁一号线配套的杏滨路施工工程规划也在论证中，届时交通流将发生变化。,2014/12/5 15:38
建议,后溪镇,2014/10/20 16:15,黄地村村务公开的建议,为什么整个后溪镇就只有黄地村的村务没公开，网站上点击黄地村进去什么内容都没有，村民建议黄地村政务、财政支出都需要公开！,我镇已向黄地村委会反映此事。,2014/10/28 16:47
建议,"路灯所,集美城发",2014/10/21 9:16,杏林纺织路南段路灯建设问题的建议,"杏林纺织路南段现都有安装路灯,但路灯管理不好,路灯底部电源设备被小偷偷走,这些路灯自安装以来没有点亮过,这条路晚上有很多老人和家长带小孩从纺织路到文滨路散步从这里经过,人行道上有很多杂草,给散步人们带来很多不安全,与两边漂亮的文滨路和纺织东路相比,显得不协调,我们希望有关单位,真正为民办实事,好事办好,落实省政府提出马上就办,办就办好工作精神,为我们周围居民做点好事,期盼这里路灯早点亮起来.",经了解，所反映的路段应为纺织路北段，该路段为市政开发总公司建设，路灯至今未移交路灯所管理，建议市民向市政开发总公司反映。,2014/11/14 16:11
建议,公路分局,2014/10/23 8:45,关于在集美大道人行道种植遮阴树木的建议,集美消防支队西边的集美大道最近在做绿化，建议在人行道旁种遮阴的树木，现在一部分种的棕榈树，一部分种的大树离人行道太远。还有孙厝往诚毅BRT方向道路两边种的1人高的小树，晚上路灯本来就昏黄，从BRT往孙厝走，如果走在人行道上（两边情况一样），感觉到不安全，如果发生人身意外的话，外面的人根本就看不到，建议把树木的高度降低一些。,转办单所述的孙厝至诚毅BRT段绿化工程实施是根据区政府部署安排考虑，待灌木成活，日后养护过程中将结合此诉求考虑修剪灌木丛。,2014/10/31 10:18
建议,集美街道,2014/10/24 15:17,关于对万美花园业委会的建议,街道领导，之前对万美业委会的相关情况这里希望街道能予以关注，如果在备案时希望能进行公示并对业主们进行走访了解真实情况。,关于对完美花园业委会的建议，经了解：目前尚未接到完美花园业主委员会备案材料。,2014/10/29 15:34
建议,人社局,2014/10/28 23:04,关于集美区非在编考试和厦门市事业编统考考试时间冲突的建议,此处集美区非在编招考打印准考证时间为11月3日，考试时间未具体明确；厦门市事业编招考考试时间未11月8日；诸多考生同时报考了上述2场考试，建议有关部门在安排集美区非编招考考试时间时能考虑时间冲突因素，避免二场考试在同一时间开考，给广大考生多一次机会。,集美区机关事业单位非在编岗位、区属国企公开招聘考试于2014年11月15日（周六）举行。,2014/11/3 16:45
建议,公安分局,2014/10/29 12:55,杏滨路大卡车噪音扰民的投诉,杏滨路上杏林大桥这个地方凌晨很多大货车经过，还有半夜在那飚机车的，严重扰民，这里万科金域华府、杏林湾一号，中海、禹州等楼盘都已经陆续交房入住，建议凌晨杏滨路和杏林大桥不要大卡车通行,一、机动车噪音扰民的职能管理部门是环保局。,2014/11/5 11:35
建议,建设局,2014/10/30 20:04,增设中航城C区公交车线路的建议,目前，中航城C区已入住不下千户人家。可这千户居民的出行，却没有一条公交线路提供保障。家有车的还好些，没车的，都是沿着工地土路走到市民广场站的。白天还好些，晚上不开路灯，下班回家晚的，就着实辛苦且没安全保障了。（不要等到出现事故，才亡羊补牢）虽然C区周边道路还在抢修过程中，但几条关键出行道路已经畅通，应该具备通车标准。故请相关部门，能体恤民情民需，尽快增设中航城C区公交车线路。急，急，急！！！,公交线路的开通需具备两个基本条件，一是道路建设完善并达到相应等级；二是线路的起始点设有公交首末站。,2014/11/7 15:34
建议,教育局,2014/10/31 11:54,公办幼儿园问题,侨英街道的浒井社区、兑山社区、霞梧社区等均有安排公办幼儿园可入读，为何东安社区没有公办幼儿园可读，孩子只能到私办幼儿园就读。建议在东安社区建立公办幼儿园，不管是同集南路以西或已都都应设立公办幼儿园。,随着集美区环东海域的开发建设，侨英街道片区发展迅速，人口激增，为满足该片区学期教育需求，我区根据岛外幼儿园布局规划，已逐步在侨英街道新建多所公办幼儿园。由于幼儿园建设需根据城市整体规划，结合城市建设进程进行，目前在该片区没有幼儿园规划用地，如果街道或社区能提供合适地块（净地且需符合规划、环保等要求），政府可进行建设。,2014/11/10 16:05
建议,公安分局,2014/10/31 17:45,光明路延伸段光明里滨海花园路段限行的建议,光明路延伸段光明里滨海花园前的这条半截路，建议禁止集装箱车开进来。这里完全变成了集装箱车停靠站，尤其是晚上。吵得砸车的心都有。,调查情况：我所接到该信访件后，领导高度重视，立即指派警务队长和民警深入调查。经侦查后，光明路延伸滨海花园前的这条路为四车道，有交通部门设置的停车位，车辆可以在此停车。同时该路段也确实存在集装箱车辆违章停车的现象。信访件之前，我所每月都有对辖区的违章停车的现象进行纠违，针对光明路的违章停车现象共查处24余起。至于信访件建议光明路延伸至滨海花园路段限行的建议我所将此情况反映给交通相关部门。,2014/11/10 16:04
