click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
1168,2016/9/13,仓山交警大队李伟东工作徇私舞弊,2016年6月27日我家小孩子林文健骑电动车在仓山三叉街路口被一辆宝马牌汽车闽A###38撞伤，小孩子现场送到福州市二医院，在医院期间肇事司机不予支付医疗费用，说什么有事找保险公司，天呀，万一我也是农民工现场也没有钱出治疗费，那不是要把小孩子晾在医院大厅，人权何在。在事故中人员有受伤的情况下，李伟东警察没有给与先扣肇事车辆。就连当天肇事司机驾驶证都没有扣到仓山交警队。问：是谁赋予李伟东民警这么大的权力，是宪法吗？还是李伟东民警自己徇私舞弊，请厅长大人过申。此致敬礼,福州市公安局,2016/9/13,林焰*：您好！您的来邮已收悉，现答复如下：经核查，仓山大队案调中队民警李伟东在处理2016年6月27日在仓山三叉街路口闽AKM938宝马小汽车与电动车相撞事故过程中，医疗费用支付问题是严格依据《中华人民共护国道路交通安全法》第五章交通事故处理第七十五条和《道路交通交通事故处理程序规定》第五章调查第二节现场处置和现场调查第三十一条办理的。在该起事故处理的全过程中是依法依程序处置的。仓山交警大队民警李伟东工作中不存在徇私舞弊。感谢您对公安工作的理解与支持！,,,
703,2016/9/14,驾驶证扣分未清零,我的驾驶证在2015年在江西扣了3分，罚款也交了，但是在fj.122.gov.cn上面一直显示有3分，过了周期永远不清零，请给予处理,交警总队（交管局）,2016/9/8,苏卫波:您好！来信收悉，现答复如下：经核查，您驾驶证分数未清零的原因系江西的违法数据无法传输至福建，我厅工作人员已将您的驾驶证违法数据进行了更新，您的驾驶证分数已恢复正常。感谢您对福建公安工作的理解与支持。,不满意,2016-13-20 03:13:27,经查结果如下：您的驾驶证累计记分为5分。驾驶证累计记分满12分的，应当在十五日内到驾驶证核发地或者违法行为地公安机关交通管理部门参加为期七日的道路交通安全法律、法规和相关知识学习并参加考试。扣的5分中有3分是上一个周期的，为什么不能给消掉啊？
906,2016/8/8,聚众赌博无人管,"我在福州12#45网站多投诉，无人去管以下是2016。02。01诉求时间到现在还没有解决坚决取缔挂羊头卖狗肉的沿街店面,沿街店面,沿街店面.赌博窝点近日(半年了)一些赌客聚集在三英明弟煎包店附近124号沿街店面,沿街店面,沿街店面,明目张胆聚众赌博，一般都在中午12点过后开始赌，晚上8点到10点.请给予坚决取缔.请千万不要跟我讲,是小赌,或没有看到抓到.",闽侯县局,2016/6/22,您好！您反映的问题收悉，现答复如下：闽侯县公安局甘蔗派出所已多次组织警力对甘蔗三英煎包店附近沿街店面进行调查，暂未发现赌博情况。民警已警告沿街店面和人员不得组织或参与赌博。闽侯县公安局已责成甘蔗派出所加强巡查、摸排，一经发现赌博情况，坚决打击绝不姑息。群众如有发现赌博情况，请及时拨打110报警电话提供线索。感谢您对公安工作的支持！,满意,2016-53-17 02:53:12,1
715,2016/8/8,行政处罚错误,我的车辆闽C###Z3于2016-07-1318:27在东海大街嘉兴路路口，因不按规定停车违法行为，被交通技术监控设备记录，我已自行履行行政处罚。但车辆实际被贴单的位置是东海大街嘉吉南路（图片场景可以证明），并不是处罚书里面的嘉兴路，处罚事实不清，处罚错误。嘉吉南路也未见到禁停标志，是否可以按违停处理。希望予以答复,泉州市公安局,2016/7/19,罗志*同志：您好！您反映的信访事项来邮已收悉，现答复如下：经查询，您反映的闽C081Z3小型汽车于2016年7月13日在东海大街嘉兴路路口有一起因不按规定停放车辆，人不在现场的交通违法行为被拍照取证，并于2016年7月18日接受处罚。您如对该违法行为有异议的，可以到泉州市公安局交警支队法制部门提起行政复议。感谢您对公安工作的理解和支持！,满意,2016-53-17 02:53:11,1
668,2016/8/9,反映互联网预选车牌号BUG：要求取消所选号码及处罚,本人于8月1日上午进行互联网车辆预选号，在正式自编选号界面（第30次时），点击进入提示的“模拟选号操作”，在模拟操作情况下，点击确认号码，结果被系统识别为正式号码，这个号码并非我想要的号码（只是模拟试选的）；本人认为这个系统错误引起。本人马上投诉至厦门技术处：0592-58###36，回应说无法进行场景模拟，说是本人个人误操作，并要求本人自行举证。由于如果本人不用网络所选号码，则两年不可以网选，本人认为在未弄清原因的情况下这个处罚过于严重。诉求：1要求公开本人当时操作过程，确认是否是我的问题还是系统自身Bug。2.认为处罚过重，要求取消处罚，互联网办事应该是大势所趋，应该多鼓励，并容许犯错3.建议网络选号可以放弃，不应该选定了就不可以改。,交警总队（交管局）,2016/8/3,许培荣:您好，来信收悉，现将有关情况反馈如下：经我厅相关部门工作人员核实，您曾于8月1日11:32:48在互联网交通安全综合服务管理平台选取了闽D4211F机动车号牌。根据目前系统设置，模拟选号并无法确认号牌，因此，您选号操作所选取的号牌将作为正式选号。互联网交通安全综合服务管理平台是公安部推出的便民服务平台，全国各省框架、界面、业务操作规则统一，各省无法做出调整。但您提出的规则修改建议，我厅交警部门将及时向公安部相关部门进行反馈。如您确定不选用该号码，可以自行放弃并到车管所窗口进行20选1号牌业务办理。但根据公安部有关规定，将影响到您今后通过互联网方式进行选号的业务办理。感谢您对福建公安工作的理解与支持。,满意,2016-53-17 02:53:25,1
2670,2016/8/10,交警看错电子记录，造成的错误处罚。,"本人8月1日短信收到违章提醒：内容是7月13日9点10分，由本人丈夫驾驶闽J###05号牌小车，经过闽侯县城甘洲路交通路口，被闽侯大队六中队采集到如附件的照片，并以机动车逆向行驶为由，罚款100，扣3分的处罚。而事实并没有，请看附图照片和参照物。这完全是交警百忙中看错的错误处罚，请问该如何申诉,撤消因交警失误所造成处罚决定。谢谢",闽侯县局,2016/8/2,您好！您反映的问题收悉，现答复如下：甘洲路（交通路至昙石山大道）由昙石山大道往交通路方向单向通行，并在路口设有监控抓拍设备，经查看您提供的附件照片，车牌号闽JBE105小车于2016年7月13日9时10分在该路段实施逆向行驶的违法事实清楚，请当事人尽快前往违法地或车籍地公安机关交通管理部门接收处理。,满意,2016-40-17 02:40:46,1
3,2016/8/22,投诉三明市泰宁县交警大队,2016年6月30日，我队执勤民警在205省道原邵泰收费站卡口正常执勤，现场查获投诉人无证驾驶助力车。依法给予其300元处罚。经了解当事人因其驾驶的助力车悬挂的是临时超标电动车牌照，其认为是非机动车可不需办理驾驶证。经解释，超标电动车参照摩托车管理以上说法不公平居然是临时的助力车要办摩托车证你们要做出宣传而不是抓到一个算一个这样全泰宁助力车你们抓的玩吗你们还要给我们挂这个牌干嘛不给摩托车牌呢这个是你们的错不是我们的错如果是摩托车牌我还会不去办里摩托车正吗还会无正吗,泰宁县局,2016/8/22,您好！你的来邮已收悉，现答复如下：2016年6月30日，泰宁县公安局上青派出所执勤民警在205省道原邵泰收费站卡口正常执勤，现场查获投诉人杨某（杨智鑫）无证驾驶超标助力车且未戴安全头盔。执勤民警依法对当事人的无证驾驶和未戴头盔的违法行为进行处罚，该处罚并无不当。感谢您对公安工作的支持！,,,
826,2016/8/23,在高铁，我的水杯没盖盖，前排旅客调座椅，造成我被开水烫伤。,7月12号，我乘坐G301从北京出发，到福州（该高铁为福州管辖），在中午12点30分左右，我刚打的开水，放在座位放杯处，还没来得及盖盖。前排旅客调整座椅时，造成水杯跌倒，造成我左大腿内侧大面积烫伤。该车程车长与福州站，与旅客都没送我到医院。医药费目前已经花了500多，打福州110，福州110说此事件不属于他们管，身为外地人我现在很无助，请你们帮帮我。再次我谢谢你们了,福州铁路公安处,2016/8/23,您好！你的来邮已收悉，现答复如下：你所反映的情况属于铁路企业职责范围，不属于铁路公安管辖权限，建议联系南昌铁路局或拨打12306铁路投诉电话，感谢你对公安工作的支持与理解。,,,
1252,2016/8/23,为什么小车超过3本证就不让处理,为什么我们现在处理违章要处理一部车只能处理3本证呢难道我们的车借给朋友开了朋友拿去处理都不能处理吗还说什么我这部车已经有很多人处理了要我们车主去处理那这样说的话我们每个车主都不干把车借给朋友们去开了也不敢买车了全部以后这样走路把车全部卖了好了有的地方高速的不限证可以处理有的地方不能出了你们交警都是乱来的还有什么三明违章都能在漳州处理这个难以解释除非你们高速交警里面都是要收钱你们都是贪官欺负老百姓的欢迎你来电话咨询,交警总队（交管局）,2016/8/23,您好！来信收悉，现答复如下：根据公安部交管局有关规定，对一年内同一部车辆的违法记录处理人员超过三人的，公安机关交通管理部门应当进行调查核实。经调查核实，确属机动车驾驶人，排除买卖驾驶证记分嫌疑的，依法给予处理。根据我厅《关于进一步明确交通违法处理有关事项的通知》规定，违法行为人或者机动车所有人、管理人对交通技术监控记录的违法行为事实无异议的，可由违法行为发生地、发现地或者机动车登记地的公安机关交通管理部门管辖。其中，在我省发生的交通技术监控违法行为，涉及设区市（含平潭、福州长乐机场、铁路公安等）交通技术监控违法行为，可以至全省任一设区市交通违法处理窗口处理；涉及高速公路交通技术监控违法行为，可以至任一高速公路交通违法处理窗口处理。您在违法处理过程中如存在问题，可拨打我厅交警总队值班电话0591-87099555进行反映。感谢您对福建公安工作的理解与支持。,不满意,2016-16-24 02:16:41,我车是去年的违章我今年来处理我叫几个人去了车要年检才去处理的我今天又去三明市高速交警六大队兼二大队处理室他给我说一部车只能3个来处理我车主自己也到场配合了也不跟而且态度十分不好怎么当交警的都不知道还说为民服务我看是为钱服务有钱好办事还差不多这样搞的我们车主的车年检都不能年检有这样刁难人的吗讨个说法
2696,2016/8/23,我要投诉泉州市公安局交警支队支队长庄金山,本人：陈勤，于2014年10-31在南安市成功街普莲路口至美林大桥桥头路段300M处因醉驾被南安市柳城派出所执勤民警查获，依法吊销驾照5年，可至2016-4-19驾驶证才给予吊销，从案发至驾照吊销时长共计一年零六个月，本人于2016-6月份已至泉州市公安局申请行政复议，要求驾照吊销日期从法院判决时算起。现已接到泉州市公安局行政复议决定书，泉州市公安局交警支队支队长庄金山回复，此问题属案件办理程序上的瑕疵，对该办理程序上的瑕疵应予以指正，无法将驾照吊销时间进行更正。敢问领导为何工作上的纰漏瑕疵，对民众照成不便，结果却要人民群众自行承担这样的结果。望有关部门领导能够给予公正的处理结果。,泉州市公安局,2016/8/4,陈勤*志：您好！您反映的信访事项来邮已收悉，现答复如下：经查，您于2014年10月31日被南安市柳城派出所查处，后于2015年12月23日报送泉州市公安局交警支队，交警支队于2016年4月19日作出处罚决定。公安机关未能及时作出处罚决定，属案件办理程序上的瑕疵，不足以导致具体行政行为被撤销。您反应的吊销期限问题泉州市公安局交警支队正在与上级部门协调解决。感谢您对公安工作的理解和支持！,不满意,2016/10/23 5:10,泉州市公安局交警支队正在与上级部门协调解决是要等到什么时候，是不是等到头来还是空
19,2016/8/29,芗城区交警大队,厅长你好，我的一部车在今年5月8号借给我一个朋友开发生了一条交通违章，在处理该条违章时说该条违章需向到违法图像采集处接受调查，我就在6月14号连同我那朋友一起到芗城区交警大队交通违图像采集处（207室）找到一位民警把他所要求的资料都送了上去，当时我就问要什么时候才能办好我车子要年检了，他说要把资料送上去上面审批你就在家等结果吧，可我在家等了好几天眼看车子将超过年检日期了怎么还没接到电话呢于是我就跑下去问个究竟，到那之后发现当时给我办理的那个民警调走了换了另一个民警在办理，我就向他问了我的事情，他才从角落上搜起了我的资料说我的资料不行需要拿当时那人给我开车的那张借车合同。我第2天下午又去就把那借车合同拿给那位民警，当时又看了看资料说不行你这开车人要过来调查，（原先那民警就有叫驾驶人做资料按手印）这时我听了就有点厌气了，就问他你昨天怎么不给我讲呢我那么远跑到这来又处理不了你现在又叫我叫驾驶人来怎么来得了。他就一句话回答我“那没办法”，当时我就说我投诉你，他回答我说你尽管去投。我只能出去了走到外面时看到墙上挂了一个牌上面写着“到机关办事遇困难找96##58”，于是就打过去电话里头回答说“你所拨打的电话有误”，顺着那牌子往下看有一个“漳州市公安局投诉电话：059######07”就又打了过去对方有接，说等会儿有人会给我打电话来，过了一会儿果然有了个人给我打电话说给我办理的那人新调来的不太会办事叫我体谅一下，我能说什么呢。可能是打电话的原因吧停不久那位给我办理的民警给我打电话说星期一叫我带那驾驶人还有那合同来处理，我说好。到了星期一（7月4号）我又去了那民警就叫驾驶人做笔录，像破人命案似的问起问题来，问他5月8号那天穿什么衣服，那天在市区是怎么开车的，哪条路走哪条路，我那驾驶人回答说我证刚拿到证才一个多月，市区又很少走过，路叫什么名也不知道要怎么说呢，那民警说你不会说怎么开车，驾驶人说会开车就不会违章了，再说5月8号都过那么久了怎么会记得那天穿什么衣服呢，民警说既然这样那你这条处理不了明天叫你那天跟你一起的那个人来处理。今天我又打电话投诉了可没办法官官相互说我配合他办事就好了，那我还投诉什么呢，那牌子挂那么大个要干嘛呢，难道不用花钱买吗？为什么别人那么容易处理我的就那么难呢，没求人真的不行吗？新上任的官就那么大吗？我真不该打电话去投诉他。我那车年检期已经逾期了车子都不能上路了，望厅长帮帮忙。谢谢,漳州市公安局,2016/7/7,王全*：您好！你的来邮已收悉，现答复如下：你名下车辆闽E6B935号小型轿车至2016年7月6日之前，共有九人处理了该车的监控违法，根据公安部《关于根据交通技术监控记录资料处理交通违法行为的指导意见》第12条规定：“防止代理人员接受违法行为处理。要建立”重点人员监控数据库“，对在一年内同一驾驶人为非本人所有的3辆以上不同号牌机动车，或者3名以上的驾驶人（不包含机动车所有人、管理人）为同一号牌机动车接受违法行为处理的，列入涉嫌代替接受处理的重点人员名单，暂停其违法处理业务，并对其涉嫌代替接受处理的行为组织调查。”根据上述文件规定，需暂停闽E6B935号小型轿车的违法处理业务，待调查核实后处理。因闽E6B935号小型轿车系你借给朋友时发生违章，你到芗城交警大队提供了两起监控违章驾驶人的借车合同及该车使用时间。其中一名驾驶人经芗城交警大队调查核实确认后已于2016年6月5日处理好该监控违章，另一起监控违章驾驶人因人在四川，需等其回来到芗城交警大队配合调查核实后方可处理。感谢您对公安工作的理解与支持！,,,
98,2016/8/1,又两个月过去了,尊敬的坐着的领导:你们好！我啥也不想说了，就想问一句我的事啥时候能解决？其他不用说了，都是推辞的解释，真没必要！给个痛快点的！能解决不？如果我骑车或驾驶汽车被抓到时我会直接起诉你们公安系统玩忽职守，故意陷害公民犯法达到私己的目的！我也不顾自己的颜面了，真无路可走了，也不排除向各大媒体曝光！不是我不报考取得驾驶证资格，而是因为你们的玩忽职守造成的！我相信会有媒体愿意这样铤而走险的去曝光的吧！,,,"陈日*同志：您好！您反映的信访事项来邮已收悉，现答复如下：鉴于泉州市公安局交警支队无解除对您终生禁止重新取得机动车驾驶证限制的权限，为保障您能重新取得机动车驾驶证的权利，泉州市公安局交警支队已再次向省交警总队反映，并与省交警总队进一步沟通，得悉省交警总队已将此事件上报公安部无锡科研所正在更改中，若有进一步消息，会及时通知您,希望您能耐心等待，给您造成的不便之处请您谅解。感谢您对公安工作的理解和支持！",不满意,2016-55-01 05:55:47,报上去3个多月了吧？怎么还一直在更改中？
30,2016/8/2,异地违章判罚不公！,周六去漳州港，收到违章短信，超速10%以上20%以下。被扣3分，罚款20元。我认为扣这3分非常不合理。扣钱即可，10%超速而已居然要扣3分？这是要拒绝厦门车再去漳州港么？如果每次判罚都这么任性，漳州港怎么发展。强烈要求撤掉扣的3分。,漳州市公安局,2016/7/31,刘莫*：您好！您的来邮已收悉，现答复如下：您的超速10%以上20%以下的交通违法已违反《中华人民共和国道路交通安全法》第42条，《中华人民共和国道路交通安全法实施条例》第45条和第46条的规定，依据《中华人民共和国道路交通安全法》第90条予以处罚，处罚标准为全省统一。感谢您对公安工作的支持与理解。,,,
67,2016/8/3,信件发出快一个月了，还没得到回复,"尊敬的领导您好！关于我的违章申诉信件编号：WS###9##59,已经发出有近一个月了，为何一直没有得到漳州交警相关人员的回复。",,,"林俊君同志,您好！您的来邮已收悉，现答复如下：经核实，您驾驶的车号为闽EGZ025的小车于2015-07-1215:08:25沿新浦路由东往西行驶，新浦路与打锡巷由东往西方向已提前设立禁止右转标志，该车由新浦路右转驶入轨迹明显，已经违反禁止右转标志的指示，该违法事实清楚有效。感谢您对公安工作的支持！",,,
22,2016/8/3,投诉漳州开发区交警大队,28日我收到我车子闽dg##85的违章信息，我上网查询后发现违章照片显示的车子不是我的车，车牌也不是闽dg##85，而是闽Dg##86，我就根据短信上的漳州开发区交警大队电话打过去反映，接电话的交警告诉我说他们没办法纠正错误，让我处理。我已经到漳州12#45平台投诉过，过了好多天了也没人处理，我的车子已经到年检时间了，现在无法年检，请领导过问关心一下，谢谢,漳州市公安局,2016/8/3,李**：您好！您的来邮已收悉，现答复如下：您反映的漳州开发区交警大队将闽DG9186号车车辆监控违章录入到你所有的闽DG9185号车名下的问题，开发区交警大队已对此错误信息启动复核程序，并上报交警支队对此错误违法信息做出了更正。特此答复。感谢您对公安工作的支持与理解。,,,
100,2016/8/4,交通事故责任认定书迟迟不给,本人于2016年6月26日上午8:30在泉州市丰泽区东湖街（圣墓路口）人行横道上被面包车撞飞，电动自行车被撞坏。造成脑震荡、耳聋、身体挫伤等伤害。此事故发生后到现在已经有一个月的，经数次催促交警开具事故责任认定书，但迟迟不给也未给答复，一直拖着。现咨询何时可以开具此事件的《交通事故责任认定书》?,泉州市公安局,2016/7/27,许月*同志：您好！您反映的信访事项来邮已收悉，现答复如下：根据查明的事实，泉州市公安局交警支队于2016年8月1日作出《道路交通事故责任认定书》（丰公交认字[2016]第20119号），认定当事人陈X文驾车通过肇事路口人行横道时，未减速行驶、遇紧急状况措施不及，其行为是造成本事故的主要原因，承担事故的主要责任；您驾驶电动自行车沿人行横道由路左往路右行驶时，未下车推行，您的行为也是造成本事故发生的原因之一，承担事故的次要责任。泉州市公安局交警支队已于2016年8月2日将该认定书送达双方当事人，当事双方对认定没有异议。感谢您对公安工作的理解和支持！,,,
244,2016/8/4,新港派出所为所欲为,之前我买了部三星手机因为虚假宣传我他们售后理论了好久情急之下我空旷处点了一张纸售后的人就报警新港所到场就把我一个人带到所里关了一夜在所里期间联防队长还打我从头到尾他们都没告知我到底犯了哪一条法以及法律的出处现要求对责任人及打人者进行处理我要见证处理结果并告知理由,台江分局,2016/7/20,林永*：你好！你的来邮已收悉，现答复如下：你反映的诉求没有陈述详细的时间，且打你电话也没人接听，很难予以核查，请你携带相关证据到新港派出所找教导员或台江公安分局督查大队投诉，届时将予以告知调查结果。感谢你对公安工作的支持与配合。,,,
235,2016/8/5,对通知书序3501002007946809交通违法的行政复议,处罚事由是驾驶人驾驶闽A###20违反指示标识标线通行。申诉理由：驾驶人是在右转是借道通行，右转车道被直行车辆堵成长长一列。根据中华人民共和国道路交通管理条例第七条规定，机动车允许借道通行，交通借道通行是指行人在没有划人行道上通过车行道，车辆在转弯、会车、超车、掉头、停车时驶入其他道路，包括机动车变更车道、驶入非机动车道或人行道，非机动车驶入机动车道或人行道通行的统称。借道通行政策正是充分考虑到了城市道路的利用率和通过性制定的。我是在虚线内变道借道，未压实线，既然有一段无实线就表示可以变道，监控探头也未拍到我压实线，应为合理借道。该路段也从未标注严禁借道通行，应遵循道路法借道通行的相关规定，不得随意处罚,福州市公安局,2016/8/5,翁怀*：您好！感谢您对福州交通管理工作的关心和支持，您的来邮已收悉，现将问题答复如下：如对交通违法行为的处罚有异议，可携带机动车行驶证和驾驶人驾驶证等相关证件及其复印件至违法信息采集地的交通管理部门申请复核。若诉求人没有时间办理，可委托代理人前往办理。感谢您对公安工作的理解与支持！,,,
712,2016/8/5,个人车辆违章咨询,本人个人车辆闽A###AZ，违章记录35#######7922#99，是在正常通过路口时避让突然窜出来的电动车，通过照片旁边车辆位置可以看出，我是停在人行横道前等候突然窜出的电动车通过，车头凸出一点点，判定我“遇前方机动车停车排队等候或者缓慢行驶时，在人行横道、网状线区域内停车等候”是否合理，谢谢~！,福州市公安局,2016/8/5,林卓*：您好！感谢您对福州交通管理工作的关心和支持，您的来邮已收悉，现将问题答复如下：如对交通违法行为的处罚有异议，可携带机动车行驶证和驾驶人驾驶证等相关证件及其复印件至违法信息采集地的交通管理部门申请复核。若诉求人没有时间办理，可委托代理人前往办理。感谢您对公安工作的理解与支持！,满意,2016-53-17 02:53:13,1
60,2016/8/8,我没有乱停,"我的车闽G###66以前都是在这个巷子里停的,,都是靠边停不妨碍别人,为什么收到罚单也没有照片,没有照片为什么说我违停.",梅列分局,2016/7/28,巫建*：你好！你的来邮已收悉，现答复如下：闽GL6166小车于2016年7月23日10时10分在梅列区梅岭路人行通道停放，该路段设有禁停标志，适用“机动车违反禁令标志指示的”的条款，有相关违停照片3张为证。你如果对闽GL6166小车的违法记录有任何疑议可以到梅列公安分局交警大队提出申诉。感谢你对公安工作的理解和支持。,不满意,2016/6/23 7:06,你说禁停标志在哪？你告诉我。我在这里反映不是吃饱了撑的，你就不要弄你这个我直接去梅列公安分局交警大队不就行了。要你干嘛
25,2016/7/26,建议及投诉,投诉尊敬的厦门交警总队长：本人是具有近20年驾龄的A照司机，平时驾车认真执行交通法规，在近20年的驾车中只被记过两次1分。2016年7月8日上午，本人驾车在贵地进高速时，被当地民警同志拦下，吹气-正常，随车人员保险带-正常，民警再次查看我保险带的佩戴，指出说佩戴不规范，（我系束保险带，只是胸前是一根）请问：交法未按规定使用保险带与未规范使用保险带如何处理的？另外，在收费口查处的，又怎能被写成高速10公里处？（当值交警罚我200元并扣3分）交法没有对未规范使用保险带的处罚，只有使用与不使用的建议：尊敬的厦门交警总队长：你们对厦门的交通管理措施，我无可厚非，但本人在行车中遇到对安全非常不利的现象，从厦门出岛，我所经过的两座大桥所设置的收费站，交年费的车辆均可从左侧车道通过，而我们外地车辆必须现场付费，且现场付费通道设置在右侧，外地车辆本来就对道路不熟，在左侧车道正常行驶到收费口，立刻变更至右侧车道，通过收费口后再次变更到左侧车道，想象中的行车安全是无法保证的。,交警总队（交管局）,2016/7/18,沈奇*您好！来信收悉，现答复如下*经核实，您仅在胸前佩戴安全带的行为，属于未按规定使用安全带，该种佩戴方式未能真正有效发挥安全带的固定保护作用，一旦发生交通事故极易发生人员被甩出车外造成伤亡的后果。因此，您驾驶机动车在在高速公路上行驶时未按规定使用安全带的违法行为事实清楚，证据确实充分，足以认定。希望您行车时能规范使用安全带，以避免发生事故时造成不必要的伤害。您所提建议，我厅已转至交管部门，作为今后交管工作的参考。感谢您对福建公安工作的理解与支持。,,,
30,2016/7/27,办身份证收取快递费要先告知,2016年7月13日，我家人到福州市公安局新店派出所办身份证，办理民警问我家人新办的身份证哪里能收到，并未告知邮寄要收费，2016年7月20日，EMS将身份证送来，收费21元，从省公安厅到新店镇收费21元，真黑。公安部门和邮政部门合伙赚钱吗？为什么不事先告知要收费。,社区警务指导处,2016/7/27,"张勇:您好！您的来邮已收悉,现答复如下:我省加急身份证统一采取EMS投递，证到付款，公安机关禁止收取快递费，由速递公司根据标准收取，《居民身份证领取凭证》备注说明中对交纳速递费已有说明，请仔细阅读。您如果对速递收费标准有异议，可向政府物价管理部门投诉反映。感谢您对公安工作的支持与理解！",不满意,2016-43-28 03:43:24,民警口头告知了吗？
104,2016/7/27,违章行为没有图片证据。,本公司小车闽B###22在2016-07-1910:17:00在秀屿区笏石镇毓秀路与后井街交叉路口没有产生一单机动车违反禁止标线指示的行为。望支队给于删除该违章。谢谢,秀屿分局,2016/7/27,您好！您的来邮已收悉，现答复如下：经了解，接到此件后，秀屿交警大队组织民警认真查看记录，现查清闽B79922号黑色奥迪小车，于2016年7月19日10时17分，在毓秀路与后井街红绿灯附近，在变更车道时，跨压并穿插中心单白色实线，其违法行为为“机动车违反禁止标线指示的”!以上记录有3张高清照片为证，本违法行为事实清楚、证据确实充分。交警部门无法删除。您如对照片或违法行为有异议，或以上网查询或到交警部门查询。感谢您对公安工作的监督与支持。,,,
53,2016/7/28,乱拍违章,闽B###736月22日，我人在车上被拍违停？7月5号，从图中看我没有违反任何禁令为何被拍了一张违反禁令标志。实在蒙冤！请给予答复！,莆田市公安局,2016/7/28,"方嘉*同志：您好！您的来邮已收悉，现答复如下：经查,莆阳路是禁停路段，进入莆阳路的各个路口都有禁止停车标志。车辆闽BGT773于2016年6月22日正是停在莆阳路建设银行路段的主干道上，违反了禁止停车标志。莆田市公安局交警支队对其处罚款150元、扣3分，事实清楚，证据充分。若有疑问，您可持本人身份证、驾驶证及车辆行驶证来莆田市公安局交警支队监控中心查询监控录像。2016年7月5日，车辆闽BGT773在学园路与文献路交叉路口的违法行为，经核查确系误拍。现已根据程序予以上报撤销，3个工作日内可撤销完成。当前莆田车辆日益增多，交通管理工作业务量大，工作人员在固定违法车辆证据时，存在误拍的现象，我们会本着尊重事实，依法依规的态度，及时纠错，同时加强审核把关，提高工作水平。给您造成不便，敬请谅解！感谢您对公安工作的理解和支持！",,,
95,2016/7/29,高速钓鱼执法,你好，我驾驶车辆闽G###11于2015-10-1910:21:00在福银高速（闽）A道168公里850米超速50%以上，但是我看了照片这个探头是放置在地上草丛里面且前方没有拍照的提示，这是不是属于钓鱼执法。,交警总队（交管局）,2016/7/18,林秋*：您好！来信收悉，现答复如下：经核查，取证所使用的移动测速仪放置于高速公路波形护栏处，移动测速的架设符合相关法律法规规定。该测速点的前方即福银高速（闽）A道164公里500米和福银高速（闽）A道165公里500米等多处设置了“限速80”标志牌，并在福银高速（闽）A道168公里650米设有“前方测速”提示牌，该违法照片的取证符合公安部《关于规范查处机动车违反限速规定交通违法行为的指导意见》有关规定，因此，该违法行为事*清楚，程序合法，足以认定，并不存在钓鱼执法问题。感谢您对福建公安工作的理解与支持。,,,
11,2016/7/29,关于违反禁令标志的再次申诉。,尊敬的领导您好！关于2015-07-1215:08本人在打锡巷违反禁令标志的处罚，本人再次提出申诉，本人确实未通过此路，是在此处调头，从照片转弯的弧度就可以看的出来，如果我是右转，大可不必转这么大的弧度，而且你们给的照片都是显示我在禁区以外，并没有拍到我驶入禁区，如我真的违章我甘愿受罚，但是你们给的照片实在难以服人，单凭我的轨迹疑似从此路通过就可以判定我通过了吗？因本人的驾驶证已经被扣10分了，在加上这一条就13分了，恳请领导从新审阅一下，谢谢！,漳州市公安局,2016/7/12,林俊*同志：您好！您的来邮已收悉，现答复如下：经核实，您驾驶的车号为闽EGZ025的小车于2015-07-1215:08:25沿新浦路由东往西行驶，新浦路与打锡巷由东往西方向已提前设立禁止右转标志，该车由新浦路右转驶入轨迹明显，已经违反禁止右转标志的指示，该违法事实清楚有效。感谢您对公安工作的支持！,,,
277,2016/7/30,下班被南安市大霞美派出所的警察打了,17号晚上我下班从，泉州市看守所回来去女朋友公司，门都开好了，准备进去，派出所跟交警在抓车，突然一辆摩托车从后面骑上了看见有警察抓车想逃逸，警察追他，其他一个警察说那边还有一辆，警察在离我30米左右的地方就问我说有没有喝酒，我回答没有，我就把嘴巴张开，他慢慢的走过来闻了下，然后说你太狂了，结果就打我的后脑勺，导致我回来到现在都睡不着，头有晕，是不是会疼痛。我那天晚上有爆南安110的。,南安市局,2016/6/24,陈福*同志：您好！您反映的信访事项来邮已收悉，现答复如下：接到您反映事项后，南安市公安局霞美派出所高度重视，立即与您取得联系，并对当晚发生情况进行调查核实。经查，2016年6月17日晚，南安市公安局霞美派出所组织民警和协勤人员在南安市霞美镇军民连心路段开展设卡查处酒驾醉驾违法犯罪行为整治行动，当晚22时许您驾驶一辆摩托车从霞美村往邱钟村方向行驶，在卡点前100米左右准备掉头逃避检查，被现场执勤人员拦下后要求呼气以检测是否饮酒，而您却往执勤人员脸上呼气，该行为已妨碍霞美派出所工作人员的正常执勤。经过调查了解后，南安市公安局霞美派出所已再次与您进行联系，解释当时现场情况，也取得了您的理解。感谢您对公安工作的支持！,,,
